center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,orient_opacity,noise_opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,type,surr_type,isi,resp.keys,resp.rt,resp.duration,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr_example.started,key_resp_11.started,surround_practice_example.started,center_practice_example.started,text_15.started,instr_example.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,surround_practice.stopped,center_practice.stopped,text_11.started,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,text_7.stopped,practice_feedback.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,noise_2.started,surround_practice_2.started,center_practice_2.started,noise_2.stopped,surround_practice_2.stopped,center_practice_2.stopped,text_12.started,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,practice_feedback_timed.started,text_16.started,text_16.stopped,practice_feedback_timed.stopped,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trial.started,resp.started,noise_3.started,surround_grating.started,center_grating.started,noise_3.stopped,surround_grating.stopped,center_grating.stopped,trial.stopped,trials.resp.keys,trials.resp.rt,trials.resp.duration,break_2.started,break_2.stopped,trials.key_resp_10.keys,text_2.started,key_resp_10.started,trials.key_resp_10.rt,trials.key_resp_10.duration,end.started,text_14.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
8,15.0,,68,68,0,,,,,100,0,,,,,c+8,poss,0.75,period,2.8480704170069657,None,None,,,,,,,,,,,0,68,68,229,533.7639196250238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533.754950209026,533.7639196250238,534.5035152920173,534.5035152920173,534.5035152920173,534.5782931670255,534.5782931670255,534.5782931670255,536.6149237500213,period,2.8480704170069657,None,536.6150706670014,536.6151285840024,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
8,15.0,,69,69,0,,,,,100,0,,,,,c+8,poss,0.5,z,2.3920222500164527,None,None,,,,,,,,,,,0,69,69,214,536.6265765420103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536.6175268340157,536.6265765420103,537.1111419170047,537.1111419170047,537.1111419170047,537.1833293340169,537.1833293340169,537.1833293340169,539.0458917500218,z,2.3920222500164527,None,539.0460162500094,539.0460667500156,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
2,0.0,,70,70,0,,,,,0,100,,,,,c+2,noss,1.0,period,1.6760777909948956,None,None,,,,,,,,,,,0,70,70,660,539.0616695840145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539.0485275840038,539.0616695840145,540.0377272090118,540.0377272090118,540.0377272090118,540.1117325840169,540.1117325840169,540.1117325840169,540.7477839170024,period,1.6760777909948956,None,540.7479311250208,540.7479834590049,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
0,0.0,,71,71,0,,,,,0,100,,,,,c+0,noss,1.0,period,2.635974125005305,None,None,,,,,,,,,,,0,71,71,611,540.7597422090184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540.7504721250152,540.7597422090184,541.7446002920042,541.7446002920042,541.7446002920042,541.8179738340259,541.8179738340259,541.8179738340259,543.3986520840263,period,2.635974125005305,None,543.3987968750007,543.3988480420085,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
-2,0.0,,72,72,0,,,,,0,100,,,,,c-2,noss,0.75,period,3.3020161660097074,None,None,,,,,,,,,,,0,72,72,559,543.4101291250263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543.4012315,543.4101291250263,544.1447455840243,544.1447455840243,544.1447455840243,544.216798709007,544.216798709007,544.216798709007,546.7147349170118,period,3.3020161660097074,None,546.7148734590155,546.7149455000181,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
-8,-15.0,,73,73,0,,,,,100,0,,,,,c-8,negs,0.75,period,3.4627005830116104,None,None,,,,,,,,,,,0,73,73,271,546.7262592090119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546.7175685420225,546.7262592090119,547.4614487090148,547.4614487090148,547.4614487090148,547.5338130420132,547.5338130420132,547.5338130420132,550.1976210840221,period,3.4627005830116104,None,550.1977511250007,550.1978003340191,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
-2,0.0,,74,74,0,,,,,0,100,,,,,c-2,noss,1.25,z,2.343012249999447,None,None,,,,,,,,,,,0,74,74,579,550.2086560419993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550.1998087500106,550.2086560419993,551.4441374170128,551.4441374170128,551.4441374170128,551.5171386670263,551.5171386670263,551.5171386670263,552.5547435420158,z,2.343012249999447,None,552.5548844170116,552.5549341250153,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
-4,0.0,,75,75,0,,,,,0,100,,,,,c-4,noss,1.25,period,1.7565312499937136,None,None,,,,,,,,,,,0,75,75,544,552.5653495000151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552.5570380420249,552.5653495000151,553.8048771250178,553.8048771250178,553.8048771250178,553.8791110840102,553.8791110840102,553.8791110840102,554.3299382090045,period,1.7565312499937136,None,554.3300593340246,554.3301135000074,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
-4,-15.0,,76,76,0,,,,,100,0,,,,,c-4,negs,1.0,period,2.355422416992951,None,None,,,,,,,,,,,0,76,76,362,554.3411613750213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554.3321048750076,554.3411613750213,555.3283978750114,555.3283978750114,555.3283978750114,555.4005540000217,555.4005540000217,555.4005540000217,556.7077531250252,period,2.355422416992951,None,556.7078530420258,556.7078930420103,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
0,-15.0,,77,77,0,,,,,100,0,,,,,c+0,negs,0.5,period,1.1726626660092734,None,None,,,,,,,,,,,0,77,77,421,556.7146625000169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556.7099242920231,556.7146625000169,557.2051528340089,557.2051528340089,557.2051528340089,557.2791991250124,557.2791991250124,557.2791991250124,557.8979270420095,period,1.1726626660092734,None,557.8980275840149,557.8980657090142,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
2,15.0,,78,78,0,,,,,100,0,,,,,c+2,poss,0.5,period,1.5619058329903055,None,None,,,,,,,,,,,0,78,78,92,557.908799375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557.9000344590168,557.908799375,558.395248750021,558.395248750021,558.395248750021,558.4671630420198,558.4671630420198,558.4671630420198,559.4812287090172,period,1.5619058329903055,None,559.4813536670117,559.4814036670141,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
2,0.0,,79,79,0,,,,,0,100,,,,,c+2,noss,0.5,period,1.136377957998775,None,None,,,,,,,,,,,0,79,79,632,559.4928735840076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559.4839105840074,559.4928735840076,559.978806500003,559.978806500003,559.978806500003,560.0508290000143,560.0508290000143,560.0508290000143,560.6317866250174,period,1.136377957998775,None,560.6319157500111,560.6319682920002,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
-2,-15.0,,80,80,0,,,,,100,0,,,,,c-2,negs,1.25,period,1.8902555420063436,None,None,,,,,,,,,,,0,80,80,417,560.6433487920149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560.6344602919999,560.6433487920149,561.8785945840064,561.8785945840064,561.8785945840064,561.9509325000108,561.9509325000108,561.9509325000108,562.5363175420207,period,1.8902555420063436,None,562.5365227090078,562.5365759590059,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
-6,-15.0,,81,81,0,,,,,100,0,,,,,c-6,negs,0.75,z,1.5182371659902856,None,None,,,,,,,,,,,0,81,81,315,562.5482889590203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562.539285167004,562.5482889590203,563.2781398750085,563.2781398750085,563.2781398750085,563.3511630840076,563.3511630840076,563.3511630840076,564.0713628340163,z,1.5182371659902856,None,564.0714870420052,564.0715379170142,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
2,-15.0,,82,82,0,,,,,100,0,,,,,c+2,negs,0.75,period,1.464482790994225,None,None,,,,,,,,,,,0,82,82,478,564.0819275420217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564.0738759590022,564.0819275420217,564.8215314590198,564.8215314590198,564.8215314590198,564.8948557500262,564.8948557500262,564.8948557500262,565.5497871670232,period,1.464482790994225,None,565.5499510420195,565.5500366670021,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
-2,15.0,,83,83,0,,,,,100,0,,,,,c-2,poss,0.75,z,1.184017583989771,None,None,,,,,,,,,,,0,83,83,16,565.5618182500184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,565.5527999590267,565.5618182500184,566.295446959004,566.295446959004,566.295446959004,566.3676223750226,566.3676223750226,566.3676223750226,566.7482226249995,z,1.184017583989771,None,566.74834762502,566.7483961250109,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
0,0.0,,84,84,0,,,,,0,100,,,,,c+0,noss,0.75,period,1.450883541983785,None,None,,,,,,,,,,,0,84,84,609,566.7591216250148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566.7504858340253,566.7591216250148,567.4955224590085,567.4955224590085,567.4955224590085,567.5684200840187,567.5684200840187,567.5684200840187,568.215037292015,period,1.450883541983785,None,568.215161167027,568.2152101670217,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
8,15.0,,85,85,0,,,,,100,0,,,,,c+8,poss,0.75,period,1.6037148330069613,None,None,,,,,,,,,,,0,85,85,223,568.2255544590007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568.2172977919981,568.2255544590007,568.9613922920253,568.9613922920253,568.9613922920253,569.0345598340209,569.0345598340209,569.0345598340209,569.8320365420077,period,1.6037148330069613,None,569.8321849170025,569.8322456250025,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
2,15.0,,86,86,0,,,,,100,0,,,,,c+2,poss,1.0,z,1.6125985000107903,None,None,,,,,,,,,,,0,86,86,107,569.8438693339995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.8347345840011,569.8438693339995,570.828910250013,570.828910250013,570.828910250013,570.9009725420037,570.9009725420037,570.9009725420037,571.4653543750173,z,1.6125985000107903,None,571.465507417015,571.4655545840214,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
2,0.0,,87,87,0,,,,,0,100,,,,,c+2,noss,0.5,period,1.3241195829759818,None,None,,,,,,,,,,,0,87,87,634,571.4774233750068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571.468570625002,571.4774233750068,571.9623624590167,571.9623624590167,571.9623624590167,572.0353214589995,572.0353214589995,572.0353214589995,572.8041232090036,period,1.3241195829759818,None,572.8042462090089,572.8043104170065,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
2,15.0,,88,88,0,,,,,100,0,,,,,c+2,poss,1.25,period,2.342100959009258,None,None,,,,,,,,,,,0,88,88,119,572.8153640840028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572.8064295840159,572.8153640840028,574.0550827090046,574.0550827090046,574.0550827090046,574.1296577920148,574.1296577920148,574.1296577920148,575.165327417024,period,2.342100959009258,None,575.1654525420163,575.1655185420241,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
4,0.0,,89,89,0,,,,,0,100,,,,,c+4,noss,0.5,period,1.2736122499918565,None,None,,,,,,,,,,,0,89,89,677,575.1769480840012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575.1680039589992,575.1769480840012,575.6624764590233,575.6624764590233,575.6624764590233,575.7349960000138,575.7349960000138,575.7349960000138,576.4538893340214,period,1.2736122499918565,None,576.4539860420045,576.4540367500158,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
2,-15.0,,90,90,0,,,,,100,0,,,,,c+2,negs,0.5,period,1.2887528330029454,None,None,,,,,,,,,,,0,90,90,462,576.4649973339983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576.4560035840259,576.4649973339983,576.9554785420187,576.9554785420187,576.9554785420187,577.0297892090166,577.0297892090166,577.0297892090166,577.7651530000148,period,1.2887528330029454,None,577.7652816670015,577.7653315000061,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
4,0.0,,91,91,0,,,,,0,100,,,,,c+4,noss,1.0,period,1.575562624988379,None,None,,,,,,,,,,,0,91,91,696,577.7762824170059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577.7675336670072,577.7762824170059,578.7618767500098,578.7618767500098,578.7618767500098,578.8347944999987,578.8347944999987,578.8347944999987,579.3550236670126,period,1.575562624988379,None,579.355119875021,579.3551693750196,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
2,0.0,,92,92,0,,,,,0,100,,,,,c+2,noss,0.5,period,1.5502820420078933,None,None,,,,,,,,,,,0,92,92,640,579.365760500019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579.3571565000166,579.365760500019,579.8556398340152,579.8556398340152,579.8556398340152,579.9298762090039,579.9298762090039,579.9298762090039,580.9209232499998,period,1.5502820420078933,None,580.9210211250174,580.921077417006,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
-2,-15.0,,93,93,0,,,,,100,0,,,,,c-2,negs,0.5,period,1.1706597910088021,None,None,,,,,,,,,,,0,93,93,383,580.9322387090069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580.9231265000126,580.9322387090069,581.4225177920016,581.4225177920016,581.4225177920016,581.4965095420193,581.4965095420193,581.4965095420193,582.1154756250035,period,1.1706597910088021,None,582.1156030420098,582.115675375011,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
-2,0.0,,94,94,0,,,,,0,100,,,,,c-2,noss,0.5,z,1.27880999998888,None,None,,,,,,,,,,,0,94,94,556,582.1271536670101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582.118405959016,582.1271536670101,582.6127777090005,582.6127777090005,582.6127777090005,582.6853231670102,582.6853231670102,582.6853231670102,583.4158757920086,z,1.27880999998888,None,583.4160292500164,583.4160837090167,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
-4,-15.0,,95,95,0,,,,,100,0,,,,,c-4,negs,1.25,period,2.152720334008336,None,None,,,,,,,,,,,0,95,95,368,583.4274878340075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583.4184940420091,583.4274878340075,584.6621491670085,584.6621491670085,584.6621491670085,584.734771959018,584.734771959018,584.734771959018,585.5828180840181,period,2.152720334008336,None,585.5829817500198,585.5830347500159,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
0,15.0,,96,96,0,,,,,100,0,,,,,c+0,poss,0.5,z,1.2684600000211503,None,None,,,,,,,,,,,0,96,96,49,585.5949281670037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585.5858050420065,585.5949281670037,586.0794840420131,586.0794840420131,586.0794840420131,586.1518772090203,586.1518772090203,586.1518772090203,586.8658614169981,z,1.2684600000211503,None,586.8659859590116,586.866050792014,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
-8,-15.0,,97,97,0,,,,,100,0,,,,,c-8,negs,0.5,period,1.1948782090039458,None,None,,,,,,,,,,,0,97,97,258,586.876850708999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586.8682197919989,586.876850708999,587.362886500021,587.362886500021,587.362886500021,587.4337888340233,587.4337888340233,587.4337888340233,588.0829263750056,period,1.1948782090039458,None,588.0830619590124,588.0831150000158,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
2,-15.0,,98,98,0,,,,,100,0,,,,,c+2,negs,1.0,z,1.8430259999877308,None,None,,,,,,,,,,,0,98,98,493,588.0947107090033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588.0857111250225,588.0947107090033,589.0788264590083,589.0788264590083,589.0788264590083,589.1636968750099,589.1636968750099,589.1636968750099,589.9498952499998,z,1.8430259999877308,None,589.949995834002,589.9500342500105,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
0,15.0,,99,99,0,,,,,100,0,,,,,c+0,poss,1.0,period,1.8336274159955792,None,None,,,,,,,,,,,0,99,99,67,589.9635050000215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589.952044042002,589.9635050000215,590.9463976670231,590.9463976670231,590.9463976670231,591.0199345840083,591.0199345840083,591.0199345840083,591.8003775000107,period,1.8336274159955792,None,591.8005211249983,591.8005892920191,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
-2,0.0,,100,100,0,,,,,0,100,,,,,c-2,noss,0.75,z,1.3969742910121568,None,None,,,,,,,,,,,0,100,100,565,591.8114906670235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591.802811542002,591.8114906670235,592.5464117500233,592.5464117500233,592.5464117500233,592.6187904590042,592.6187904590042,592.6187904590042,593.2160950840043,z,1.3969742910121568,None,593.2162470420008,593.2163006250048,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
0,0.0,,101,101,0,,,,,0,100,,,,,c+0,noss,1.0,period,1.611355792003451,None,None,,,,,,,,,,,0,101,101,618,593.2281902500254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593.2193126250058,593.2281902500254,594.2132222090149,594.2132222090149,594.2132222090149,594.2853506250249,594.2853506250249,594.2853506250249,594.8494180420239,period,1.611355792003451,None,594.8495224590006,594.8495618340094,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
-6,-15.0,,102,102,0,,,,,100,0,,,,,c-6,negs,1.0,z,1.5751577500195708,None,None,,,,,,,,,,,0,102,102,319,594.8602118340204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594.8515949170105,594.8602118340204,595.8464802920062,595.8464802920062,595.8464802920062,595.9190038340166,595.9190038340166,595.9190038340166,596.4380283339997,z,1.5751577500195708,None,596.4381534999993,596.438195374998,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
0,0.0,,103,103,0,,,,,0,100,,,,,c+0,noss,1.0,z,1.8054629580001347,None,None,,,,,,,,,,,0,103,103,612,596.4492165840056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596.4401824590168,596.4492165840056,597.4396744590194,597.4396744590194,597.4396744590194,597.5139078750217,597.5139078750217,597.5139078750217,598.2663276250241,z,1.8054629580001347,None,598.2664976670058,598.2665503340249,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
-2,0.0,,104,104,0,,,,,0,100,,,,,c-2,noss,0.5,period,1.9269866249815095,None,None,,,,,,,,,,,0,104,104,548,598.2779194590112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598.2690363750153,598.2779194590112,598.7632325419981,598.7632325419981,598.7632325419981,598.8361177920015,598.8361177920015,598.8361177920015,600.2163344590226,period,1.9269866249815095,None,600.2164718340209,600.2165240420145,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
4,15.0,,105,105,0,,,,,100,0,,,,,c+4,poss,1.25,period,1.922996792010963,None,None,,,,,,,,,,,0,105,105,161,600.2292925840011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600.2203528340033,600.2292925840011,601.4633667920134,601.4633667920134,601.4633667920134,601.535310584004,601.535310584004,601.535310584004,602.1550513340044,period,1.922996792010963,None,602.1551749170176,602.1552242920152,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
-4,-15.0,,106,106,0,,,,,100,0,,,,,c-4,negs,1.0,z,1.7143689170188736,None,None,,,,,,,,,,,0,106,106,366,602.1662424170063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602.1573070000159,602.1662424170063,603.1546457090008,603.1546457090008,603.1546457090008,603.2307487920043,603.2307487920043,603.2307487920043,603.8835747920093,z,1.7143689170188736,None,603.8837344589992,603.8838458340033,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
