center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,practice_feedback.stopped,text_7.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,surround_practice_2.started,center_practice_2.started,surround_practice_2.stopped,center_practice_2.stopped,text_12.started,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trials.label,trials.nReps,trials.startVal,trials.maxVal,trials.minVal,trials.stepSizes,trials.stepType,trials.nUp,trials.nDown,trials.nReversals,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.intensity,center_angle,surround_angle,trial.started,resp.started,surround_grating.started,center_grating.started,surround_grating.stopped,center_grating.stopped,text_3.started,trial.stopped,trials.response,break_2.started,text_14.started,key_resp_9.started,break_2.stopped,blocks.key_resp_9.keys,blocks.key_resp_9.rt,blocks.key_resp_9.duration,end.started,text_4.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,254.87169412500225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,16,91,down,0.5,-0.5,-0.5,,254.8657480420079,254.87169412500225,255.3543632500223,255.3543632500223,255.43095295800595,255.43095295800595,255.4357853329857,256.08137716702186,0,,,,,,,,,,,,,,,nateheller,0,2025-09-11_15h05.09.545,tilt_staircase,2024.2.4,None,2025-09-11 15h05.27.046967 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,256.08876383298775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,16,92,down,0.5,-4.5,-4.5,-30,256.0822915000026,256.08876383298775,256.5805803749827,256.5805803749827,256.6526617499767,256.6526617499767,256.6526617499767,257.4581507080002,0,,,,,,,,,,,,,,,nateheller,0,2025-09-11_15h05.09.545,tilt_staircase,2024.2.4,None,2025-09-11 15h05.27.046967 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,257.46385908301454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,16,93,up,0.5,3.5,3.5,30,257.459314458014,257.46385908301454,257.9534988750238,257.9534988750238,258.0294393749791,258.0294393749791,258.03497450001305,258.7994988330174,1,,,,,,,,,,,,,,,nateheller,0,2025-09-11_15h05.09.545,tilt_staircase,2024.2.4,None,2025-09-11 15h05.27.046967 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,258.80730633297935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,16,94,up,0.5,-3.0,-3.0,-30,258.8006322919973,258.80730633297935,259.2960336250253,259.2960336250253,259.37091200001305,259.37091200001305,259.37091200001305,260.0664047499886,1,,,,,,,,,,,,,,,nateheller,0,2025-09-11_15h05.09.545,tilt_staircase,2024.2.4,None,2025-09-11 15h05.27.046967 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,260.0760078750318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,16,95,down,0.5,1.5,1.5,30,260.0686222080258,260.0760078750318,260.56331341702025,260.56331341702025,260.63668862503255,260.63668862503255,260.63668862503255,261.16638862498803,0,,,,,,,,,,,,,,,nateheller,0,2025-09-11_15h05.09.545,tilt_staircase,2024.2.4,None,2025-09-11 15h05.27.046967 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,261.17548808298307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,17,96,up,0.5,2.0,2.0,30,261.1682667080313,261.17548808298307,261.66267400002107,261.66267400002107,261.7373101669946,261.7373101669946,261.7373101669946,262.4027664579917,0,,,,,,,,,,,,,,,nateheller,0,2025-09-11_15h05.09.545,tilt_staircase,2024.2.4,None,2025-09-11 15h05.27.046967 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,262.41290562500944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,17,97,down,0.5,-3.5,-3.5,-30,262.4037145000184,262.41290562500944,262.89612220798153,262.89612220798153,262.9699583330075,262.9699583330075,262.9807998749893,263.8993310829974,0,,,,,,,,,,,,,,,nateheller,0,2025-09-11_15h05.09.545,tilt_staircase,2024.2.4,None,2025-09-11 15h05.27.046967 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,263.9077202079934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,17,98,down,0.5,0.0,0.0,,263.9005751669756,263.9077202079934,264.3962340829894,264.3962340829894,264.47007283300627,264.47007283300627,264.47007283300627,265.6550229170243,1,,,,,,,,,,,,,,,nateheller,0,2025-09-11_15h05.09.545,tilt_staircase,2024.2.4,None,2025-09-11 15h05.27.046967 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,265.6631877080072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,17,99,up,0.5,-4.0,-4.0,-30,265.6560845830245,265.6631877080072,266.15523504198063,266.15523504198063,266.2307577499887,266.2307577499887,266.2307577499887,266.8345826669829,0,,,,,,,,,,,,,,,nateheller,0,2025-09-11_15h05.09.545,tilt_staircase,2024.2.4,None,2025-09-11 15h05.27.046967 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,266.8429050830309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,17,100,down,0.5,3.0,3.0,30,266.8358158330084,266.8429050830309,267.32931012503104,267.32931012503104,267.4011440000031,267.4011440000031,267.4131807499798,267.9657322919811,1,,,,,,,,,,,,,,,nateheller,0,2025-09-11_15h05.09.545,tilt_staircase,2024.2.4,None,2025-09-11 15h05.27.046967 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,267.9744003749802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,17,101,up,0.5,0.0,0.0,,267.966915166995,267.9744003749802,268.4626325829886,268.4626325829886,268.5373550829827,268.5373550829827,268.5373550829827,269.25510054198094,1,,,,,,,,,,,,,,,nateheller,0,2025-09-11_15h05.09.545,tilt_staircase,2024.2.4,None,2025-09-11 15h05.27.046967 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,269.2636902080267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,18,102,up,0.5,-3.0,-3.0,-30,269.2562008330133,269.2636902080267,269.75584741699276,269.75584741699276,269.8302798329969,269.8302798329969,269.8302798329969,270.6053935000091,1,,,,,,,,,,,,,,,nateheller,0,2025-09-11_15h05.09.545,tilt_staircase,2024.2.4,None,2025-09-11 15h05.27.046967 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,270.61383929202566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,18,103,down,0.5,2.5,2.5,30,270.60652137501165,270.61383929202566,271.1061198330135,271.1061198330135,271.18040054198354,271.18040054198354,271.18040054198354,272.04923649999546,1,,,,,,,,,,,,,,,nateheller,0,2025-09-11_15h05.09.545,tilt_staircase,2024.2.4,None,2025-09-11 15h05.27.046967 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,272.0571814579889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,18,104,down,0.5,-0.5,-0.5,,272.05033587501384,272.0571814579889,272.54647683299845,272.54647683299845,272.61908495798707,272.61908495798707,272.61908495798707,273.2249272079789,0,,,,,,,,,,,,,,,nateheller,0,2025-09-11_15h05.09.545,tilt_staircase,2024.2.4,None,2025-09-11 15h05.27.046967 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,273.2304507920053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,18,105,down,0.5,-0.5,-0.5,,273.2259887920227,273.2304507920053,273.72028100001626,273.72028100001626,273.7974264579825,273.7974264579825,273.8032294579898,274.45509537501493,0,,,,,,,,,,,,,,,nateheller,0,2025-09-11_15h05.09.545,tilt_staircase,2024.2.4,None,2025-09-11 15h05.27.046967 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,274.4631914580241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,18,106,up,0.5,2.5,2.5,30,274.4562378330156,274.4631914580241,274.955952792021,274.955952792021,275.0307297920226,275.0307297920226,275.0307297920226,275.62481941701844,1,,,,,,,,,,,,,,,nateheller,0,2025-09-11_15h05.09.545,tilt_staircase,2024.2.4,None,2025-09-11 15h05.27.046967 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,275.6304627080099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,18,107,up,0.5,-3.5,-3.5,-30,275.62600137502886,275.6304627080099,276.1226183330291,276.1226183330291,276.1974176670192,276.1974176670192,276.20335420803167,276.6563237920054,0,,,,,,,,,,,,,,,nateheller,0,2025-09-11_15h05.09.545,tilt_staircase,2024.2.4,None,2025-09-11 15h05.27.046967 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,276.6800182919833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,19,108,up,0.5,0.0,0.0,,276.6572122920188,276.6800182919833,277.15556787501555,277.15556787501555,277.23072720802156,277.23072720802156,277.23072720802156,277.79979604203254,1,,,,,,,,,,,,,,,nateheller,0,2025-09-11_15h05.09.545,tilt_staircase,2024.2.4,None,2025-09-11 15h05.27.046967 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,277.8090720420005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,19,109,up,0.5,-3.0,-3.0,-30,277.80174808303127,277.8090720420005,278.2959816249786,278.2959816249786,278.3698650000151,278.3698650000151,278.3698650000151,278.8881068750052,0,,,,,,,,,,,,,,,nateheller,0,2025-09-11_15h05.09.545,tilt_staircase,2024.2.4,None,2025-09-11 15h05.27.046967 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,278.8991809579893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,19,110,down,0.5,-3.5,-3.5,-30,278.8915662500076,278.8991809579893,279.3894696669886,279.3894696669886,279.46401345799677,279.46401345799677,279.46401345799677,280.08307208301267,0,,,,,,,,,,,,,,,nateheller,0,2025-09-11_15h05.09.545,tilt_staircase,2024.2.4,None,2025-09-11 15h05.27.046967 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,280.0921565000317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,19,111,down,0.5,2.0,2.0,30,280.0848976250272,280.0921565000317,280.57935833302327,280.57935833302327,280.6535918749869,280.6535918749869,280.6535918749869,281.2990937079885,0,,,,,,,,,,,,,,,nateheller,0,2025-09-11_15h05.09.545,tilt_staircase,2024.2.4,None,2025-09-11 15h05.27.046967 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,281.3073062499752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,19,112,up,0.5,0.0,0.0,,281.3001933330088,281.3073062499752,281.79593766701873,281.79593766701873,281.8698840420111,281.8698840420111,281.8698840420111,282.45489350002026,1,,,,,,,,,,,,,,,nateheller,0,2025-09-11_15h05.09.545,tilt_staircase,2024.2.4,None,2025-09-11 15h05.27.046967 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,282.46333641698584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,19,113,down,0.5,2.0,2.0,30,282.4558648749953,282.46333641698584,282.9535235000076,282.9535235000076,283.02945141698,283.02945141698,283.02945141698,283.5651706249919,0,,,,,,,,,,,,,,,nateheller,0,2025-09-11_15h05.09.545,tilt_staircase,2024.2.4,None,2025-09-11 15h05.27.046967 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,283.5705201670062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,20,114,up,0.5,2.5,2.5,30,283.56618945801165,283.5705201670062,284.06257775000995,284.06257775000995,284.1370047919918,284.1370047919918,284.1370047919918,284.7228958749911,1,,,,,,,,,,,,,,,nateheller,0,2025-09-11_15h05.09.545,tilt_staircase,2024.2.4,None,2025-09-11 15h05.27.046967 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,284.72922766697593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,20,115,down,0.5,-0.5,-0.5,,284.7239287919947,284.72922766697593,285.22260387497954,285.22260387497954,285.29738875001203,285.29738875001203,285.29738875001203,285.94946945802076,0,,,,,,,,,,,,,,,nateheller,0,2025-09-11_15h05.09.545,tilt_staircase,2024.2.4,None,2025-09-11 15h05.27.046967 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,285.95765479200054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,20,116,up,0.5,-3.0,-3.0,-30,285.9506396250217,285.95765479200054,286.44667637499515,286.44667637499515,286.519979832985,286.519979832985,286.519979832985,287.09907504200237,1,,,,,,,,,,,,,,,nateheller,0,2025-09-11_15h05.09.545,tilt_staircase,2024.2.4,None,2025-09-11 15h05.27.046967 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,287.10637329198653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,20,117,up,0.5,2.5,2.5,30,287.1005694579799,287.10637329198653,287.5972727080225,287.5972727080225,287.66959237499395,287.66959237499395,287.66959237499395,288.51600429200334,0,,,,,,,,,,,,,,,nateheller,0,2025-09-11_15h05.09.545,tilt_staircase,2024.2.4,None,2025-09-11 15h05.27.046967 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,288.5244984580204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,20,118,down,0.5,-0.5,-0.5,,288.51717554201605,288.5244984580204,289.01257233298384,289.01257233298384,289.0867989999824,289.0867989999824,289.0867989999824,289.60529937501997,1,,,,,,,,,,,,,,,nateheller,0,2025-09-11_15h05.09.545,tilt_staircase,2024.2.4,None,2025-09-11 15h05.27.046967 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,289.6137615420157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,20,119,up,0.5,-2.5,-2.5,-30,289.6063834580127,289.6137615420157,290.1063428330235,290.1063428330235,290.18077687500045,290.18077687500045,290.18077687500045,290.8665217499947,0,,,,,,,,,,,,,,,nateheller,0,2025-09-11_15h05.09.545,tilt_staircase,2024.2.4,None,2025-09-11 15h05.27.046967 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,290.8751292920206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,21,120,down,0.5,-1.0,-1.0,,290.8679770830204,290.8751292920206,291.3626449580188,291.3626449580188,291.4365823750268,291.4365823750268,291.4365823750268,292.0495205420302,0,,,,,,,,,,,,,,,nateheller,0,2025-09-11_15h05.09.545,tilt_staircase,2024.2.4,None,2025-09-11 15h05.27.046967 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,292.0584488750319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,21,121,up,0.5,0.0,0.0,,292.0513648749911,292.0584488750319,292.5459191669943,292.5459191669943,292.6200662080082,292.6200662080082,292.6200662080082,293.1583620830206,1,,,,,,,,,,,,,,,nateheller,0,2025-09-11_15h05.09.545,tilt_staircase,2024.2.4,None,2025-09-11 15h05.27.046967 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,293.16391512501286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,21,122,up,0.5,-2.0,-2.0,-30,293.15937408298487,293.16391512501286,293.65598141698865,293.65598141698865,293.7306629170198,293.7306629170198,293.7369988330174,294.5328280000249,1,,,,,,,,,,,,,,,nateheller,0,2025-09-11_15h05.09.545,tilt_staircase,2024.2.4,None,2025-09-11 15h05.27.046967 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,294.54219037498115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,21,123,up,0.5,3.0,3.0,30,294.53482025000267,294.54219037498115,295.02956833300414,295.02956833300414,295.1034298330196,295.1034298330196,295.1034298330196,295.5205470829969,0,,,,,,,,,,,,,,,nateheller,0,2025-09-11_15h05.09.545,tilt_staircase,2024.2.4,None,2025-09-11 15h05.27.046967 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,295.529358083033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,21,124,down,0.5,-3.5,-3.5,-30,295.5214676670148,295.529358083033,296.0221890420071,296.0221890420071,296.09733308298746,296.09733308298746,296.09733308298746,296.51487929199357,1,,,,,,,,,,,,,,,nateheller,0,2025-09-11_15h05.09.545,tilt_staircase,2024.2.4,None,2025-09-11 15h05.27.046967 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,296.520512957999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,21,125,down,0.5,2.0,2.0,30,296.5161436669878,296.520512957999,297.0125509169884,297.0125509169884,297.0862850419944,297.0862850419944,297.0862850419944,297.52173533302266,0,,,,,,,,,,,,,,,nateheller,0,2025-09-11_15h05.09.545,tilt_staircase,2024.2.4,None,2025-09-11 15h05.27.046967 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,297.53017133299727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,22,126,up,0.5,-0.5,-0.5,,297.5228362919879,297.53017133299727,298.02252658299403,298.02252658299403,298.10326441697543,298.10326441697543,298.10326441697543,298.3830538750044,1,,,,,,,,,,,,,,,nateheller,0,2025-09-11_15h05.09.545,tilt_staircase,2024.2.4,None,2025-09-11 15h05.27.046967 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,298.3915374579956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,22,127,down,0.5,-2.5,-2.5,-30,298.38424912502524,298.3915374579956,298.87950249999994,298.87950249999994,298.9518004580168,298.9518004580168,298.9518004580168,299.6660819170065,0,,,,,,,,,,,,,,,nateheller,0,2025-09-11_15h05.09.545,tilt_staircase,2024.2.4,None,2025-09-11 15h05.27.046967 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,299.67519295797683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,22,128,up,0.5,2.5,2.5,30,299.6676547920215,299.67519295797683,300.16261175001273,300.16261175001273,300.23682491702493,300.23682491702493,300.23682491702493,300.875227542012,1,,,,,,,,,,,,,,,nateheller,0,2025-09-11_15h05.09.545,tilt_staircase,2024.2.4,None,2025-09-11 15h05.27.046967 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,300.8970076669939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,22,129,down,0.5,-0.5,-0.5,,300.87622891698265,300.8970076669939,301.3726679580286,301.3726679580286,301.447103124985,301.447103124985,301.4532860000036,302.0051583329914,0,,,,,,,,,,,,,,,nateheller,0,2025-09-11_15h05.09.545,tilt_staircase,2024.2.4,None,2025-09-11 15h05.27.046967 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,302.01348304201383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,22,130,up,0.5,3.5,3.5,30,302.00632633297937,302.01348304201383,302.5054259999888,302.5054259999888,302.58036841702415,302.58036841702415,302.58036841702415,303.105145916983,1,,,,,,,,,,,,,,,nateheller,0,2025-09-11_15h05.09.545,tilt_staircase,2024.2.4,None,2025-09-11 15h05.27.046967 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,303.11357662500814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,22,131,down,0.5,-4.0,-4.0,-30,303.10622850002255,303.11357662500814,303.60653295798693,303.60653295798693,303.68065616698004,303.68065616698004,303.68065616698004,304.33295445801923,1,,,,,,,,,,,,,,,nateheller,0,2025-09-11_15h05.09.545,tilt_staircase,2024.2.4,None,2025-09-11 15h05.27.046967 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,304.3420445829979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,23,132,down,0.5,3.0,3.0,30,304.33482150000054,304.3420445829979,304.8297842920292,304.8297842920292,304.9025353330071,304.9025353330071,304.9025353330071,305.56575000000885,1,,,,,,,,,,,,,,,nateheller,0,2025-09-11_15h05.09.545,tilt_staircase,2024.2.4,None,2025-09-11 15h05.27.046967 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,305.5738852500217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,23,133,down,0.5,-1.0,-1.0,,305.5668527079979,305.5738852500217,306.0625645000255,306.0625645000255,306.13663008302683,306.13663008302683,306.13663008302683,306.638259917032,0,,,,,,,,,,,,,,,nateheller,0,2025-09-11_15h05.09.545,tilt_staircase,2024.2.4,None,2025-09-11 15h05.27.046967 -0400,
