center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,orient_opacity,noise_opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,type,surr_type,isi,resp.keys,resp.rt,resp.duration,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr_example.started,key_resp_11.started,surround_practice_example.started,center_practice_example.started,text_15.started,instr_example.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,practice_feedback.stopped,text_7.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,noise_2.started,surround_practice_2.started,center_practice_2.started,text_12.started,noise_2.stopped,surround_practice_2.stopped,center_practice_2.stopped,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,practice_feedback_timed.started,text_16.started,text_16.stopped,practice_feedback_timed.stopped,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trial.started,resp.started,noise_3.started,surround_grating.started,center_grating.started,noise_3.stopped,surround_grating.stopped,center_grating.stopped,trial.stopped,trials.resp.keys,trials.resp.rt,trials.resp.duration,break_2.started,break_2.stopped,trials.key_resp_10.keys,text_2.started,key_resp_10.started,trials.key_resp_10.rt,trials.key_resp_10.duration,end.started,text_14.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
2,0.0,,102,102,0,,,,,0,100,,,,,c+2,noss,1.0,period,1.533666583998638,None,None,,,,,,,,,,,0,102,102,653,342.2846356249993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.2754822499992,342.2846356249993,343.26785816699885,343.26785816699885,343.26785816699885,343.33964433300025,343.33964433300025,343.33964433300025,343.8210989170002,period,1.533666583998638,None,343.82123104200036,343.82129112499933,None,,,,,,,,,,,,21040100,0,2026-02-02_15h46.07.187,tilt_mocs,2024.2.4,120.47932651896049,2026-02-02 15h46.16.260260 -0500,
-4,0.0,,103,103,0,,,,,0,100,,,,,c-4,noss,0.5,z,1.0207442920000176,None,None,,,,,,,,,,,0,103,103,513,343.8326419999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.8235705829993,343.8326419999994,344.31800487500004,344.31800487500004,344.31800487500004,344.39016833299866,344.39016833299866,344.39016833299866,344.860367416999,z,1.0207442920000176,None,344.86052374999963,344.86058262499864,None,,,,,,,,,,,,21040100,0,2026-02-02_15h46.07.187,tilt_mocs,2024.2.4,120.47932651896049,2026-02-02 15h46.16.260260 -0500,
-6,-15.0,,104,104,0,,,,,100,0,,,,,c-6,negs,1.25,z,1.8383295000003272,None,None,,,,,,,,,,,0,104,104,327,344.8717478749986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.86368374999984,344.8717478749986,346.11051891699935,346.11051891699935,346.11051891699935,346.1851974579986,346.1851974579986,346.1851974579986,346.72043420800037,z,1.8383295000003272,None,346.7205322919999,346.7205740829995,None,,,,,,,,,,,,21040100,0,2026-02-02_15h46.07.187,tilt_mocs,2024.2.4,120.47932651896049,2026-02-02 15h46.16.260260 -0500,
2,15.0,,105,105,0,,,,,100,0,,,,,c+2,poss,1.0,period,1.72429750000083,None,None,,,,,,,,,,,0,105,105,113,346.7315597500001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.7225755419986,346.7315597500001,347.718065957999,347.718065957999,347.718065957999,347.79021595799895,347.79021595799895,347.79021595799895,348.45935254199867,period,1.72429750000083,None,348.45944987499934,348.4594922919987,None,,,,,,,,,,,,21040100,0,2026-02-02_15h46.07.187,tilt_mocs,2024.2.4,120.47932651896049,2026-02-02 15h46.16.260260 -0500,
-2,0.0,,106,106,0,,,,,0,100,,,,,c-2,noss,0.75,z,1.3243381249994854,None,None,,,,,,,,,,,0,106,106,558,348.4704752079997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.46144141699915,348.4704752079997,349.211569916999,349.211569916999,349.211569916999,349.28520783299973,349.28520783299973,349.28520783299973,349.8047217080002,z,1.3243381249994854,None,349.8048924169998,349.8049553749988,None,,,,,,,,,,,,21040100,0,2026-02-02_15h46.07.187,tilt_mocs,2024.2.4,120.47932651896049,2026-02-02 15h46.16.260260 -0500,
-2,0.0,,107,107,0,,,,,0,100,,,,,c-2,noss,0.5,z,1.1511479159998999,None,None,,,,,,,,,,,0,107,107,548,349.8176314169996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.8081739579993,349.8176314169996,350.30157812499965,350.30157812499965,350.30157812499965,350.37402929199925,350.37402929199925,350.37402929199925,350.97172845800014,z,1.1511479159998999,None,350.97188149999965,350.97194024999953,None,,,,,,,,,,,,21040100,0,2026-02-02_15h46.07.187,tilt_mocs,2024.2.4,120.47932651896049,2026-02-02 15h46.16.260260 -0500,
-2,-15.0,,108,108,0,,,,,100,0,,,,,c-2,negs,1.25,period,1.8859810000012658,None,None,,,,,,,,,,,0,108,108,416,350.9829869999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.97417508299986,350.9829869999994,352.21824820799884,352.21824820799884,352.21824820799884,352.2914433329988,352.2914433329988,352.2914433329988,352.87209854199864,period,1.8859810000012658,None,352.87224358299864,352.87229874999866,None,,,,,,,,,,,,21040100,0,2026-02-02_15h46.07.187,tilt_mocs,2024.2.4,120.47932651896049,2026-02-02 15h46.16.260260 -0500,
2,-15.0,,109,109,0,,,,,100,0,,,,,c+2,negs,1.0,period,1.509571208000125,None,None,,,,,,,,,,,0,109,109,489,352.8841028329989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.87502391700036,352.8841028329989,353.86827833299867,353.86827833299867,353.86827833299867,353.9407361249996,353.9407361249996,353.9407361249996,354.40422558299906,period,1.509571208000125,None,354.4043704579999,354.40442529199936,None,,,,,,,,,,,,21040100,0,2026-02-02_15h46.07.187,tilt_mocs,2024.2.4,120.47932651896049,2026-02-02 15h46.16.260260 -0500,
0,0.0,,110,110,0,,,,,0,100,,,,,c+0,noss,0.5,period,1.5272511249986565,None,None,,,,,,,,,,,0,110,110,593,354.4155809999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.40690916699896,354.4155809999993,354.9007229580002,354.9007229580002,354.9007229580002,354.97375691699926,354.97375691699926,354.97375691699926,355.95423966700037,period,1.5272511249986565,None,355.9544831669991,355.9545779170003,None,,,,,,,,,,,,21040100,0,2026-02-02_15h46.07.187,tilt_mocs,2024.2.4,120.47932651896049,2026-02-02 15h46.16.260260 -0500,
-6,-15.0,,111,111,0,,,,,100,0,,,,,c-6,negs,1.0,z,1.6049203749989829,None,None,,,,,,,,,,,0,111,111,317,355.96543395799927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.9570544170001,355.96543395799927,356.95186741699945,356.95186741699945,356.95186741699945,357.0234445829992,357.0234445829992,357.0234445829992,357.57583704199897,z,1.6049203749989829,None,357.5760329169989,357.5761174580002,None,,,,,,,,,,,,21040100,0,2026-02-02_15h46.07.187,tilt_mocs,2024.2.4,120.47932651896049,2026-02-02 15h46.16.260260 -0500,
2,0.0,,112,112,0,,,,,0,100,,,,,c+2,noss,1.0,period,1.517630416999964,None,None,,,,,,,,,,,0,112,112,655,357.58762149999893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.578510583,357.58762149999893,358.5776982919997,358.5776982919997,358.5776982919997,358.65233958299905,358.65233958299905,358.65233958299905,359.11090033300025,period,1.517630416999964,None,359.1110007499992,359.1110439169988,None,,,,,,,,,,,,21040100,0,2026-02-02_15h46.07.187,tilt_mocs,2024.2.4,120.47932651896049,2026-02-02 15h46.16.260260 -0500,
0,15.0,,113,113,0,,,,,100,0,,,,,c+0,poss,0.5,z,1.075944124999296,None,None,,,,,,,,,,,0,113,113,43,359.1216074999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.11303479199887,359.1216074999993,359.6122977920004,359.6122977920004,359.6122977920004,359.68563791700035,359.68563791700035,359.68563791700035,360.20490529199924,z,1.075944124999296,None,360.2050505829993,360.20510812499924,None,,,,,,,,,,,,21040100,0,2026-02-02_15h46.07.187,tilt_mocs,2024.2.4,120.47932651896049,2026-02-02 15h46.16.260260 -0500,
4,0.0,,114,114,0,,,,,0,100,,,,,c+4,noss,1.0,period,1.4494912500013015,None,None,,,,,,,,,,,0,114,114,699,360.2165084999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.2074544579991,360.2165084999997,361.20191604199863,361.20191604199863,361.20191604199863,361.27417895799954,361.27417895799954,361.27417895799954,361.6719121249989,period,1.4494912500013015,None,361.6720553750001,361.67211054200015,None,,,,,,,,,,,,21040100,0,2026-02-02_15h46.07.187,tilt_mocs,2024.2.4,120.47932651896049,2026-02-02 15h46.16.260260 -0500,
4,0.0,,115,115,0,,,,,0,100,,,,,c+4,noss,0.75,period,1.1772198750004463,None,None,,,,,,,,,,,0,115,115,683,361.68303812500017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.67426129199885,361.68303812500017,362.41864791700027,362.41864791700027,362.41864791700027,362.4914657919999,362.4914657919999,362.4914657919999,362.87138287499874,period,1.1772198750004463,None,362.87148737499956,362.87153149999904,None,,,,,,,,,,,,21040100,0,2026-02-02_15h46.07.187,tilt_mocs,2024.2.4,120.47932651896049,2026-02-02 15h46.16.260260 -0500,
2,-15.0,,116,116,0,,,,,100,0,,,,,c+2,negs,0.5,period,0.9440280409999104,None,None,,,,,,,,,,,0,116,116,464,362.8823979579993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.8734900829986,362.8823979579993,363.36773083299886,363.36773083299886,363.36773083299886,363.44179070799873,363.44179070799873,363.44179070799873,363.8383598749988,period,0.9440280409999104,None,363.838466833,363.8385107079994,None,,,,,,,,,,,,21040100,0,2026-02-02_15h46.07.187,tilt_mocs,2024.2.4,120.47932651896049,2026-02-02 15h46.16.260260 -0500,
-2,15.0,,117,117,0,,,,,100,0,,,,,c-2,poss,1.0,z,1.5403053750014806,None,None,,,,,,,,,,,0,117,117,22,363.8526406250003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.8405202920003,363.8526406250003,364.83549295800003,364.83549295800003,364.83549295800003,364.907019708,364.907019708,364.907019708,365.4052128329986,z,1.5403053750014806,None,365.4053147079994,365.405371249999,None,,,,,,,,,,,,21040100,0,2026-02-02_15h46.07.187,tilt_mocs,2024.2.4,120.47932651896049,2026-02-02 15h46.16.260260 -0500,
0,15.0,,118,118,0,,,,,100,0,,,,,c+0,poss,0.5,z,1.0536832920006418,None,None,,,,,,,,,,,0,118,118,45,365.41922908299966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.40737120799895,365.41922908299966,365.90211295799963,365.90211295799963,365.90211295799963,365.9738417919998,365.9738417919998,365.9738417919998,366.476609583,z,1.0536832920006418,None,366.47672349999993,366.47677349999867,None,,,,,,,,,,,,21040100,0,2026-02-02_15h46.07.187,tilt_mocs,2024.2.4,120.47932651896049,2026-02-02 15h46.16.260260 -0500,
-8,-15.0,,119,119,0,,,,,100,0,,,,,c-8,negs,1.25,z,1.7231002499993338,None,None,,,,,,,,,,,0,119,119,284,366.4878130830002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.4787519999991,366.4878130830002,367.7285141249995,367.7285141249995,367.7285141249995,367.8028446669996,367.8028446669996,367.8028446669996,368.22214687499945,z,1.7231002499993338,None,368.22228679199907,368.2223423329997,None,,,,,,,,,,,,21040100,0,2026-02-02_15h46.07.187,tilt_mocs,2024.2.4,120.47932651896049,2026-02-02 15h46.16.260260 -0500,
0,-15.0,,120,120,0,,,,,100,0,,,,,c+0,negs,0.75,period,1.272877667001012,None,None,,,,,,,,,,,0,120,120,434,368.2334050419995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.2246256669987,368.2334050419995,368.96880741699897,368.96880741699897,368.96880741699897,369.0421176669988,369.0421176669988,369.0421176669988,369.51125395799863,period,1.272877667001012,None,369.511384292,369.5114409580001,None,,,,,,,,,,,,21040100,0,2026-02-02_15h46.07.187,tilt_mocs,2024.2.4,120.47932651896049,2026-02-02 15h46.16.260260 -0500,
8,15.0,,121,121,0,,,,,100,0,,,,,c+8,poss,0.75,period,1.2063809169994784,None,None,,,,,,,,,,,0,121,121,224,369.52202749999924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.51398662499923,369.52202749999924,370.261514374999,370.261514374999,370.261514374999,370.3363450830002,370.3363450830002,370.3363450830002,370.7389094579994,period,1.2063809169994784,None,370.7390563329991,370.73911504199896,None,,,,,,,,,,,,21040100,0,2026-02-02_15h46.07.187,tilt_mocs,2024.2.4,120.47932651896049,2026-02-02 15h46.16.260260 -0500,
-4,0.0,,122,122,0,,,,,0,100,,,,,c-4,noss,1.0,z,1.424614499999734,None,None,,,,,,,,,,,0,122,122,527,370.75027645800037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.74135699999897,370.75027645800037,371.7356491249993,371.7356491249993,371.7356491249993,371.8080676669997,371.8080676669997,371.8080676669997,372.17814112499946,z,1.424614499999734,None,372.17828887500036,372.1783440829986,None,,,,,,,,,,,,21040100,0,2026-02-02_15h46.07.187,tilt_mocs,2024.2.4,120.47932651896049,2026-02-02 15h46.16.260260 -0500,
2,0.0,,123,123,0,,,,,0,100,,,,,c+2,noss,0.5,period,1.122897749999538,None,None,,,,,,,,,,,0,123,123,639,372.1883717499986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.1804516249995,372.1883717499986,372.67874674999985,372.67874674999985,372.67874674999985,372.75281887500023,372.75281887500023,372.75281887500023,373.3216739999989,period,1.122897749999538,None,373.32180145799975,373.3218547919987,None,,,,,,,,,,,,21040100,0,2026-02-02_15h46.07.187,tilt_mocs,2024.2.4,120.47932651896049,2026-02-02 15h46.16.260260 -0500,
8,15.0,,124,124,0,,,,,100,0,,,,,c+8,poss,0.5,period,1.0371556669997517,None,None,,,,,,,,,,,0,124,124,216,373.3329239579998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.3243279170001,373.3329239579998,373.81908291699983,373.81908291699983,373.81908291699983,373.8919149579997,373.8919149579997,373.8919149579997,374.3726272499989,period,1.0371556669997517,None,374.3727784579987,374.37283537499934,None,,,,,,,,,,,,21040100,0,2026-02-02_15h46.07.187,tilt_mocs,2024.2.4,120.47932651896049,2026-02-02 15h46.16.260260 -0500,
8,15.0,,125,125,0,,,,,100,0,,,,,c+8,poss,0.5,period,1.1382782910004607,None,None,,,,,,,,,,,0,125,125,210,374.38384654199945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.3749870419997,374.38384654199945,374.8689708749989,374.8689708749989,374.8689708749989,374.9413644999986,374.9413644999986,374.9413644999986,375.5275251669991,period,1.1382782910004607,None,375.52765358299985,375.5277086249989,None,,,,,,,,,,,,21040100,0,2026-02-02_15h46.07.187,tilt_mocs,2024.2.4,120.47932651896049,2026-02-02 15h46.16.260260 -0500,
-2,-15.0,,126,126,0,,,,,100,0,,,,,c-2,negs,1.25,z,1.6097637919992849,None,None,,,,,,,,,,,0,126,126,413,375.5387525829992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.5299071669997,375.5387525829992,376.778706916999,376.778706916999,376.778706916999,376.85300599999937,376.85300599999937,376.85300599999937,377.1551236670002,z,1.6097637919992849,None,377.15524962499876,377.1553045419987,None,,,,,,,,,,,,21040100,0,2026-02-02_15h46.07.187,tilt_mocs,2024.2.4,120.47932651896049,2026-02-02 15h46.16.260260 -0500,
-8,-15.0,,127,127,0,,,,,100,0,,,,,c-8,negs,1.25,period,1.261468665999928,None,None,,,,,,,,,,,0,127,127,288,377.1665725829989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.15747533299873,377.1665725829989,378.4026246249996,378.4026246249996,378.4026246249996,,,,378.43842120800036,period,1.261468665999928,None,378.4385524999998,378.43860849999874,None,,,,,,,,,,,,21040100,0,2026-02-02_15h46.07.187,tilt_mocs,2024.2.4,120.47932651896049,2026-02-02 15h46.16.260260 -0500,
0,0.0,,128,128,0,,,,,0,100,,,,,c+0,noss,0.75,z,0.7063675839999632,None,None,,,,,,,,,,,0,128,128,604,378.4493469579993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.44060183299916,378.4493469579993,,,,,,,379.1612713329996,z,0.7063675839999632,None,379.1614147499986,379.161476457999,None,,,,,,,,,,,,21040100,0,2026-02-02_15h46.07.187,tilt_mocs,2024.2.4,120.47932651896049,2026-02-02 15h46.16.260260 -0500,
0,15.0,,129,129,0,,,,,100,0,,,,,c+0,poss,0.75,z,1.3652194160004,None,None,,,,,,,,,,,0,129,129,61,379.17217916699883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.16408304200013,379.17217916699883,379.9119020830003,379.9119020830003,379.9119020830003,379.986458207999,379.986458207999,379.986458207999,380.5424524579994,z,1.3652194160004,None,380.5425593330001,380.54260279200025,None,,,,,,,,,,,,21040100,0,2026-02-02_15h46.07.187,tilt_mocs,2024.2.4,120.47932651896049,2026-02-02 15h46.16.260260 -0500,
8,15.0,,130,130,0,,,,,100,0,,,,,c+8,poss,1.25,period,1.6925263330012967,None,None,,,,,,,,,,,0,130,130,248,380.55368783300037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.5445686669991,380.55368783300037,381.78600862500025,381.78600862500025,381.78600862500025,381.85813470799985,381.85813470799985,381.85813470799985,382.2560455829989,period,1.6925263330012967,None,382.2562157079992,382.2562769999986,None,,,,,,,,,,,,21040100,0,2026-02-02_15h46.07.187,tilt_mocs,2024.2.4,120.47932651896049,2026-02-02 15h46.16.260260 -0500,
8,15.0,,131,131,0,,,,,100,0,,,,,c+8,poss,1.0,period,1.3647075000008044,None,None,,,,,,,,,,,0,131,131,232,382.26826770799926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.2589394579991,382.26826770799926,383.2526820419989,383.2526820419989,383.2526820419989,383.3248231669986,383.3248231669986,383.3248231669986,383.63865212499877,period,1.3647075000008044,None,383.63877845800016,383.63883133299896,None,,,,,,,,,,,,21040100,0,2026-02-02_15h46.07.187,tilt_mocs,2024.2.4,120.47932651896049,2026-02-02 15h46.16.260260 -0500,
0,0.0,,132,132,0,,,,,0,100,,,,,c+0,noss,0.75,z,2.3329472910008917,None,None,,,,,,,,,,,0,132,132,603,383.6498772920004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.6412172499986,383.6498772920004,384.38605350000034,384.38605350000034,384.38605350000034,384.45829454199884,384.45829454199884,384.45829454199884,385.9891637499986,z,2.3329472910008917,None,385.98935274999894,385.9894155419988,None,,,,,,,,,,,,21040100,0,2026-02-02_15h46.07.187,tilt_mocs,2024.2.4,120.47932651896049,2026-02-02 15h46.16.260260 -0500,
8,15.0,,133,133,0,,,,,100,0,,,,,c+8,poss,0.75,period,1.1556430000000546,None,None,,,,,,,,,,,0,133,133,225,386.00096958299946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.9919093749995,386.00096958299946,386.73612066699934,386.73612066699934,386.73612066699934,386.80798604200027,386.80798604200027,386.80798604200027,387.1619059579989,period,1.1556430000000546,None,387.16203208299885,387.16208704199926,None,,,,,,,,,,,,21040100,0,2026-02-02_15h46.07.187,tilt_mocs,2024.2.4,120.47932651896049,2026-02-02 15h46.16.260260 -0500,
-4,0.0,,134,134,0,,,,,0,100,,,,,c-4,noss,1.25,z,1.76895549999972,None,None,,,,,,,,,,,0,134,134,539,387.1726664170001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.1642229579993,387.1726664170001,388.41164916699927,388.41164916699927,388.41164916699927,388.4867379999996,388.4867379999996,388.4867379999996,388.9443115419999,z,1.76895549999972,None,388.94443887499983,388.9444938329998,None,,,,,,,,,,,,21040100,0,2026-02-02_15h46.07.187,tilt_mocs,2024.2.4,120.47932651896049,2026-02-02 15h46.16.260260 -0500,
4,0.0,,135,135,0,,,,,0,100,,,,,c+4,noss,0.75,period,1.220389874999455,None,None,,,,,,,,,,,0,135,135,690,388.95548079199943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.946564124999,388.95548079199943,389.6952800420004,389.6952800420004,389.6952800420004,389.77020195799923,389.77020195799923,389.77020195799923,390.1783973749989,period,1.220389874999455,None,390.17850050000015,390.17854974999864,None,,,,,,,,,,,,21040100,0,2026-02-02_15h46.07.187,tilt_mocs,2024.2.4,120.47932651896049,2026-02-02 15h46.16.260260 -0500,
0,15.0,,136,136,0,,,,,100,0,,,,,c+0,poss,1.0,z,1.6282319169986295,None,None,,,,,,,,,,,0,136,136,72,390.1891563749996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.1805609999992,390.1891563749996,391.1786775419987,391.1786775419987,391.1786775419987,391.2535279999993,391.2535279999993,391.2535279999993,391.8227814169986,z,1.6282319169986295,None,391.82292012499965,391.8229769999998,None,,,,,,,,,,,,21040100,0,2026-02-02_15h46.07.187,tilt_mocs,2024.2.4,120.47932651896049,2026-02-02 15h46.16.260260 -0500,
-4,0.0,,137,137,0,,,,,0,100,,,,,c-4,noss,0.75,z,1.247870958999556,None,None,,,,,,,,,,,0,137,137,521,391.8344996249998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.8252929999999,391.8344996249998,392.56872012500025,392.56872012500025,392.56872012500025,392.6420416250003,392.6420416250003,392.6420416250003,393.08868858299866,z,1.247870958999556,None,393.08882116699897,393.0888843749999,None,,,,,,,,,,,,21040100,0,2026-02-02_15h46.07.187,tilt_mocs,2024.2.4,120.47932651896049,2026-02-02 15h46.16.260260 -0500,
0,0.0,,138,138,0,,,,,0,100,,,,,c+0,noss,1.25,z,2.2226801670003624,None,None,,,,,,,,,,,0,138,138,621,393.0996982079996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.0910678330001,393.0996982079996,394.336508458,394.336508458,394.336508458,394.40944579200004,394.40944579200004,394.40944579200004,395.3274734579991,z,2.2226801670003624,None,395.327575416999,395.3276200829987,None,,,,,,,,,,,,21040100,0,2026-02-02_15h46.07.187,tilt_mocs,2024.2.4,120.47932651896049,2026-02-02 15h46.16.260260 -0500,
-2,0.0,,139,139,0,,,,,0,100,,,,,c-2,noss,1.25,z,1.8158999999996013,None,None,,,,,,,,,,,0,139,139,585,395.3384635829989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395.3295813749992,395.3384635829989,396.5795224169997,396.5795224169997,396.5795224169997,396.6537442079989,396.6537442079989,396.6537442079989,397.1575314169986,z,1.8158999999996013,None,397.1576828750003,397.1577574169987,None,,,,,,,,,,,,21040100,0,2026-02-02_15h46.07.187,tilt_mocs,2024.2.4,120.47932651896049,2026-02-02 15h46.16.260260 -0500,
0,15.0,,140,140,0,,,,,100,0,,,,,c+0,poss,1.0,z,1.4264055420007935,None,None,,,,,,,,,,,0,140,140,71,397.16887362499983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.15998308300004,397.16887362499983,398.153320292,398.153320292,398.153320292,398.22553558300024,398.22553558300024,398.22553558300024,398.60580933299934,z,1.4264055420007935,None,398.6059692919989,398.6060274169995,None,,,,,,,,,,,,21040100,0,2026-02-02_15h46.07.187,tilt_mocs,2024.2.4,120.47932651896049,2026-02-02 15h46.16.260260 -0500,
