center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,orient_opacity,noise_opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,type,surr_type,isi,resp.keys,resp.rt,resp.duration,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr_example.started,key_resp_11.started,surround_practice_example.started,center_practice_example.started,text_15.started,instr_example.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,text_7.stopped,practice_feedback.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,noise_2.started,surround_practice_2.started,center_practice_2.started,noise_2.stopped,surround_practice_2.stopped,center_practice_2.stopped,text_12.started,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,practice_feedback_timed.started,text_16.started,text_16.stopped,practice_feedback_timed.stopped,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trial.started,resp.started,noise_3.started,surround_grating.started,center_grating.started,noise_3.stopped,surround_grating.stopped,center_grating.stopped,trial.stopped,trials.resp.keys,trials.resp.rt,trials.resp.duration,break_2.started,break_2.stopped,trials.key_resp_10.keys,text_2.started,key_resp_10.started,trials.key_resp_10.rt,trials.key_resp_10.duration,end.started,text_14.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
-2,-15.0,,399,399,0,,,,,100,0,,,,,c-2,negs,0.5,period,1.1907535409991397,None,None,,,,,,,,,,,0,399,399,380,825.1204924170015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,825.1116192920017,825.1204924170015,825.6055659589983,825.6055659589983,825.6055659589983,825.6780830839998,825.6780830839998,825.6780830839998,826.3138886669985,period,1.1907535409991397,None,826.3140176250017,826.3140734999979,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
2,0.0,,400,400,0,,,,,0,100,,,,,c+2,noss,0.75,period,1.2710178329944029,None,None,,,,,,,,,,,0,400,400,651,826.3249997919993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,826.3160690840014,826.3249997919993,827.0648287090007,827.0648287090007,827.0648287090007,827.1393348339989,827.1393348339989,827.1393348339989,827.5989583749979,period,1.2710178329944029,None,827.599103624998,827.5991610420024,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
-4,0.0,,401,401,0,,,,,0,100,,,,,c-4,noss,0.5,z,1.0160875410001609,None,None,,,,,,,,,,,0,401,401,505,827.609426791998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,827.6013151250008,827.609426791998,828.0986964170006,828.0986964170006,828.0986964170006,828.1728837499977,828.1728837499977,828.1728837499977,828.6306132500031,z,1.0160875410001609,None,828.6307422500031,828.6307963340005,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
-2,-15.0,,402,402,0,,,,,100,0,,,,,c-2,negs,0.75,period,1.3571012499960489,None,None,,,,,,,,,,,0,402,402,390,828.6417553749998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,828.632920666998,828.6417553749998,829.3825064589983,829.3825064589983,829.3825064589983,829.456496042003,829.456496042003,829.456496042003,830.0088048749967,period,1.3571012499960489,None,830.0089633750031,830.0090234590025,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
2,0.0,,403,403,0,,,,,0,100,,,,,c+2,noss,1.0,period,1.4764799169934122,None,None,,,,,,,,,,,0,403,403,660,830.0205483340033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830.0114164170009,830.0205483340033,831.0048015840002,831.0048015840002,831.0048015840002,831.0782711669963,831.0782711669963,831.0782711669963,831.508665041998,period,1.4764799169934122,None,831.5087965839994,831.5088513340015,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
0,15.0,,404,404,0,,,,,100,0,,,,,c+0,poss,0.5,period,1.0390542919994914,None,None,,,,,,,,,,,0,404,404,43,831.5200894169975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,831.5111424170027,831.5200894169975,832.0057872089965,832.0057872089965,832.0057872089965,832.0779435419972,832.0779435419972,832.0779435419972,832.5648407499975,period,1.0390542919994914,None,832.5649390420003,832.5649811249968,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
0,-15.0,,405,405,0,,,,,100,0,,,,,c+0,negs,0.75,period,1.265709458006313,None,None,,,,,,,,,,,0,405,405,438,832.5755750419994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,832.5669578750021,832.5755750419994,833.3150542500007,833.3150542500007,833.3150542500007,833.3896569589997,833.3896569589997,833.3896569589997,833.8473709589962,period,1.265709458006313,None,833.8475030420013,833.8475569169968,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
-2,0.0,,406,406,0,,,,,0,100,,,,,c-2,noss,1.25,z,1.9370250840001972,None,None,,,,,,,,,,,0,406,406,579,833.8586915420019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,833.8496888750014,833.8586915420019,835.0993473749986,835.0993473749986,835.0993473749986,835.1731106250008,835.1731106250008,835.1731106250008,835.7982317499991,z,1.9370250840001972,None,835.7983380000005,835.7983835839987,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
0,-15.0,,407,407,0,,,,,100,0,,,,,c+0,negs,0.75,period,1.2478671250064508,None,None,,,,,,,,,,,0,407,407,440,835.8090049590028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,835.8003981669972,835.8090049590028,836.549071292,836.549071292,836.549071292,836.6231693340014,836.6231693340014,836.6231693340014,837.0599732089977,period,1.2478671250064508,None,837.0601143340027,837.0601694590005,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
4,15.0,,408,408,0,,,,,100,0,,,,,c+4,poss,1.0,period,1.5639782910002396,None,None,,,,,,,,,,,0,408,408,154,837.0710981669981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,837.0623028339978,837.0710981669981,838.0560820000028,838.0560820000028,838.0560820000028,838.1289693340004,838.1289693340004,838.1289693340004,838.6425556250033,period,1.5639782910002396,None,838.642726625003,838.6427872089989,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
4,15.0,,409,409,0,,,,,100,0,,,,,c+4,poss,0.75,period,1.220292417005112,None,None,,,,,,,,,,,0,409,409,144,838.6537651249964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,838.6451444170016,838.6537651249964,839.3895369590027,839.3895369590027,839.3895369590027,839.4614052920006,839.4614052920006,839.4614052920006,839.877129792003,period,1.220292417005112,None,839.8773396249962,839.8774040839999,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
-2,15.0,,410,410,0,,,,,100,0,,,,,c-2,poss,0.75,z,1.2839709580002818,None,None,,,,,,,,,,,0,410,410,20,839.8900369170005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,839.8809796249989,839.8900369170005,840.6229033749987,840.6229033749987,840.6229033749987,840.6951518339993,840.6951518339993,840.6951518339993,841.1771664589978,z,1.2839709580002818,None,841.177320499999,841.1773810000013,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
0,15.0,,411,411,0,,,,,100,0,,,,,c+0,poss,0.5,z,1.1954163749978761,None,None,,,,,,,,,,,0,411,411,51,841.1885835419962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,841.1796817499999,841.1885835419962,841.6728734170028,841.6728734170028,841.6728734170028,841.7444545839971,841.7444545839971,841.7444545839971,842.392127334002,z,1.1954163749978761,None,842.3922579999999,842.3923135419973,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
-2,15.0,,412,412,0,,,,,100,0,,,,,c-2,poss,1.25,z,1.8160083749971818,None,None,,,,,,,,,,,0,412,412,34,842.4031992500022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,842.3945249999961,842.4031992500022,843.6385884170013,843.6385884170013,843.6385884170013,843.7124015840018,843.7124015840018,843.7124015840018,844.224438917001,z,1.8160083749971818,None,844.2245411249969,844.2245874590008,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
8,15.0,,413,413,0,,,,,100,0,,,,,c+8,poss,1.0,period,1.445790958001453,None,None,,,,,,,,,,,0,413,413,240,844.2352848750015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,844.2265235419982,844.2352848750015,845.222978167003,845.222978167003,845.222978167003,845.2961850419961,845.2961850419961,845.2961850419961,845.6926298749968,period,1.445790958001453,None,845.692782584003,845.6928489589991,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
0,-15.0,,414,414,0,,,,,100,0,,,,,c+0,negs,1.0,period,1.524075458997686,None,None,,,,,,,,,,,0,414,414,447,845.7040509169965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,845.6952379590002,845.7040509169965,846.6892192919986,846.6892192919986,846.6892192919986,846.7617991669977,846.7617991669977,846.7617991669977,847.2321430419979,period,1.524075458997686,None,847.2322679999997,847.2323227500019,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
4,0.0,,415,415,0,,,,,0,100,,,,,c+4,noss,0.5,period,1.0440264589997241,None,None,,,,,,,,,,,0,415,415,673,847.2429744589972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,847.2347379170023,847.2429744589972,847.7327069590028,847.7327069590028,847.7327069590028,847.806857292002,847.806857292002,847.806857292002,848.2923945840012,period,1.0440264589997241,None,848.2925557499984,848.2926136250026,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
-2,15.0,,416,416,0,,,,,100,0,,,,,c-2,poss,0.75,z,1.2492169580000336,None,None,,,,,,,,,,,0,416,416,19,848.3042460840006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,848.2953933750032,848.3042460840006,849.0398215419991,849.0398215419991,849.0398215419991,849.1119146249985,849.1119146249985,849.1119146249985,849.5590755840021,z,1.2492169580000336,None,849.5591870839999,849.5592304590027,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
2,15.0,,417,417,0,,,,,100,0,,,,,c+2,poss,0.5,z,1.2797386669990374,None,None,,,,,,,,,,,0,417,417,93,849.570118167001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,849.5611819170008,849.570118167001,850.0555359589998,850.0555359589998,850.0555359589998,850.1296210419969,850.1296210419969,850.1296210419969,850.8598696670015,z,1.2797386669990374,None,850.8600207920026,850.8600776669991,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
-2,15.0,,418,418,0,,,,,100,0,,,,,c-2,poss,1.0,z,1.6313952500058804,None,None,,,,,,,,,,,0,418,418,28,850.8713575000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850.8622701249988,850.8713575000002,851.8564966249978,851.8564966249978,851.8564966249978,851.928388417,851.928388417,851.928388417,852.5092950420003,z,1.6313952500058804,None,852.5093981669997,852.5094404170013,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
0,15.0,,419,419,0,,,,,100,0,,,,,c+0,poss,1.25,z,0.7887764170009177,None,None,,,,,,,,,,,0,419,419,77,852.5196322089978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,852.5113981670002,852.5196322089978,,,,,,,853.3212761249961,z,0.7887764170009177,None,853.3213767089983,853.3214220000009,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
2,0.0,,420,420,0,,,,,0,100,,,,,c+2,noss,1.0,period,1.498605041000701,None,None,,,,,,,,,,,0,420,420,653,853.3295095419962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853.3234841669982,853.3295095419962,854.316711917003,854.316711917003,854.316711917003,854.3900576250016,854.3900576250016,854.3900576250016,854.8309936250007,period,1.498605041000701,None,854.8311223339988,854.8311761250006,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
6,15.0,,421,421,0,,,,,100,0,,,,,c+6,poss,1.0,period,1.4314957090027747,None,None,,,,,,,,,,,0,421,421,195,854.8423287089972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,854.8334319589994,854.8423287089972,855.8325336249982,855.8325336249982,855.8325336249982,855.9074109590001,855.9074109590001,855.9074109590001,856.2768832090005,period,1.4314957090027747,None,856.2770168339994,856.2770714169965,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
0,0.0,,422,422,0,,,,,0,100,,,,,c+0,noss,0.75,z,1.4793306249994203,None,None,,,,,,,,,,,0,422,422,603,856.2886999999973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856.2796743340004,856.2886999999973,857.0234103339972,857.0234103339972,857.0234103339972,857.0962231250014,857.0962231250014,857.0962231250014,857.7761375420014,z,1.4793306249994203,None,857.7762895839987,857.7763392920024,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
4,15.0,,423,423,0,,,,,100,0,,,,,c+4,poss,0.5,period,1.211360583001806,None,None,,,,,,,,,,,0,423,423,128,857.7880612500012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,857.7789998340013,857.7880612500012,858.2728230840003,858.2728230840003,858.2728230840003,858.3459454170006,858.3459454170006,858.3459454170006,859.0097228750019,period,1.211360583001806,None,859.0098718750014,859.0099265000026,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
-4,-15.0,,424,424,0,,,,,100,0,,,,,c-4,negs,1.25,period,2.7414532080001663,None,None,,,,,,,,,,,0,424,424,377,859.0212902089988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859.012282417003,859.0212902089988,860.2558583749997,860.2558583749997,860.2558583749997,860.3298757090015,860.3298757090015,860.3298757090015,861.765261374996,period,2.7414532080001663,None,861.7653620839992,861.7654052500002,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
-8,-15.0,,425,425,0,,,,,100,0,,,,,c-8,negs,1.0,z,1.5785319589995197,None,None,,,,,,,,,,,0,425,425,281,861.7762832090011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,861.7673589999977,861.7762832090011,862.766842625002,862.766842625002,862.766842625002,862.8407146669997,862.8407146669997,862.8407146669997,863.3592839589983,z,1.5785319589995197,None,863.3594101249982,863.3594633339962,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
-2,0.0,,426,426,0,,,,,0,100,,,,,c-2,noss,1.0,z,1.598660875002679,None,None,,,,,,,,,,,0,426,426,570,863.3704986669982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,863.3617874589982,863.3704986669982,864.3568830419972,864.3568830419972,864.3568830419972,864.4289396250024,864.4289396250024,864.4289396250024,864.9767986250008,z,1.598660875002679,None,864.9769427499996,864.9770012090012,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
-4,-15.0,,427,427,0,,,,,100,0,,,,,c-4,negs,1.25,z,1.8573536249969038,None,None,,,,,,,,,,,0,427,427,370,864.9882184590024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864.9793306669962,864.9882184590024,866.2236836669981,866.2236836669981,866.2236836669981,866.2956094170004,866.2956094170004,866.2956094170004,866.8488389170016,z,1.8573536249969038,None,866.8489845000004,866.8490614999973,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
-2,15.0,,428,428,0,,,,,100,0,,,,,c-2,poss,1.25,z,2.2241592919963296,None,None,,,,,,,,,,,0,428,428,36,866.8600666670027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,866.8512606250006,866.8600666670027,868.1000800420006,868.1000800420006,868.1000800420006,868.1742835839977,868.1742835839977,868.1742835839977,869.0933512920019,z,2.2241592919963296,None,869.0935589169967,869.093653584001,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
0,15.0,,429,429,0,,,,,100,0,,,,,c+0,poss,1.0,z,1.7798206249935902,None,None,,,,,,,,,,,0,429,429,68,869.1044362499961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,869.0960541250024,869.1044362499961,870.0904379170024,870.0904379170024,870.0904379170024,870.1623341250015,870.1623341250015,870.1623341250015,870.8936519589988,z,1.7798206249935902,None,870.8938202919962,870.8938784589991,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
0,-15.0,,430,430,0,,,,,100,0,,,,,c+0,negs,1.25,z,2.428211915997963,None,None,,,,,,,,,,,0,430,430,455,870.9050403750007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,870.8962711249987,870.9050403750007,872.140519792003,872.140519792003,872.140519792003,872.2120083749978,872.2120083749978,872.2120083749978,873.3434792499975,z,2.428211915997963,None,873.3436100420004,873.3436664589972,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
2,15.0,,431,431,0,,,,,100,0,,,,,c+2,poss,0.5,z,1.352988708000339,None,None,,,,,,,,,,,0,431,431,85,873.3547696669993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873.3459934999992,873.3547696669993,873.8399922919998,873.8399922919998,873.8399922919998,873.9125827919997,873.9125827919997,873.9125827919997,874.7108683339975,z,1.352988708000339,None,874.711013375003,874.7110682089988,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
-2,15.0,,432,432,0,,,,,100,0,,,,,c-2,poss,1.25,z,2.0418863339946256,None,None,,,,,,,,,,,0,432,432,33,874.7224155840013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,874.7133737499971,874.7224155840013,875.9574203750017,875.9574203750017,875.9574203750017,876.0295798340012,876.0295798340012,876.0295798340012,876.7668445000018,z,2.0418863339946256,None,876.766975874998,876.7670341249977,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
-2,15.0,,433,433,0,,,,,100,0,,,,,c-2,poss,1.25,z,1.6847550839956966,None,None,,,,,,,,,,,0,433,433,39,876.7774009170025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,876.7692991250005,876.7774009170025,878.0172414999979,878.0172414999979,878.0172414999979,878.091319500003,878.091319500003,878.091319500003,878.4656610419988,z,1.6847550839956966,None,878.4657596249963,878.4658004590019,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
8,15.0,,434,434,0,,,,,100,0,,,,,c+8,poss,0.5,z,1.2767346250038827,None,None,,,,,,,,,,,0,434,434,213,878.4765874590012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,878.4677630840015,878.4765874590012,878.9667192499983,878.9667192499983,878.9667192499983,879.0412869170032,879.0412869170032,879.0412869170032,879.7600793340025,z,1.2767346250038827,None,879.7601794169968,879.7602217500025,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
-4,-15.0,,435,435,0,,,,,100,0,,,,,c-4,negs,1.0,period,1.571870666994073,None,None,,,,,,,,,,,0,435,435,367,879.7711614590007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,879.762211250003,879.7711614590007,880.7574889590032,880.7574889590032,880.7574889590032,880.8298568340033,880.8298568340033,880.8298568340033,881.3494665839971,period,1.571870666994073,None,881.3495982500026,881.3496551670032,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
2,-15.0,,436,436,0,,,,,100,0,,,,,c+2,negs,1.25,period,1.7766237500036368,None,None,,,,,,,,,,,0,436,436,497,881.3601763749975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,881.3516892499974,881.3601763749975,882.6009059999997,882.6009059999997,882.6009059999997,882.674809917,882.674809917,882.674809917,883.1435871249996,period,1.7766237500036368,None,883.143712709003,883.1437678340008,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
2,15.0,,437,437,0,,,,,100,0,,,,,c+2,poss,0.75,z,1.3867434999992838,None,None,,,,,,,,,,,0,437,437,105,883.1547087500003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,883.1459617500004,883.1547087500003,883.8910724169982,883.8910724169982,883.8910724169982,883.9633050420016,883.9633050420016,883.9633050420016,884.544124125001,z,1.3867434999992838,None,884.544282875002,884.5443629169968,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
-6,-15.0,,438,438,0,,,,,100,0,,,,,c-6,negs,1.25,z,1.904930750002677,None,None,,,,,,,,,,,0,438,438,328,884.5557435840019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,884.5468117499986,884.5557435840019,885.7910468749978,885.7910468749978,885.7910468749978,885.8637229169981,885.8637229169981,885.8637229169981,886.4654474999988,z,1.904930750002677,None,886.4655711669984,886.4656254590009,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
