center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,type,surr_type,surr_opacity,isi,resp.keys,resp.rt,resp.duration,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr_example.started,key_resp_11.started,surround_practice_example.started,center_practice_example.started,text_15.started,instr_example.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,surround_practice.stopped,center_practice.stopped,text_11.started,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,practice_feedback.stopped,text_7.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,surround_practice_2.started,center_practice_2.started,surround_practice_2.stopped,center_practice_2.stopped,text_12.started,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,practice_feedback_timed.started,text_16.started,text_16.stopped,practice_feedback_timed.stopped,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trial.started,resp.started,surround_grating.started,center_grating.started,surround_grating.stopped,center_grating.stopped,trial.stopped,trials.resp.keys,trials.resp.rt,trials.resp.duration,break_2.started,break_2.stopped,trials.key_resp_10.keys,text_2.started,key_resp_10.started,trials.key_resp_10.rt,trials.key_resp_10.duration,end.started,text_14.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
-8,-15.0,,136,136,0,,,,,,,,,,c-8,negs,100,0.5,period,0.9057040420011617,None,None,,,,,,,,,,,0,136,136,216,1528.586634332998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1528.5779944170063,1528.586634332998,1529.0738397079986,1529.0738397079986,1529.1458167920064,1529.1458167920064,1529.4995428330003,period,0.9057040420011617,None,1529.499669500001,1529.499718542007,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
4,15.0,,137,137,0,,,,,,,,,,c+4,poss,100,0.5,period,1.1613418339984491,None,None,,,,,,,,,,,0,137,137,112,1529.5104247920099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1529.5022348750063,1529.5104247920099,1529.9996029169997,1529.9996029169997,1530.0741040420107,1530.0741040420107,1530.6764597500005,period,1.1613418339984491,None,1530.6765641670063,1530.6766040420043,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
2,15.0,,138,138,0,,,,,,,,,,c+2,poss,100,0.5,period,1.0098453340033302,None,None,,,,,,,,,,,0,138,138,79,1530.6872503330087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1530.6785449169984,1530.6872503330087,1531.173856458001,1531.173856458001,1531.245417750004,1531.245417750004,1531.708484792005,period,1.0098453340033302,None,1531.7085932920018,1531.7086335000058,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
8,15.0,,139,139,0,,,,,,,,,,c+8,poss,100,1.0,period,1.682947334003984,None,None,,,,,,,,,,,0,139,139,200,1531.7157792920043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1531.7106009999989,1531.7157792920043,1532.707293917003,1532.707293917003,1532.7792196250084,1532.7792196250084,1533.4098790420103,period,1.682947334003984,None,1533.4100090830034,1533.410060292008,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
6,15.0,,140,140,0,,,,,,,,,,c+6,poss,100,0.75,period,1.1773139170109062,None,None,,,,,,,,,,,0,140,140,161,1533.420755375002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1533.412107917,1533.420755375002,1534.1574756670016,1534.1574756670016,1534.2293385000085,1534.2293385000085,1534.6253176669998,period,1.1773139170109062,None,1534.625446667007,1534.6254987919965,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
-2,0.0,,141,141,0,,,,,,,,,,c-2,noss,0,1.0,period,1.3374681669956772,None,None,,,,,,,,,,,0,141,141,490,1534.6410935000022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1534.6276623750018,1534.6410935000022,1535.6239577079978,1535.6239577079978,1535.6967194580066,1535.6967194580066,1535.9826767080085,period,1.3374681669956772,None,1535.9828022919974,1535.982859583004,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
-2,15.0,,142,142,0,,,,,,,,,,c-2,poss,100,1.25,z,1.8318334170035087,None,None,,,,,,,,,,,0,142,142,34,1535.9935718750057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1535.9848102079995,1535.9935718750057,1537.2334846669983,1537.2334846669983,1537.3078390419978,1537.3078390419978,1537.8378855830088,z,1.8318334170035087,None,1537.837987167004,1537.8380256670061,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
2,0.0,,143,143,0,,,,,,,,,,c+2,noss,0,1.25,period,1.5706738750013756,None,None,,,,,,,,,,,0,143,143,603,1537.8446140830056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1537.8400211670087,1537.8446140830056,1539.0833102920005,1539.0833102920005,1539.1581795000093,1539.1581795000093,1539.4270007500018,period,1.5706738750013756,None,1539.4271683330007,1539.4272208750044,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
4,15.0,,144,144,0,,,,,,,,,,c+4,poss,100,0.75,period,1.2765574999939417,None,None,,,,,,,,,,,0,144,144,117,1539.438671875003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1539.4295664579986,1539.438671875003,1540.1740795000078,1540.1740795000078,1540.2466042500018,1540.2466042500018,1540.7266891250038,period,1.2765574999939417,None,1540.7268164580018,1540.7268691670033,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
-6,-15.0,,145,145,0,,,,,,,,,,c-6,negs,100,1.0,z,1.5434727919928264,None,None,,,,,,,,,,,0,145,145,275,1540.737964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1540.7289949999977,1540.737964,1541.7241802080098,1541.7241802080098,1541.7969697920053,1541.7969697920053,1542.2934856250067,z,1.5434727919928264,None,1542.2936087080016,1542.2936580420064,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
6,15.0,,146,146,0,,,,,,,,,,c+6,poss,100,1.25,period,1.796543082993594,None,None,,,,,,,,,,,0,146,146,172,1542.3048267080012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1542.296142583,1542.3048267080012,1543.5409250420053,1543.5409250420053,1543.6138327500084,1543.6138327500084,1544.1107113330072,period,1.796543082993594,None,1544.1108785830002,1544.110936541998,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
-6,-15.0,,147,147,0,,,,,,,,,,c-6,negs,100,0.75,z,1.281295083987061,None,None,,,,,,,,,,,0,147,147,265,1544.1222357079969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1544.113367500002,1544.1222357079969,1544.8575478330022,1544.8575478330022,1544.9296144580003,1544.9296144580003,1545.4102734580083,z,1.281295083987061,None,1545.4104068330053,1545.410457792008,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
6,15.0,,148,148,0,,,,,,,,,,c+6,poss,100,0.5,period,1.1423372499994002,None,None,,,,,,,,,,,0,148,148,150,1545.4215417079977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1545.4126408750017,1545.4215417079977,1545.9076687080087,1545.9076687080087,1545.981313042008,1545.981313042008,1546.5664396250068,period,1.1423372499994002,None,1546.5665658750077,1546.5666162499983,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
-4,0.0,,149,149,0,,,,,,,,,,c-4,noss,0,0.75,z,1.2282329160079826,None,None,,,,,,,,,,,0,149,149,441,1546.5774243750056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1546.5688225420017,1546.5774243750056,1547.3164895829977,1547.3164895829977,1547.3915427080065,1547.3915427080065,1547.810609082997,z,1.2282329160079826,None,1547.8107122920046,1547.8107520000049,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
-4,-15.0,,150,150,0,,,,,,,,,,c-4,negs,100,0.5,z,1.172987459009164,None,None,,,,,,,,,,,0,150,150,294,1547.8212464579992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1547.8126832920098,1547.8212464579992,1548.307698250006,1548.307698250006,1548.3797619170073,1548.3797619170073,1549.0002442499972,z,1.172987459009164,None,1549.0003665420081,1549.000415750008,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
0,-15.0,,151,151,0,,,,,,,,,,c+0,negs,100,1.25,period,1.754694749994087,None,None,,,,,,,,,,,0,151,151,394,1549.0108421250043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1549.0024720000074,1549.0108421250043,1550.2498207919998,1550.2498207919998,1550.324697832999,1550.324697832999,1550.7768882500095,period,1.754694749994087,None,1550.7770185420086,1550.7770693750062,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
2,-15.0,,152,152,0,,,,,,,,,,c+2,negs,100,0.75,period,1.300388625008054,None,None,,,,,,,,,,,0,152,152,405,1550.7881805829966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1550.7792059580097,1550.7881805829966,1551.5243581250106,1551.5243581250106,1551.5966338330036,1551.5966338330036,1552.0942567500024,period,1.300388625008054,None,1552.0944072499988,1552.0944604999968,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
-2,15.0,,153,153,0,,,,,,,,,,c-2,poss,100,1.25,z,1.775327916999231,None,None,,,,,,,,,,,0,153,153,27,1552.1054948750098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1552.0964943330036,1552.1054948750098,1553.3412918329996,1553.3412918329996,1553.4142177500034,1553.4142177500034,1553.883230624997,z,1.775327916999231,None,1553.8833355420065,1553.8833755829983,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
0,-15.0,,154,154,0,,,,,,,,,,c+0,negs,100,1.25,period,1.8003644999989774,None,None,,,,,,,,,,,0,154,154,391,1553.8941501250083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1553.8853554170055,1553.8941501250083,1555.134498542,1555.134498542,1555.2086666670075,1555.2086666670075,1555.6994120000018,period,1.8003644999989774,None,1555.6995160829974,1555.6995606670098,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
2,0.0,,155,155,0,,,,,,,,,,c+2,noss,0,0.5,period,1.1739614170073764,None,None,,,,,,,,,,,0,155,155,578,1555.7106079579971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1555.7015187500074,1555.7106079579971,1556.2001747500035,1556.2001747500035,1556.2751284999977,1556.2751284999977,1556.8939207079966,period,1.1739614170073764,None,1556.8940502920013,1556.894118042008,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
6,15.0,,156,156,0,,,,,,,,,,c+6,poss,100,1.0,period,1.458687958001974,None,None,,,,,,,,,,,0,156,156,168,1556.9053861669963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1556.8965822500031,1556.9053861669963,1557.8913244170108,1557.8913244170108,1557.9637732920091,1557.9637732920091,1558.367086291997,period,1.458687958001974,None,1558.3672423750104,1558.3673006250028,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
6,15.0,,157,157,0,,,,,,,,,,c+6,poss,100,0.75,period,1.1174051249981858,None,None,,,,,,,,,,,0,157,157,159,1558.3776567919995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1558.369443167001,1558.3776567919995,1559.1177352079976,1559.1177352079976,1559.191955250004,1559.191955250004,1559.4991365000024,period,1.1174051249981858,None,1559.4992601670092,1559.4993094579986,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
-2,0.0,,158,158,0,,,,,,,,,,c-2,noss,0,0.5,period,0.9655724999902304,None,None,,,,,,,,,,,0,158,158,471,1559.5105284580059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1559.5014646670024,1559.5105284580059,1560.0007278330013,1560.0007278330013,1560.0750371250033,1560.0750371250033,1560.4885261669988,period,0.9655724999902304,None,1560.4886303329986,1560.488670375009,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
-4,-15.0,,159,159,0,,,,,,,,,,c-4,negs,100,0.5,z,1.2971342920063762,None,None,,,,,,,,,,,0,159,159,290,1560.4952378330054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1560.4906430420087,1560.4952378330054,1560.983976500007,1560.983976500007,1561.0584771249996,1561.0584771249996,1561.795056707997,z,1.2971342920063762,None,1561.7952276249998,1561.7953009580087,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
-2,0.0,,160,160,0,,,,,,,,,,c-2,noss,0,0.5,z,1.220621291999123,None,None,,,,,,,,,,,0,160,160,468,1561.8066117080016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1561.7977254580037,1561.8066117080016,1562.2915737500007,1562.2915737500007,1562.3642107920023,1562.3642107920023,1563.0339332500007,z,1.220621291999123,None,1563.034034042008,1563.0340725830029,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
6,15.0,,161,161,0,,,,,,,,,,c+6,poss,100,0.5,period,1.083794707999914,None,None,,,,,,,,,,,0,161,161,151,1563.0444859170093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1563.0360586250026,1563.0444859170093,1563.533774208001,1563.533774208001,1563.6088305830053,1563.6088305830053,1564.132984958007,period,1.083794707999914,None,1564.133086832997,1564.1331375419977,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
-6,-15.0,,162,162,0,,,,,,,,,,c-6,negs,100,0.75,z,1.2768326670047827,None,None,,,,,,,,,,,0,162,162,263,1564.144068624999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1564.1350755000021,1564.144068624999,1564.8848114580032,1564.8848114580032,1564.9588752499985,1564.9588752499985,1565.427784667001,z,1.2768326670047827,None,1565.4279072080099,1565.4279562080046,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
-2,-15.0,,163,163,0,,,,,,,,,,c-2,negs,100,1.25,z,1.9899712500046007,None,None,,,,,,,,,,,0,163,163,353,1565.4385683750006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1565.430091125003,1565.4385683750006,1566.6749634580046,1566.6749634580046,1566.7474563750002,1566.7474563750002,1567.4337532920035,z,1.9899712500046007,None,1567.4338833329966,1567.4339328750066,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
8,15.0,,164,164,0,,,,,,,,,,c+8,poss,100,1.0,period,1.3313287920027506,None,None,,,,,,,,,,,0,164,164,203,1567.444886792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1567.4361246670014,1567.444886792,1568.4342544579995,1568.4342544579995,1568.5087102079997,1568.5087102079997,1568.7790415000054,period,1.3313287920027506,None,1568.779196500007,1568.779242167002,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
4,0.0,,165,165,0,,,,,,,,,,c+4,noss,0,1.25,z,1.7969120830093743,None,None,,,,,,,,,,,0,165,165,647,1568.790923624998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1568.7818735830078,1568.790923624998,1570.0252340419975,1570.0252340419975,1570.0982108750031,1570.0982108750031,1570.5942872919986,z,1.7969120830093743,None,1570.5943911670038,1570.5944317500107,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
-2,0.0,,166,166,0,,,,,,,,,,c-2,noss,0,1.0,z,1.6163536669919267,None,None,,,,,,,,,,,0,166,166,486,1570.6050325420074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1570.5963201670093,1570.6050325420074,1571.5918725000083,1571.5918725000083,1571.664255708005,1571.664255708005,1572.2277877919987,z,1.6163536669919267,None,1572.2278904580016,1572.2279309169971,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
2,0.0,,167,167,0,,,,,,,,,,c+2,noss,0,0.75,period,1.2312656249996508,None,None,,,,,,,,,,,0,167,167,593,1572.2386195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1572.2298596250039,1572.2386195,1572.9752353329968,1572.9752353329968,1573.047422542004,1573.047422542004,1573.4781735830038,period,1.2312656249996508,None,1573.478338957997,1573.4783892499981,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
-2,0.0,,168,168,0,,,,,,,,,,c-2,noss,0,0.5,period,0.8227037920005387,None,None,,,,,,,,,,,0,168,168,473,1573.4903138750087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1573.4813496670104,1573.4903138750087,1573.9751317920018,1573.9751317920018,1574.0471682500065,1574.0471682500065,1574.3167988330097,period,0.8227037920005387,None,1574.3169231670036,1574.3169730829977,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
6,15.0,,169,169,0,,,,,,,,,,c+6,poss,100,0.5,period,1.1388520829932531,None,None,,,,,,,,,,,0,169,169,145,1574.3280309580005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1574.3189783330017,1574.3280309580005,1574.8173280830088,1574.8173280830088,1574.8925482920022,1574.8925482920022,1575.4782813330094,period,1.1388520829932531,None,1575.4785389580065,1575.4786260420078,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
-6,-15.0,,170,170,0,,,,,,,,,,c-6,negs,100,0.75,z,1.343065207998734,None,None,,,,,,,,,,,0,170,170,268,1575.489983749998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1575.4810242079984,1575.489983749998,1576.2252262920083,1576.2252262920083,1576.297428542006,1576.297428542006,1576.845021458008,z,1.343065207998734,None,1576.8451504999975,1576.8452016250085,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
-2,-15.0,,171,171,0,,,,,,,,,,c-2,negs,100,1.0,z,1.7703424589999486,None,None,,,,,,,,,,,0,171,171,349,1576.856066332999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1576.8473281670013,1576.856066332999,1577.8412778750062,1577.8412778750062,1577.9149058750045,1577.9149058750045,1578.6295092079963,z,1.7703424589999486,None,1578.6296505420032,1578.6297016250028,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
-8,-15.0,,172,172,0,,,,,,,,,,c-8,negs,100,0.75,z,1.2187125000054948,None,None,,,,,,,,,,,0,172,172,228,1578.6406807080057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1578.631877250009,1578.6406807080057,1579.375348875008,1579.375348875008,1579.4485833750077,1579.4485833750077,1579.8620572500076,z,1.2187125000054948,None,1579.862226917001,1579.8622765000036,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
4,0.0,,173,173,0,,,,,,,,,,c+4,noss,0,1.25,period,1.7463098339940188,None,None,,,,,,,,,,,0,173,173,644,1579.873993041998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1579.8648952920048,1579.873993041998,1581.1087503330054,1581.1087503330054,1581.1811182920064,1581.1811182920064,1581.6282795830048,period,1.7463098339940188,None,1581.6284151250002,1581.6284837920102,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
0,15.0,,174,174,0,,,,,,,,,,c+0,poss,100,0.75,z,1.5710461659909924,None,None,,,,,,,,,,,0,174,174,47,1581.6394079169986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1581.63078425001,1581.6394079169986,1582.3755820000079,1582.3755820000079,1582.4474997500074,1582.4474997500074,1583.2221286249987,z,1.5710461659909924,None,1583.22223283301,1583.222276417,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
0,15.0,,175,175,0,,,,,,,,,,c+0,poss,100,0.75,z,1.254431375011336,None,None,,,,,,,,,,,0,175,175,50,1583.228691042008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1583.224237292001,1583.228691042008,1583.9686864579999,1583.9686864579999,1584.0426265830029,1584.0426265830029,1584.4947487919999,z,1.254431375011336,None,1584.4948743749992,1584.4949231670034,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
