center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,test.started,surround_practice_3.started,center_practice_3.started,key_resp_7.started,test.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,surround_practice.stopped,center_practice.stopped,text_11.started,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,text_7.stopped,practice_feedback.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,surround_practice_2.started,center_practice_2.started,text_12.started,surround_practice_2.stopped,center_practice_2.stopped,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trials.label,trials.nReps,trials.startVal,trials.maxVal,trials.minVal,trials.stepSizes,trials.stepType,trials.nUp,trials.nDown,trials.nReversals,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.intensity,center_angle,trial.started,resp.started,surround_grating.started,center_grating.started,surround_grating.stopped,center_grating.stopped,text_3.started,trial.stopped,trials.response,surround_angle,break_2.started,text_14.started,key_resp_9.started,break_2.stopped,blocks.key_resp_9.keys,blocks.key_resp_9.rt,blocks.key_resp_9.duration,end.started,text_4.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,181.50429212499876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,17,96,down,0.5,1.0,1.0,181.49694474996068,181.50429212499876,181.99643120798282,181.99643120798282,182.071060749935,182.071060749935,182.071060749935,182.70664324995596,1,30,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,182.71529362502042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,17,97,down,0.5,-1.5,-1.5,182.707889082958,182.71529362502042,183.2036795419408,183.2036795419408,183.2762792080175,183.2762792080175,183.2762792080175,183.76601312495768,0,,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,183.77137879200745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,17,98,down,0.5,0.5,0.5,183.7670100829564,183.77137879200745,184.26351195794996,184.26351195794996,184.33777108299546,184.33777108299546,184.34423820802476,184.82976187497843,0,30,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,184.85453570797108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,17,99,up,0.5,-3.0,-3.0,184.83107674994972,184.85453570797108,185.32983854203485,185.32983854203485,185.40430179203395,185.40430179203395,185.40430179203395,186.55695670796558,1,-30,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,186.56539737503044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,17,100,down,0.5,-1.0,-1.0,186.5583069579443,186.56539737503044,187.05394662497565,187.05394662497565,187.126918541966,187.126918541966,187.126918541966,187.55545429198537,0,,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,187.5585558329476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,17,101,down,0.5,-3.0,-3.0,187.55584016698413,187.5585558329476,188.0537257079268,188.0537257079268,188.12761737499386,188.12761737499386,188.12761737499386,188.64533741702326,0,-30,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,188.65359912498388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,18,102,up,0.5,-1.0,-1.0,188.6464347919682,188.65359912498388,189.14685895794537,189.14685895794537,189.22137533302885,189.22137533302885,189.22137533302885,189.7068142920034,0,,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,189.71558824996464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,18,103,up,0.5,-0.5,-0.5,189.7083273329772,189.71558824996464,190.20346808293834,190.20346808293834,190.27768437494524,190.27768437494524,190.27768437494524,191.3891710420139,1,,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,191.3944009579718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,18,104,up,0.5,-2.5,-2.5,191.3902649169322,191.3944009579718,191.88690287503414,191.88690287503414,191.95842558296863,191.95842558296863,191.95842558296863,192.49005625001155,1,-30,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,192.49923179193866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,18,105,down,0.5,0.5,0.5,192.49172429193277,192.49923179193866,192.987806249992,192.987806249992,193.06100500002503,193.06100500002503,193.06100500002503,193.55663400003687,0,30,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,193.56420558295213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,18,106,up,0.5,1.0,1.0,193.55777766695246,193.56420558295213,194.0534727500053,194.0534727500053,194.12665754195768,194.12665754195768,194.12665754195768,194.80663300002925,1,30,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,194.81556587503292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,18,107,down,0.5,-3.5,-3.5,194.80823987501208,194.81556587503292,195.30349466693588,195.30349466693588,195.37766095797997,195.37766095797997,195.37766095797997,195.90663487499114,0,-30,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,195.914615042042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,19,108,down,0.5,-1.0,-1.0,195.9077366249403,195.914615042042,196.40344766702037,196.40344766702037,196.47779679193627,196.47779679193627,196.47779679193627,196.9733658329351,0,,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,196.98109162494075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,19,109,up,0.5,1.0,1.0,196.97444216697477,196.98109162494075,197.47122191695962,197.47122191695962,197.54491862503346,197.54491862503346,197.54491862503346,198.1559196249582,0,30,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,198.16583041695412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,19,110,down,0.5,0.5,0.5,198.15940383297857,198.16583041695412,198.65434350003488,198.65434350003488,198.72604112501722,198.72604112501722,198.72604112501722,199.22621383296791,1,30,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,199.2381064579822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,19,111,up,0.5,-3.0,-3.0,199.22717187495437,199.2381064579822,199.72022854199167,199.72022854199167,199.79274266702123,199.79274266702123,199.80458695802372,200.47295537497848,1,-30,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,200.4809702920029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,19,112,up,0.5,-0.5,-0.5,200.4742013750365,200.4809702920029,200.97111704200506,200.97111704200506,201.04427329194732,201.04427329194732,201.04427329194732,202.16264366696123,1,,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,202.17073941696435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,19,113,down,0.5,-3.0,-3.0,202.1636518749874,202.17073941696435,202.66337500000373,202.66337500000373,202.73791262495797,202.73791262495797,202.73791262495797,203.47330433293246,0,-30,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,203.48107254202478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,20,114,down,0.5,-1.0,-1.0,203.47445587499533,203.48107254202478,203.97043912496883,203.97043912496883,204.04241845803335,204.04241845803335,204.04241845803335,204.51272224995773,0,,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,204.52082837501075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,20,115,down,0.5,-3.5,-3.5,204.51402024994604,204.52082837501075,205.0129681249382,205.0129681249382,205.0879179169424,205.0879179169424,205.0879179169424,205.79534937499557,0,-30,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,205.80334949993994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,20,116,down,0.5,0.0,0.0,205.79643254203256,205.80334949993994,206.29635966697242,206.29635966697242,206.3710432499647,206.3710432499647,206.3710432499647,206.82865454198327,0,30,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,206.83670941693708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,20,117,up,0.5,-0.5,-0.5,206.82962483295705,206.83670941693708,207.3297521249624,207.3297521249624,207.404449417023,207.404449417023,207.404449417023,208.33996529201977,0,,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,208.34890062501654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,20,118,up,0.5,-2.5,-2.5,208.34163562499452,208.34890062501654,208.83702829200774,208.83702829200774,208.90980516700074,208.90980516700074,208.90980516700074,209.84799279202707,1,-30,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,209.85359941702336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,20,119,up,0.5,1.5,1.5,209.84909504198004,209.85359941702336,210.34634124999866,210.34634124999866,210.42108845803887,210.42108845803887,210.42662008292973,211.29058154195081,1,30,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,211.29966333298944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,21,120,down,0.5,1.0,1.0,211.29239366704132,211.29966333298944,211.7868191669695,211.7868191669695,211.86015512503218,211.86015512503218,211.86015512503218,212.4899185419781,1,30,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,212.4976579999784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,21,121,up,0.5,0.5,0.5,212.49098541704006,212.4976579999784,212.9874159579631,212.9874159579631,213.06071558303665,213.06071558303665,213.06071558303665,213.6637901669601,0,30,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,213.67416545795277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,21,122,down,0.5,-3.0,-3.0,213.66551929200068,213.67416545795277,214.1631265829783,214.1631265829783,214.23792520794086,214.23792520794086,214.23792520794086,214.673366916948,1,-30,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,214.68157408293337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,21,123,up,0.5,-3.0,-3.0,214.67477279203013,214.68157408293337,215.17074583296198,215.17074583296198,215.24365729198325,215.24365729198325,215.24365729198325,215.77395445795264,1,-30,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,215.78183058300056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,21,124,up,0.5,0.0,0.0,215.77506399992853,215.78183058300056,216.27105716697406,216.27105716697406,216.34432883292902,216.34432883292902,216.34432883292902,216.94567537494004,1,,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,216.95383662497625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,21,125,up,0.5,-0.5,-0.5,216.9466827500146,216.95383662497625,217.44588429201394,217.44588429201394,217.5213562499266,217.5213562499266,217.5213562499266,218.33998083299957,1,,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,218.34932079201099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,22,126,down,0.5,-1.0,-1.0,218.34207787492778,218.34932079201099,218.83695050003007,218.83695050003007,218.91092366701923,218.91092366701923,218.91092366701923,219.31259666697588,0,,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,219.32102287502494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,22,127,down,0.5,-3.5,-3.5,219.31398012500722,219.32102287502494,219.81360841693822,219.81360841693822,219.88812649995089,219.88812649995089,219.88812649995089,220.54015799995977,0,-30,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,220.5488961249357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,22,128,down,0.5,-0.5,-0.5,220.5420209580334,220.5488961249357,221.03663566696923,221.03663566696923,221.11120362498332,221.11120362498332,221.11120362498332,221.7399837919511,0,,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,221.74810691701714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,22,129,down,0.5,0.5,0.5,221.74117329192813,221.74810691701714,222.23688250000123,222.23688250000123,222.31025420792866,222.31025420792866,222.31025420792866,223.2232683750335,1,30,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,223.2315236669965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,22,130,up,0.5,1.0,1.0,223.22440566692967,223.2315236669965,223.7209842079319,223.7209842079319,223.79461949993856,223.79461949993856,223.79461949993856,226.21187374996953,0,30,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,226.22000537498388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,22,131,down,0.5,-3.5,-3.5,226.2129629169358,226.22000537498388,226.71242154203355,226.71242154203355,226.78655912494287,226.78655912494287,226.78655912494287,227.31209666701034,0,-30,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,227.32011216692626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,23,132,up,0.5,0.0,0.0,227.31316687492654,227.32011216692626,227.81307104195002,227.81307104195002,227.88809958298225,227.88809958298225,227.88809958298225,228.5898152079899,1,,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,228.59798183303792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,23,133,down,0.5,0.0,0.0,228.59106704196893,228.59798183303792,229.08664799993858,229.08664799993858,229.16121670801658,229.16121670801658,229.16121670801658,229.59459470794536,0,30,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,229.6032460000133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,23,134,up,0.5,-3.0,-3.0,229.5955972080119,229.6032460000133,230.09703770803753,230.09703770803753,230.17143837502226,230.17143837502226,230.17143837502226,231.7227502919268,1,-30,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,231.73057558294386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,23,135,up,0.5,-0.5,-0.5,231.72376324993093,231.73057558294386,232.2211312080035,232.2211312080035,232.29399000003468,232.29399000003468,232.29399000003468,232.75748224998824,0,,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,232.76516991702374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,23,136,up,0.5,1.5,1.5,232.7585823329864,232.76516991702374,233.25329404196236,233.25329404196236,233.32766541698948,233.32766541698948,233.32766541698948,233.89381333300844,0,30,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
