center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,test.started,surround_practice_3.started,center_practice_3.started,key_resp_7.started,test.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,surround_practice.stopped,center_practice.stopped,text_11.started,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,practice_feedback.stopped,text_7.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,surround_practice_2.started,center_practice_2.started,text_12.started,surround_practice_2.stopped,center_practice_2.stopped,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trials.label,trials.nReps,trials.startVal,trials.maxVal,trials.minVal,trials.stepSizes,trials.stepType,trials.nUp,trials.nDown,trials.nReversals,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.intensity,center_angle,surround_angle,trial.started,resp.started,surround_grating.started,center_grating.started,text_3.started,surround_grating.stopped,center_grating.stopped,trial.stopped,trials.response,break_2.started,text_14.started,key_resp_9.started,break_2.stopped,blocks.key_resp_9.keys,blocks.key_resp_9.rt,blocks.key_resp_9.duration,end.started,text_4.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,183.0976665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,17,98,down,0.5,-3.5,-3.5,-30,183.0908814,183.0976665,183.5873688,183.5873688,183.6574896,183.6574896,183.6574896,184.4924261,1,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,184.5041011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,17,99,down,0.5,-0.5,-0.5,,184.4934065,184.5041011,184.9877746,184.9877746,185.0711117,185.0596277,185.0596277,185.5386392,1,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,185.545603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,17,100,up,0.5,0.5,0.5,30,185.539636,185.545603,186.0289841,186.0289841,186.1105268,186.1044982,186.1044982,188.2565822,1,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,188.2647504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,17,101,up,0.5,0.5,0.5,,188.2577679,188.2647504,188.7530957,188.7530957,188.8268981,188.8268981,188.8268981,189.844772,1,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,189.8531815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,18,102,down,0.5,0,0,30,189.8459193,189.8531815,190.3468164,190.3468164,190.421189,190.421189,190.421189,190.9784757,0,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,190.986376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,18,103,down,0.5,-1,-1,,190.979379,190.986376,191.4791815,191.4791815,191.5536211,191.5536211,191.5536211,191.9889822,0,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,191.9964429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,18,104,down,0.5,0,0,,191.9898538,191.9964429,192.4864286,192.4864286,192.558827,192.558827,192.558827,193.3427932,1,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,193.3532104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,18,105,up,0.5,0.5,0.5,30,193.3438163,193.3532104,193.8366529,193.8366529,193.9206061,193.9077834,193.9077834,194.8392222,1,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,194.8474647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,18,106,up,0.5,-2.5,-2.5,-30,194.8404458,194.8474647,195.3365837,195.3365837,195.4104938,195.4104938,195.4104938,195.8624371,1,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,195.8701053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,18,107,down,0.5,-4,-4,-30,195.8634209,195.8701053,196.3622995,196.3622995,196.4374269,196.4374269,196.4374269,197.0759394,0,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,197.0868614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,19,108,down,0.5,0,0,30,197.0769389,197.0868614,197.5706106,197.5706106,197.6544078,197.6402966,197.6402966,198.1123594,0,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,198.1206727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,19,109,up,0.5,-3.5,-3.5,-30,198.1136777,198.1206727,198.6102117,198.6102117,198.6879836,198.6879836,198.6879836,199.1730278,0,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,199.1817718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,19,110,down,0.5,-0.5,-0.5,,199.1747997,199.1817718,199.670813,199.670813,199.743629,199.743629,199.743629,200.1291456,0,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,200.1372912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,19,111,up,0.5,0.5,0.5,30,200.130411,200.1372912,200.6273491,200.6273491,200.7042225,200.7042225,200.7042225,201.1890406,0,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,201.1963067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,19,112,up,0.5,-0.5,-0.5,,201.1903361,201.1963067,201.6865019,201.6865019,201.7583723,201.7583723,201.7583723,202.1561668,0,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,202.164941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,19,113,down,0.5,-3,-3,-30,202.1575194,202.164941,202.6541243,202.6541243,202.7270851,202.7270851,202.7270851,203.2958944,0,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,203.3041674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,20,114,up,0.5,-2.5,-2.5,-30,203.2972328,203.3041674,203.7953878,203.7953878,203.8706827,203.8706827,203.8706827,204.3205514,1,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,204.3259844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,20,115,up,0.5,0.5,0.5,30,204.3215418,204.3259844,204.8106821,204.8106821,204.8943201,204.887422,204.887422,205.6383172,0,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,205.6457225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,20,116,up,0.5,-3,-3,-30,205.6392811,205.6457225,206.1367843,206.1367843,206.2103368,206.2103368,206.2103368,206.6890167,0,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,206.6969085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,20,117,up,0.5,1,1,30,206.6900146,206.6969085,207.1868111,207.1868111,207.2592603,207.2592603,207.2592603,207.9230614,1,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,207.9320012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,20,118,up,0.5,0,0,,207.9248904,207.9320012,208.4197869,208.4197869,208.4912725,208.4912725,208.4912725,209.5056626,0,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,209.5132685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,20,119,up,0.5,0,0,,209.5068876,209.5132685,210.0040911,210.0040911,210.0768552,210.0768552,210.0768552,212.3897808,0,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,212.3982078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,21,120,up,0.5,-2.5,-2.5,-30,212.3911022,212.3982078,212.8865678,212.8865678,212.9579707,212.9579707,212.9579707,213.5556013,0,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,213.5635206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,21,121,up,0.5,0.5,0.5,,213.5566105,213.5635206,214.05446,214.05446,214.1267612,214.1267612,214.1267612,214.7285347,1,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,214.7365656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,21,122,down,0.5,-3,-3,-30,214.7295721,214.7365656,215.2306001,215.2306001,215.3044175,215.3044175,215.3044175,216.1730492,0,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,216.1817697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,21,123,up,0.5,1,1,30,216.1748579,216.1817697,216.6703954,216.6703954,216.7438097,216.7438097,216.7438097,217.3234682,1,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,217.3318149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,21,124,up,0.5,0.5,0.5,,217.3250372,217.3318149,217.8199082,217.8199082,217.8930576,217.8930576,217.8930576,218.4720936,1,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,218.4854394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,21,125,down,0.5,0.5,0.5,30,218.4746777,218.4854394,218.9708502,218.9708502,219.0440047,219.0440047,219.0440047,219.6956922,0,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,219.7208029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,22,126,up,0.5,-2,-2,-30,219.6970871,219.7208029,220.1964212,220.1964212,220.2700122,220.2700122,220.2700122,220.9464134,0,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,220.9540454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,22,127,up,0.5,1,1,30,220.9472954,220.9540454,221.4466963,221.4466963,221.5206579,221.5206579,221.5206579,222.256449,0,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,222.2649703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,22,128,down,0.5,0.5,0.5,30,222.2578754,222.2649703,222.7531776,222.7531776,222.8273525,222.8273525,222.8273525,223.4558062,0,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,223.4637392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,22,129,up,0.5,-2.5,-2.5,-30,223.4567862,223.4637392,223.9540125,223.9540125,224.0251874,224.0251874,224.0251874,224.4396073,1,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,224.4481613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,22,130,down,0.5,0,0,,224.4412758,224.4481613,224.9373503,224.9373503,225.0086794,225.0086794,225.0086794,225.9097499,0,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,225.9203658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,22,131,down,0.5,0,0,,225.9106432,225.9203658,226.4029482,226.4029482,226.4868629,226.477534,226.477534,226.9215434,0,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,226.9290412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,23,132,up,0.5,0.5,0.5,,226.922507,226.9290412,227.4131777,227.4131777,227.491252,227.4873068,227.4873068,228.0054758,1,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,228.0132642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,23,133,down,0.5,-3,-3,-30,228.0064931,228.0132642,228.5040351,228.5040351,228.5767114,228.5767114,228.5767114,229.0898915,0,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,229.0981837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,23,134,up,0.5,1,1,30,229.0915349,229.0981837,229.5872442,229.5872442,229.6585139,229.6585139,229.6585139,230.856098,1,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,230.8608634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,23,135,up,0.5,-1.5,-1.5,-30,230.8571463,230.8608634,231.353077,231.353077,231.4268585,231.4268585,231.4268585,231.88715,1,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,231.8928721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,23,136,up,0.5,1.5,1.5,30,231.8875922,231.8928721,232.379832,232.379832,232.4586525,232.4586525,232.4586525,233.2394353,1,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,233.2500287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,23,137,up,0.5,0.5,0.5,,233.2413563,233.2500287,233.7368886,233.7368886,233.8098404,233.8098404,233.8098404,234.4232183,1,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,234.4321695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,24,138,down,0.5,0,0,,234.4247937,234.4321695,234.9206308,234.9206308,234.9907142,234.9907142,234.9907142,235.6958047,0,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,235.7039613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,24,139,up,0.5,-2.5,-2.5,-30,235.6968516,235.7039613,236.1958464,236.1958464,236.2711638,236.2711638,236.2711638,236.8063231,0,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,236.8142051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,24,140,down,0.5,-2,-2,-30,236.80737,236.8142051,237.3035007,237.3035007,237.3769931,237.3769931,237.3769931,238.1726653,1,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,238.180447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,24,141,down,0.5,1,1,30,238.1736685,238.180447,238.6710202,238.6710202,238.7423126,238.7423126,238.7423126,239.4058417,1,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
