center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,test.started,surround_practice_3.started,center_practice_3.started,key_resp_7.started,test.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,surround_practice.stopped,center_practice.stopped,text_11.started,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,text_7.stopped,practice_feedback.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,surround_practice_2.started,center_practice_2.started,surround_practice_2.stopped,center_practice_2.stopped,text_12.started,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trials.label,trials.nReps,trials.startVal,trials.maxVal,trials.minVal,trials.stepSizes,trials.stepType,trials.nUp,trials.nDown,trials.nReversals,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.intensity,center_angle,surround_angle,trial.started,resp.started,surround_grating.started,center_grating.started,text_3.started,surround_grating.stopped,center_grating.stopped,trial.stopped,trials.response,end.started,text_4.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,76.54845362494234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,5,27,up,5,5,5,,76.54435545799788,76.54845362494234,77.04173691594042,77.04173691594042,77.11438358295709,77.11438358295709,77.11438358295709,77.63760766596533,1,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,77.65922629099805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,5,28,up,2,2,2,30,77.63858249993064,77.65922629099805,78.13304024992976,78.13304024992976,78.21421949996147,78.20835595799144,78.20835595799144,80.41047566593625,0,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,80.41843974997755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,5,29,down,5,-5,-5,,80.4114610409597,80.41843974997755,80.90128083294258,80.90128083294258,80.98174808290787,80.97601462493185,80.97601462493185,81.36968883301597,0,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,81.37512841599528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,6,30,up,2,-3,-3,-30,81.37065762490965,81.37512841599528,81.86767887498718,81.86767887498718,81.94259649992455,81.94259649992455,81.94259649992455,82.73368108295836,0,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,82.74158108292613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,6,31,down,2,3,3,30,82.73468091594987,82.74158108292613,83.2346679159673,83.2346679159673,83.309670208022,83.309670208022,83.309670208022,83.77829624991864,1,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,83.78669866593555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,6,32,up,2,-3,-3,,83.77993820793927,83.78669866593555,84.27472666592803,84.27472666592803,84.34889195801225,84.34889195801225,84.34889195801225,84.76710966601968,0,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,84.77503437490668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,6,33,down,2,-4,-4,-30,84.76808224990964,84.77503437490668,85.26796791597735,85.26796791597735,85.3428723749239,85.3428723749239,85.3428723749239,85.86121775000356,1,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,85.86908799991943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,6,34,up,2,4,4,30,85.86238908302039,85.86908799991943,86.35806441598106,86.35806441598106,86.43196941597853,86.43196941597853,86.43196941597853,86.8838991249213,1,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,86.89247620792594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,6,35,down,2,3,3,,86.88504929095507,86.89247620792594,87.38456870801747,87.38456870801747,87.45970720797777,87.45970720797777,87.45970720797777,87.87756758299656,1,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,87.8857443749439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,7,36,down,2,-6,-6,-30,87.8788683329476,87.8857443749439,88.37563262495678,88.37563262495678,88.4487191659864,88.4487191659864,88.4487191659864,88.89441595796961,0,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,88.90210504096467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,7,37,up,2,-1,-1,,88.8953608329175,88.90210504096467,89.3915623750072,89.3915623750072,89.46529966592789,89.46529966592789,89.46529966592789,90.11089870799333,0,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,90.11916999996174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,7,38,down,1,3,3,30,90.11218158295378,90.11916999996174,90.60825849999674,90.60825849999674,90.68240574991796,90.68240574991796,90.68240574991796,91.1447206659941,1,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,91.1505611659959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,7,39,down,2,1,1,,91.14544754091185,91.1505611659959,91.64274383301381,91.64274383301381,91.71384683297947,91.71384683297947,91.71384683297947,92.43378462491091,1,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,92.44226616597734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,7,40,down,2,1,1,30,92.43495737493504,92.44226616597734,92.93487808294594,92.93487808294594,93.0095102499472,93.0095102499472,93.0095102499472,93.52806708298158,0,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,93.53638520801906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,7,41,up,2,-1,-1,-30,93.52919070795178,93.53638520801906,94.02578854095191,94.02578854095191,94.0987039579777,94.0987039579777,94.0987039579777,95.727778499946,1,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,95.73572145798244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,8,42,down,1,-2,-2,-30,95.7288273749873,95.73572145798244,96.225023707957,96.225023707957,96.29897358291782,96.29897358291782,96.29897358291782,97.21108379098587,0,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,97.21975970792118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,8,43,up,1,-5,-5,-30,97.21284483291674,97.21975970792118,97.70808058301918,97.70808058301918,97.78242724994197,97.78242724994197,97.78242724994197,98.25063541601412,0,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,98.25881508295424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,8,44,up,1,2,2,30,98.25172674993519,98.25881508295424,98.75048774993047,98.75048774993047,98.82624474994373,98.82624474994373,98.82624474994373,100.07814674999099,0,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,100.08634108293336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,8,45,up,2,1,1,,100.07924524997361,100.08634108293336,100.5764850829728,100.5764850829728,100.648658332997,100.648658332997,100.648658332997,101.32822908298112,1,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,101.33644208300393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,8,46,down,2,-1,-1,,101.32955437491182,101.33644208300393,101.82471945800353,101.82471945800353,101.89909866591915,101.89909866591915,101.89909866591915,102.41944074991625,0,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,102.42495279095601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,8,47,down,1,2,2,30,102.42038516595494,102.42495279095601,102.91842449991964,102.91842449991964,102.99287008296233,102.99287008296233,102.99287008296233,103.75334266596474,1,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,103.75863762490917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,9,48,down,1,0,0,,103.75432758301031,103.75863762490917,104.25075966597069,104.25075966597069,104.3321831249632,104.32634112494998,104.32634112494998,108.4617332079215,0,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,108.4706213750178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,9,49,up,1,-4,-4,-30,108.46361845801584,108.4706213750178,108.95947204099502,108.95947204099502,109.03227470791899,109.03227470791899,109.03227470791899,109.56186229095329,0,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,109.57031566591468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,9,50,up,1,0,0,,109.5636303749634,109.57031566591468,110.05877508292906,110.05877508292906,110.13208404101897,110.13208404101897,110.13208404101897,110.82753937493544,1,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,110.83549262501765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,9,51,up,0.5,-1.5,-1.5,-30,110.82855812495109,110.83549262501765,111.32479062501807,111.32479062501807,111.39882762497291,111.39882762497291,111.39882762497291,112.76696525001898,1,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,112.77503754093777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,9,52,up,1,3,3,30,112.76810233294964,112.77503754093777,113.26780041598249,113.26780041598249,113.34296441602055,113.34296441602055,113.34296441602055,113.86665491596796,1,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,113.8745959160151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,9,53,down,1,1,1,30,113.86765704094432,113.8745959160151,114.36862149997614,114.36862149997614,114.44288774998859,114.44288774998859,114.44288774998859,115.91084233298898,1,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,115.91867954097688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,10,54,up,0.5,0.5,0.5,,115.91182391601615,115.91867954097688,116.40942587493919,116.40942587493919,116.48196612496395,116.48196612496395,116.48196612496395,116.97823766595684,1,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,116.9866621249821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,10,55,up,1,-3,-3,-30,116.97987587493844,116.9866621249821,117.47499041596893,117.47499041596893,117.54548704100307,117.54548704100307,117.54548704100307,118.05332941596862,0,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,118.05855245795101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,10,56,down,0.5,-0.5,-0.5,,118.05425441591069,118.05855245795101,118.55113191599958,118.55113191599958,118.62608287495095,118.62608287495095,118.62608287495095,119.21173108299263,0,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,119.22120858298149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,10,57,down,0.5,2.5,2.5,30,119.21374562499113,119.22120858298149,119.7080417079851,119.7080417079851,119.78219950001221,119.78219950001221,119.78219950001221,120.7667041249806,1,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,120.77477304101922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,10,58,down,1,0,0,30,120.76774104090873,120.77477304101922,121.25806362496223,121.25806362496223,121.34288249991369,121.33181412494741,121.33181412494741,121.81154633301776,0,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,121.81992233300116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,10,59,down,0.5,-2.0,-2.0,-30,121.81330133299343,121.81992233300116,122.30800704099238,122.30800704099238,122.3820158749586,122.3820158749586,122.3820158749586,123.17855504096951,0,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,123.18693550000899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,11,60,up,0.5,0.5,0.5,30,123.18002312490717,123.18693550000899,123.67464404099155,123.67464404099155,123.74933625000995,123.74933625000995,123.74933625000995,125.31706333300099,0,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,125.3251332079526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,11,61,down,0.5,2.0,2.0,30,125.31806999992114,125.3251332079526,125.8185337500181,125.8185337500181,125.8924652079586,125.8924652079586,125.8924652079586,126.71364891598932,1,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,126.72556099994108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,11,62,up,0.5,-1.5,-1.5,-30,126.7145685829455,126.72556099994108,127.20802595792338,127.20802595792338,127.28218833298888,127.28218833298888,127.28218833298888,128.11124841601122,1,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,128.12022941594478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,11,63,down,0.5,0.0,0.0,,128.11298337497283,128.12022941594478,128.6085650830064,128.6085650830064,128.6832198749762,128.6832198749762,128.6832198749762,130.06115195795428,0,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,130.0690747909248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,11,64,up,0.5,0.0,0.0,,130.06216166599188,130.0690747909248,130.55803062499035,130.55803062499035,130.6322968750028,130.6322968750028,130.6322968750028,131.29812920792028,0,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,131.3080716659315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,11,65,up,1,-2,-2,-30,131.2990760409739,131.3080716659315,131.79285783297382,131.79285783297382,131.87565991596784,131.86412333301269,131.86412333301269,133.17717591591645,0,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,133.18334916594904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,12,66,down,0.5,-2.0,-2.0,-30,133.1783842499135,133.18334916594904,133.6755331249442,133.6755331249442,133.748620832921,133.748620832921,133.748620832921,135.66164416598622,0,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,135.66961845802143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,12,67,down,0.5,1.5,1.5,30,135.66278420796152,135.66961845802143,136.15802062500734,136.15802062500734,136.22980454098433,136.22980454098433,136.22980454098433,136.82698508293834,1,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,136.8316755829146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,12,68,up,0.5,0.5,0.5,,136.82753441599198,136.8316755829146,137.32535558298696,137.32535558298696,137.39836004097015,137.39836004097015,137.39836004097015,137.93438987492118,1,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,137.95915599993896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,12,69,up,0.5,0.5,0.5,,137.93553841591347,137.95915599993896,138.43213774997275,138.43213774997275,138.5081912499154,138.5081912499154,138.5081912499154,139.03345558291767,1,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,139.041577457916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,12,70,up,0.5,1.0,1.0,30,139.03448037500493,139.041577457916,139.5344160409877,139.5344160409877,139.60939358291216,139.60939358291216,139.60939358291216,141.97773141600192,1,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,141.9862563329516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,12,71,up,1,-1,-1,-30,141.97919179091696,141.9862563329516,142.47460362501442,142.47460362501442,142.5492922909325,142.5492922909325,142.5492922909325,143.02844454091974,1,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
