center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,test.started,surround_practice_3.started,center_practice_3.started,key_resp_7.started,test.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,practice_feedback.stopped,text_7.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,surround_practice_2.started,center_practice_2.started,surround_practice_2.stopped,center_practice_2.stopped,text_12.started,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trials.label,trials.nReps,trials.startVal,trials.maxVal,trials.minVal,trials.stepSizes,trials.stepType,trials.nUp,trials.nDown,trials.nReversals,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.intensity,center_angle,trial.started,resp.started,surround_grating.started,center_grating.started,surround_grating.stopped,center_grating.stopped,text_3.started,trial.stopped,trials.response,surround_angle,end.started,text_4.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,69.96664895804133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,5,27,up,1,-6,-6,69.95980887499172,69.96664895804133,70.45517983299214,70.45517983299214,70.52877900004387,70.52877900004387,70.52877900004387,71.23068483301904,0,-15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,71.23935687507037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,5,28,up,2,2,2,71.23173908307217,71.23935687507037,71.73136237508152,71.73136237508152,71.80600870808121,71.80600870808121,71.80600870808121,72.24755095806904,1,,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,72.25574295804836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,5,29,up,2,2,2,72.24869350006338,72.25574295804836,72.7466614160221,72.7466614160221,72.82337679108605,72.82337679108605,72.82337679108605,73.54103795799892,0,15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,73.54912595800124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,6,30,down,2,3,3,73.54204966605175,73.54912595800124,74.03839958307799,74.03839958307799,74.1124471250223,74.1124471250223,74.1124471250223,75.6306327910861,1,15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,75.63910150004085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,6,31,up,2,4,4,75.63163591607008,75.63910150004085,76.13252762507182,76.13252762507182,76.20658691599965,76.20658691599965,76.20658691599965,77.01283695804887,1,15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,77.0217837500386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,6,32,up,1,-5,-5,77.01382304099388,77.0217837500386,77.5056644580327,77.5056644580327,77.57825595804024,77.57825595804024,77.58941020804923,81.6957517080009,1,-15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,81.70618550002109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,6,33,up,1,-1,-1,81.69781479099765,81.70618550002109,82.18841737508774,82.18841737508774,82.26014595804736,82.26014595804736,82.27364329108968,82.75178599997889,0,,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,82.77258925000206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,6,34,down,1,1,1,82.75258920807391,82.77258925000206,83.24767575005535,83.24767575005535,83.32742283307016,83.32742283307016,83.32742283307016,83.84808520798106,1,,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,83.85645550000481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,6,35,up,2,-3,-3,83.84917791606858,83.85645550000481,84.34840620798059,84.34840620798059,84.42316458304413,84.42316458304413,84.42316458304413,85.5952559580328,1,-15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,85.60547537507955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,7,36,down,1,3,3,85.5961938330438,85.60547537507955,86.08841325005051,86.08841325005051,86.16234545805492,86.16234545805492,86.17328400001861,86.70844579103868,1,15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,86.71662091603503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,7,37,down,1,0,0,86.70973841601517,86.71662091603503,87.20542750007007,87.20542750007007,87.27922737505287,87.27922737505287,87.27922737505287,87.84102741605602,0,,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,87.84575283306185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,7,38,down,0.5,-5.5,-5.5,87.84170125005767,87.84575283306185,88.3384459160734,88.3384459160734,88.41286470799241,88.41286470799241,88.41286470799241,89.21011850005016,0,-15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,89.22164645802695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,7,39,down,2,1,1,89.21049941598903,89.22164645802695,89.70603408303577,89.70603408303577,89.77914162504021,89.77914162504021,89.77914162504021,91.39225354103837,1,15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,91.40045412501786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,7,40,up,1,0,0,91.39336933300365,91.40045412501786,91.88835441600531,91.88835441600531,91.96018241601996,91.96018241601996,91.96018241601996,92.63966566603631,0,,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,92.64451812498737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,7,41,down,1,-4,-4,92.6401580410311,92.64451812498737,93.13024741609115,93.13024741609115,93.20640241599176,93.20640241599176,93.21097250003368,94.36431291606277,1,-15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,94.37262012506835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,8,42,up,0.5,-5.0,-5.0,94.36536991607863,94.37262012506835,94.8653073750902,94.8653073750902,94.93989625002723,94.93989625002723,94.93989625002723,95.74162770807743,0,-15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,95.75011329108384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,8,43,down,2,-1,-1,95.74319420801476,95.75011329108384,96.23967970802914,96.23967970802914,96.31228933308739,96.31228933308739,96.31228933308739,96.74711466603912,0,15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,96.7550637080567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,8,44,up,1,1,1,96.74807625007816,96.7550637080567,97.24863899999764,97.24863899999764,97.32306058309041,97.32306058309041,97.32306058309041,97.7626063330099,1,,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,97.77161133300979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,8,45,down,1,2,2,97.76355079107452,97.77161133300979,98.26434204098769,98.26434204098769,98.33943000005092,98.33943000005092,98.33943000005092,99.09206291602459,1,15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,99.100886582979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,8,46,down,1,-5,-5,99.09376245806925,99.100886582979,99.58867866604123,99.58867866604123,99.662577833049,99.662577833049,99.662577833049,100.17481587501243,0,-15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,100.18308679107577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,8,47,up,0.5,0.5,0.5,100.17606695799623,100.18308679107577,100.67217720800545,100.67217720800545,100.74590679106768,100.74590679106768,100.74590679106768,101.22511800006032,1,,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,101.23376750003081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,9,48,down,1,1,1,101.22677649999969,101.23376750003081,101.7217220410239,101.7217220410239,101.7953799579991,101.7953799579991,101.7953799579991,103.69190887501463,1,15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,103.701121833059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,9,49,up,0.5,-4.5,-4.5,103.69382504106034,103.701121833059,104.18849625007715,104.18849625007715,104.26253166608512,104.26253166608512,104.26253166608512,104.79754070797935,0,-15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,104.80549350008368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,9,50,up,1,0,0,104.79852449998725,104.80549350008368,105.29808533308096,105.29808533308096,105.37312937504612,105.37312937504612,105.37312937504612,105.84202620806172,0,15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,105.85047045804095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,9,51,down,0.5,0.0,0.0,105.84361054108012,105.85047045804095,106.3383852080442,106.3383852080442,106.4123297079932,106.4123297079932,106.4123297079932,106.8751417080639,1,,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,106.88219941605348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,9,52,up,0.5,-4.5,-4.5,106.876207791036,106.88219941605348,107.37176766607445,107.37176766607445,107.44588887505233,107.44588887505233,107.44588887505233,109.40841100004036,1,-15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,109.41670116607565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,9,53,down,0.5,0.5,0.5,109.40948745806236,109.41670116607565,109.90554725006223,109.90554725006223,109.97903587506153,109.97903587506153,109.97903587506153,111.85855541599449,0,,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,111.86724616598804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,10,54,up,0.5,-4.0,-4.0,111.86022191599477,111.86724616598804,112.35596741607878,112.35596741607878,112.42948904098012,112.42948904098012,112.42948904098012,112.94172858307138,0,-15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,112.94971183303278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,10,55,down,1,0,0,112.94293550006114,112.94971183303278,113.43846408301033,113.43846408301033,113.51277787506115,113.51277787506115,113.51277787506115,114.00842208298855,0,15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,114.01650041597895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,10,56,up,1,1,1,114.0097603329923,114.01650041597895,114.50646566599607,114.50646566599607,114.57942133303732,114.57942133303732,114.57942133303732,115.25817529100459,0,15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,115.26625774998683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,10,57,up,0.5,1.0,1.0,115.25921591604128,115.26625774998683,115.75518945802469,115.75518945802469,115.82984687504359,115.82984687504359,115.82984687504359,116.32524741603993,1,,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,116.33433366601821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,10,58,down,0.5,-5.0,-5.0,116.32709575002082,116.33433366601821,116.8226922909962,116.8226922909962,116.89531500008889,116.89531500008889,116.89531500008889,117.38982958300039,0,-15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,117.39520725002512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,10,59,down,0.5,-0.5,-0.5,117.39080283301882,117.39520725002512,117.88143675005995,117.88143675005995,117.95643075008411,117.95643075008411,117.9622523750877,119.09160929103382,0,,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,119.10029845801182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,11,60,up,0.5,-4.5,-4.5,119.09297750005499,119.10029845801182,119.58988566603512,119.58988566603512,119.66263041598722,119.66263041598722,119.66263041598722,120.20863604103215,0,-15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,120.21760866604745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,11,61,up,1,2,2,120.21029437507968,120.21760866604745,120.70494941598736,120.70494941598736,120.7796979160048,120.7796979160048,120.7796979160048,121.25816183304414,1,15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,121.265982208075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,11,62,down,0.5,0.5,0.5,121.25917662505526,121.265982208075,121.75650537502952,121.75650537502952,121.82896970806178,121.82896970806178,121.82896970806178,125.10726016608533,0,,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,125.11303904105444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,11,63,up,0.5,0.5,0.5,125.10832062503323,125.11303904105444,125.60515516600572,125.60515516600572,125.67998995806556,125.67998995806556,125.67998995806556,126.29180950007867,0,15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,126.30041183298454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,11,64,up,0.5,-3.5,-3.5,126.29313062503934,126.30041183298454,126.7882584159961,126.7882584159961,126.86245316604618,126.86245316604618,126.86245316604618,127.47545737505425,0,-15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,127.48321758303791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,11,65,up,0.5,0.0,0.0,127.47641450003721,127.48321758303791,127.97170233307406,127.97170233307406,128.045315166004,128.045315166004,128.045315166004,128.98424920800608,1,,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,129.00593537499662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,12,66,down,0.5,1.5,1.5,128.98532408301253,129.00593537499662,129.4812920410186,129.4812920410186,129.5563777500065,129.5563777500065,129.56219275004696,130.85817391599994,0,15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,130.86651475005783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,12,67,down,0.5,-0.5,-0.5,130.8595607910538,130.86651475005783,131.35609095799737,131.35609095799737,131.4265974999871,131.4265974999871,131.4265974999871,131.90797150006983,0,,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,131.91625558305532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,12,68,up,0.5,-3.0,-3.0,131.90944033302367,131.91625558305532,132.40645545802545,132.40645545802545,132.47928504098672,132.47928504098672,132.47928504098672,133.31514712504577,0,-15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,133.32524004101288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,12,69,up,0.5,-4.0,-4.0,133.31660183297936,133.32524004101288,133.81216137507,133.81216137507,133.8884054160444,133.8884054160444,133.8933778749779,134.4246059160214,0,-15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,134.43278929102235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,12,70,up,0.5,1.0,1.0,134.4256540000206,134.43278929102235,134.92156054102816,134.92156054102816,134.99599666602444,134.99599666602444,134.99599666602444,135.63044616603293,1,,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,135.6381313330494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,12,71,up,0.5,1.0,1.0,135.63140600000042,135.6381313330494,136.1309928750852,136.1309928750852,136.20639904099517,136.20639904099517,136.20639904099517,136.90036470803898,0,15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
