center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,test.started,surround_practice_3.started,center_practice_3.started,key_resp_7.started,test.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,surround_practice.stopped,center_practice.stopped,text_11.started,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,practice_feedback.stopped,text_7.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,surround_practice_2.started,center_practice_2.started,surround_practice_2.stopped,center_practice_2.stopped,text_12.started,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trials.label,trials.nReps,trials.startVal,trials.maxVal,trials.minVal,trials.stepSizes,trials.stepType,trials.nUp,trials.nDown,trials.nReversals,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.intensity,center_angle,surround_angle,trial.started,resp.started,surround_grating.started,center_grating.started,surround_grating.stopped,center_grating.stopped,text_3.started,trial.stopped,trials.response,break_2.started,text_14.started,key_resp_9.started,break_2.stopped,blocks.key_resp_9.keys,blocks.key_resp_9.rt,blocks.key_resp_9.duration,end.started,text_4.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,411.8979956659023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,18,104,up,0.5,2.5,2.5,30,411.88937654090114,411.8979956659023,412.3904177499935,412.3904177499935,412.465811957838,412.465811957838,412.465811957838,413.0549484998919,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,413.06470554089174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,18,105,down,0.5,-3.5,-3.5,-30,413.05830833292566,413.06470554089174,413.54932695790194,413.54932695790194,413.6221632498782,413.6221632498782,413.6326473329682,414.673500290839,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,414.6826453329995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,18,106,up,0.5,2.0,2.0,30,414.6752384158317,414.6826453329995,415.1741080000065,415.1741080000065,415.24905116599984,415.24905116599984,415.24905116599984,415.850838040933,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,415.8590790829621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,18,107,down,0.5,-0.5,-0.5,,415.85185508290306,415.8590790829621,416.3491518748924,416.3491518748924,416.42172529082745,416.42172529082745,416.42172529082745,417.0339482498821,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,417.04190170788206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,19,108,up,0.5,3.0,3.0,30,417.0350194158964,417.04190170788206,417.5324244159274,417.5324244159274,417.6043054999318,417.6043054999318,417.6043054999318,418.15161670790985,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,418.16169770783745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,19,109,up,0.5,-3.0,-3.0,-30,418.153457790846,418.16169770783745,418.6486310409382,418.6486310409382,418.72206795797683,418.72206795797683,418.72206795797683,419.1345002078451,1,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,419.1427385408897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,19,110,up,0.5,2.5,2.5,30,419.13608529092744,419.1427385408897,419.63239474990405,419.63239474990405,419.70554020791315,419.70554020791315,419.70554020791315,420.58661812497303,1,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,420.5993044159841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,19,111,up,0.5,0.0,0.0,,420.5877439158503,420.5993044159841,421.08132250001654,421.08132250001654,421.1560754580423,421.1560754580423,421.1560754580423,421.7505903749261,1,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,421.75866049993783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,19,112,down,0.5,-3.5,-3.5,-30,421.7515691658482,421.75866049993783,422.2494825408794,422.2494825408794,422.32213233294897,422.32213233294897,422.32213233294897,422.95164970797487,1,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,422.9599519998301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,19,113,down,0.5,-0.5,-0.5,,422.95287491590716,422.9599519998301,423.4489515409805,423.4489515409805,423.52231504092924,423.52231504092924,423.52231504092924,424.22158608282916,1,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,424.23135841591284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,20,114,up,0.5,3.5,3.5,30,424.2225899579935,424.23135841591284,424.71548474999145,424.71548474999145,424.7877909578383,424.7877909578383,424.79950129101053,425.7069402078632,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,425.71505237487145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,20,115,down,0.5,-4.0,-4.0,-30,425.7082094999496,425.71505237487145,426.2075673749205,426.2075673749205,426.28243641601875,426.28243641601875,426.28243641601875,426.8502778329421,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,426.8572449579369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,20,116,down,0.5,-3.5,-3.5,-30,426.85098320804536,426.8572449579369,427.3492655828595,427.3492655828595,427.42011695797555,427.42011695797555,427.42011695797555,428.007102875039,1,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,428.0156380829867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,20,117,down,0.5,2.0,2.0,30,428.0081660829019,428.0156380829867,428.50661804084666,428.50661804084666,428.5823870408349,428.5823870408349,428.5823870408349,429.4342371658422,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,429.443219125038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,20,118,down,0.5,-0.5,-0.5,,429.4353582910262,429.443219125038,429.9324216248933,429.9324216248933,430.0042436248623,430.0042436248623,430.0042436248623,431.0898733329959,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,431.0980787498411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,20,119,down,0.5,-1.0,-1.0,,431.0911852908321,431.0980787498411,431.5901490410324,431.5901490410324,431.6657394578215,431.6657394578215,431.6657394578215,432.39972966583446,1,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,432.40553595800884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,21,120,up,0.5,2.5,2.5,30,432.4003688329831,432.40553595800884,432.89789712498896,432.89789712498896,432.96850083302706,432.96850083302706,432.96850083302706,433.57094558281824,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,433.58132358291186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,21,121,up,0.5,-3.5,-3.5,-30,433.57139024999924,433.58132358291186,434.06554866582155,434.06554866582155,434.1371145409066,434.1371145409066,434.14904587483034,434.75184116582386,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,434.76014266582206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,21,122,down,0.5,-1.5,-1.5,,434.7529714158736,434.76014266582206,435.2490528328344,435.2490528328344,435.3217174578458,435.3217174578458,435.3217174578458,436.05649716593325,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,436.06442870781757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,21,123,up,0.5,0.0,0.0,,436.0575385829434,436.06442870781757,436.5575259998441,436.5575259998441,436.6323600828182,436.6323600828182,436.6323600828182,437.3170502909925,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,437.32425787486136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,21,124,down,0.5,-4.0,-4.0,-30,437.3181944999378,437.32425787486136,437.8157158328686,437.8157158328686,437.8885335410014,437.8885335410014,437.8885335410014,438.30059091583826,1,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,438.30899337492883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,21,125,up,0.5,4.0,4.0,30,438.30183849995956,438.30899337492883,438.7989252079278,438.7989252079278,438.871802915819,438.871802915819,438.871802915819,439.7845443750266,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,439.79292904096656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,22,126,up,0.5,0.5,0.5,,439.7859258749522,439.79292904096656,440.28203087486327,440.28203087486327,440.35545566584915,440.35545566584915,440.35545566584915,441.40114824986085,1,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,441.40923470794223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,22,127,up,0.5,-1.0,-1.0,,441.40222491603345,441.40923470794223,441.89795833290555,441.89795833290555,441.97255362500437,441.97255362500437,441.97255362500437,442.5841113750357,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,442.5919190829154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,22,128,down,0.5,-4.5,-4.5,-30,442.5851028750185,442.5919190829154,443.08135925000533,443.08135925000533,443.1555287078954,443.1555287078954,443.1555287078954,443.7677620409522,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,443.7763461249415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,22,129,up,0.5,3.0,3.0,30,443.7692676659208,443.7763461249415,444.2657239160035,444.2657239160035,444.33798441593535,444.33798441593535,444.33798441593535,445.5344051248394,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,445.54285145783797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,22,130,up,0.5,4.5,4.5,30,445.5357095829677,445.54285145783797,446.0322887080256,446.0322887080256,446.1058547908906,446.1058547908906,446.1058547908906,446.6072315829806,1,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,446.61553129088134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,22,131,up,0.5,-3.0,-3.0,-30,446.60852616582997,446.61553129088134,447.10721966600977,447.10721966600977,447.18226949987,447.18226949987,447.18226949987,447.8507438749075,1,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,447.85879554087296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,23,132,down,0.5,-3.5,-3.5,-30,447.85199550003745,447.85879554087296,448.3480718329083,448.3480718329083,448.42193270800635,448.42193270800635,448.42193270800635,449.0060681658797,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,449.014589499915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,23,133,down,0.5,0.0,0.0,,449.00704020797275,449.014589499915,449.49804987502284,449.49804987502284,449.57043212489225,449.57043212489225,449.582554457942,450.20634129084647,1,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,450.21498737484217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,23,134,up,0.5,-4.0,-4.0,-30,450.20774224982597,450.21498737484217,450.707793665817,450.707793665817,450.782248375006,450.782248375006,450.782248375006,451.4013778329827,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,451.41008345782757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,23,135,down,0.5,4.0,4.0,30,451.4031704158988,451.41008345782757,451.8990998750087,451.8990998750087,451.97105512488633,451.97105512488633,451.97105512488633,452.6348300408572,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,452.64322758303024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,23,136,up,0.5,3.5,3.5,30,452.6362615409307,452.64322758303024,453.13243591599166,453.13243591599166,453.2053189580329,453.2053189580329,453.2053189580329,453.8345998330042,1,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,453.8426477080211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,23,137,up,0.5,-0.5,-0.5,,453.83586170803756,453.8426477080211,454.3323349999264,454.3323349999264,454.4054343330208,454.4054343330208,454.4054343330208,455.0066676659044,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,455.01461183303036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,24,138,up,0.5,4.5,4.5,30,455.0077207079157,455.01461183303036,455.5073924160097,455.5073924160097,455.5813081660308,455.5813081660308,455.5813081660308,456.3171487909276,1,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,456.324642874999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,24,139,up,0.5,-3.5,-3.5,-30,456.3180925408378,456.324642874999,456.81564991595224,456.81564991595224,456.88828054093756,456.88828054093756,456.88828054093756,457.5714507079683,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,457.58131187502295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,24,140,up,0.5,0.0,0.0,,457.57244912488386,457.58131187502295,458.0716547910124,458.0716547910124,458.14807683299296,458.14807683299296,458.14807683299296,458.85155920800753,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,458.86075845803134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,24,141,down,0.5,3.0,3.0,30,458.8533137908671,458.86075845803134,459.3483931249939,459.3483931249939,459.4224407079164,459.4224407079164,459.4224407079164,460.3840092078317,1,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,460.3921728329733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,24,142,down,0.5,-0.5,-0.5,,460.3850996249821,460.3921728329733,460.8817626249511,460.8817626249511,460.955226165941,460.955226165941,460.955226165941,461.8708231248893,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,461.8815121250227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,24,143,up,0.5,-3.0,-3.0,-30,461.8719029999338,461.8815121250227,462.36516158282757,462.36516158282757,462.43735554092564,462.43735554092564,462.44903633301146,463.0735023750458,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,463.0819239579141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,25,144,up,0.5,0.0,0.0,,463.0748487499077,463.0819239579141,463.5742606248241,463.5742606248241,463.6489253328182,463.6489253328182,463.6489253328182,464.1228261250071,1,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
