center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,text_9.started,surround_practice.started,center_practice.started,text_9.stopped,surround_practice.stopped,center_practice.stopped,text_11.started,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,key_resp_7.started,practice_feedback.stopped,practice_no_time.key_resp_7.keys,practice_no_time.key_resp_7.rt,practice_no_time.key_resp_7.duration,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,text_10.started,surround_practice_2.started,center_practice_2.started,text_10.stopped,surround_practice_2.stopped,center_practice_2.stopped,text_12.started,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,practice_timed.key_resp_7.keys,practice_timed.key_resp_7.rt,practice_timed.key_resp_7.duration,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trials.label,trials.nReps,trials.startVal,trials.maxVal,trials.minVal,trials.stepSizes,trials.stepType,trials.nUp,trials.nDown,trials.nReversals,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.intensity,center_angle,surround_angle,trial.started,resp.started,text_2.started,surround_grating.started,center_grating.started,surround_grating.stopped,center_grating.stopped,text_3.started,text_2.stopped,trial.stopped,trials.response,end.started,text_4.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,77.75150541693438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low_start,50,-20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,13,25,up,0.25,0.0,0.0,30.0,77.74752383399755,77.75150541693438,77.75150541693438,78.2447389169829,78.2447389169829,78.31679808394983,78.31679808394983,78.31679808394983,78.25001166702714,80.08452641696204,0,,,,,,,,781732,001,2025-08-14_12h14.22.907,tilt_staircase,2024.2.4,None,2025-08-14 12h14.28.946277 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,80.09432824992109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high_start,50,20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,14,26,down,0.25,0.75,0.75,-29.25,80.0847328340169,80.09432824992109,80.09432824992109,80.58254179195501,80.58254179195501,80.6609572499292,80.6609572499292,80.6609572499292,80.58254179195501,81.18042141699698,1,,,,,,,,781732,001,2025-08-14_12h14.22.907,tilt_staircase,2024.2.4,None,2025-08-14 12h14.28.946277 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,81.18425412499346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low_start,50,-20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,14,27,up,0.25,0.25,0.25,30.25,81.18059579201508,81.18425412499346,81.18425412499346,81.67776787502225,81.67776787502225,81.74880241695791,81.74880241695791,81.74880241695791,81.6825086249737,82.43515579192899,1,,,,,,,,781732,001,2025-08-14_12h14.22.907,tilt_staircase,2024.2.4,None,2025-08-14 12h14.28.946277 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,82.44430145900697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low_start,50,-20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,15,28,down,0.1,0.15,0.15,30.15,82.43533616699278,82.44430145900697,82.44430145900697,82.9328786249971,82.9328786249971,83.01100045896601,83.01100045896601,83.01100045896601,82.9328786249971,83.65137241699267,1,,,,,,,,781732,001,2025-08-14_12h14.22.907,tilt_staircase,2024.2.4,None,2025-08-14 12h14.28.946277 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,83.66107645898592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high_start,50,20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,15,29,down,0.25,0.5,0.5,-29.5,83.65156483394094,83.66107645898592,83.66107645898592,84.1496796249412,84.1496796249412,84.22767495899461,84.22767495899461,84.22767495899461,84.1496796249412,84.83038199995644,1,,,,,,,,781732,001,2025-08-14_12h14.22.907,tilt_staircase,2024.2.4,None,2025-08-14 12h14.28.946277 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,84.83427233400289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high_start,50,20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,16,30,down,0.25,0.25,0.25,-29.75,84.83056941698305,84.83427233400289,84.83427233400289,85.32780129194725,85.32780129194725,85.398589874967,85.398589874967,85.398589874967,85.33273920894135,86.1812809589319,1,,,,,,,,781732,001,2025-08-14_12h14.22.907,tilt_staircase,2024.2.4,None,2025-08-14 12h14.28.946277 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,86.18585120898206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low_start,50,-20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,16,31,down,0.1,0.04999999999999999,0.04999999999999999,30.05,86.18147104198579,86.18585120898206,86.18585120898206,86.6776189589873,86.6776189589873,86.74866304197349,86.74866304197349,86.74866304197349,86.682144084014,87.31809099996462,1,,,,,,,,781732,001,2025-08-14_12h14.22.907,tilt_staircase,2024.2.4,None,2025-08-14 12h14.28.946277 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,87.32774545892607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high_start,50,20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,17,32,down,0.25,0.0,0.0,-30.0,87.31829458393622,87.32774545892607,87.32774545892607,87.81620916700922,87.81620916700922,87.89430612500291,87.89430612500291,87.89430612500291,87.81620916700922,88.61391779198311,0,,,,,,,,781732,001,2025-08-14_12h14.22.907,tilt_staircase,2024.2.4,None,2025-08-14 12h14.28.946277 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,88.61790554202162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low_start,50,-20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,17,33,down,0.1,-0.05000000000000002,-0.05000000000000002,29.95,88.61411808396224,88.61790554202162,88.61790554202162,89.11109291692264,89.11109291692264,89.18208104197402,89.18208104197402,89.18208104197402,89.1160503339488,89.8470649169758,0,,,,,,,,781732,001,2025-08-14_12h14.22.907,tilt_staircase,2024.2.4,None,2025-08-14 12h14.28.946277 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,89.85110862494912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high_start,50,20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,18,34,up,0.1,0.1,0.1,-29.9,89.8472671250347,89.85110862494912,89.85110862494912,90.34430104203057,90.34430104203057,90.41527787502855,90.41527787502855,90.41527787502855,90.3486697919434,91.4513549170224,1,,,,,,,,781732,001,2025-08-14_12h14.22.907,tilt_staircase,2024.2.4,None,2025-08-14 12h14.28.946277 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,91.46093820896931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low_start,50,-20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,18,35,up,0.1,0.04999999999999999,0.04999999999999999,30.05,91.45152816700283,91.46093820896931,91.46093820896931,91.95020362501964,91.95020362501964,92.02769474999513,92.02769474999513,92.02769474999513,91.95020362501964,92.56801629194524,1,,,,,,,,781732,001,2025-08-14_12h14.22.907,tilt_staircase,2024.2.4,None,2025-08-14 12h14.28.946277 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,92.57772558392026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high_start,50,20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,19,36,down,0.1,0.0,0.0,-30.0,92.56821437494364,92.57772558392026,92.57772558392026,93.06575574993622,93.06575574993622,93.1443203339586,93.1443203339586,93.1443203339586,93.06575574993622,93.95166754198726,1,,,,,,,,781732,001,2025-08-14_12h14.22.907,tilt_staircase,2024.2.4,None,2025-08-14 12h14.28.946277 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,93.96104841702618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low_start,50,-20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,19,37,down,0.1,-0.05000000000000002,-0.05000000000000002,29.95,93.95185874996241,93.96104841702618,93.96104841702618,94.44902354199439,94.44902354199439,94.52763891697396,94.52763891697396,94.52763891697396,94.44902354199439,96.24692029203288,1,,,,,,,,781732,001,2025-08-14_12h14.22.907,tilt_staircase,2024.2.4,None,2025-08-14 12h14.28.946277 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,96.25082908396143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low_start,50,-20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,20,38,down,0.1,-0.15000000000000002,-0.15000000000000002,29.85,96.24711020896211,96.25082908396143,96.25082908396143,96.74421725003049,96.74421725003049,96.81605837494135,96.81605837494135,96.81605837494135,96.7487919999985,97.48510183393955,0,,,,,,,,781732,001,2025-08-14_12h14.22.907,tilt_staircase,2024.2.4,None,2025-08-14 12h14.28.946277 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,97.49433083401527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high_start,50,20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,20,39,down,0.1,-0.1,-0.1,-30.1,97.48528112494387,97.49433083401527,97.49433083401527,97.98254479200114,97.98254479200114,98.06085216696374,98.06085216696374,98.06085216696374,97.98254479200114,98.84687441692222,0,,,,,,,,781732,001,2025-08-14_12h14.22.907,tilt_staircase,2024.2.4,None,2025-08-14 12h14.28.946277 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,98.85071599995717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high_start,50,20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,21,40,up,0.1,0.0,0.0,-30.0,98.84706820896827,98.85071599995717,98.85071599995717,99.34434254199732,99.34434254199732,99.41524245892651,99.41524245892651,99.41524245892651,99.34886195894796,101.06423324998468,0,,,,,,,,781732,001,2025-08-14_12h14.22.907,tilt_staircase,2024.2.4,None,2025-08-14 12h14.28.946277 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,101.06827920896467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low_start,50,-20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,21,41,up,0.1,-0.05000000000000002,-0.05000000000000002,29.95,101.06443166697863,101.06827920896467,101.06827920896467,101.56091716699302,101.56091716699302,101.63173154194374,101.63173154194374,101.63173154194374,101.5657832500292,102.23513625003397,0,,,,,,,,781732,001,2025-08-14_12h14.22.907,tilt_staircase,2024.2.4,None,2025-08-14 12h14.28.946277 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,102.24418741697446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low_start,50,-20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,22,42,up,0.1,0.04999999999999999,0.04999999999999999,30.05,102.23531687492505,102.24418741697446,102.24418741697446,102.73229708394501,102.73229708394501,102.8109314169269,102.8109314169269,102.8109314169269,102.73229708394501,103.58040533401072,0,,,,,,,,781732,001,2025-08-14_12h14.22.907,tilt_staircase,2024.2.4,None,2025-08-14 12h14.28.946277 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,103.58422941702884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high_start,50,20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,22,43,up,0.1,0.1,0.1,-29.9,103.58059179200791,103.58422941702884,103.58422941702884,104.0776360000018,104.0776360000018,104.14850558398757,104.14850558398757,104.14850558398757,104.08232670894358,105.90184345899615,1,,,,,,,,781732,001,2025-08-14_12h14.22.907,tilt_staircase,2024.2.4,None,2025-08-14 12h14.28.946277 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,105.91102237498853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low_start,50,-20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,23,44,up,0.1,0.15,0.15,30.15,105.90206374996342,105.91102237498853,105.91102237498853,106.39928120898549,106.39928120898549,106.47751429199707,106.47751429199707,106.47751429199707,106.39928120898549,107.01381104195025,1,,,,,,,,781732,001,2025-08-14_12h14.22.907,tilt_staircase,2024.2.4,None,2025-08-14 12h14.28.946277 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,107.01790020894259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high_start,50,20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,23,45,down,0.1,0.0,0.0,-30.0,107.01398074999452,107.01790020894259,107.01790020894259,107.51095304195769,107.51095304195769,107.5824583339272,107.5824583339272,107.5824583339272,107.51545379194431,108.9804114169674,0,,,,,,,,781732,001,2025-08-14_12h14.22.907,tilt_staircase,2024.2.4,None,2025-08-14 12h14.28.946277 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,108.98434170894325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low_start,50,-20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,24,46,down,0.1,0.04999999999999999,0.04999999999999999,30.05,108.9806094589876,108.98434170894325,108.98434170894325,109.4776713339379,109.4776713339379,109.54869329195935,109.54869329195935,109.54869329195935,109.48245879192837,110.13078633393161,0,,,,,,,,781732,001,2025-08-14_12h14.22.907,tilt_staircase,2024.2.4,None,2025-08-14 12h14.28.946277 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,110.13482308399398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high_start,50,20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,24,47,up,0.1,0.1,0.1,-29.9,110.13094479194842,110.13482308399398,110.13482308399398,110.62757987494115,110.62757987494115,110.69875316694379,110.69875316694379,110.69875316694379,110.63231358397752,111.33048433403019,0,,,,,,,,781732,001,2025-08-14_12h14.22.907,tilt_staircase,2024.2.4,None,2025-08-14 12h14.28.946277 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,111.33440841699485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low_start,50,-20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,25,48,up,0.1,0.15,0.15,30.15,111.33068108395673,111.33440841699485,111.33440841699485,111.8275856670225,111.8275856670225,111.89949129195884,111.89949129195884,111.89949129195884,111.83221758401487,112.56350275001023,0,,,,,,,,781732,001,2025-08-14_12h14.22.907,tilt_staircase,2024.2.4,None,2025-08-14 12h14.28.946277 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,112.56756095902529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high_start,50,20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,25,49,up,0.1,0.2,0.2,-29.8,112.56382562499493,112.56756095902529,112.56756095902529,113.06094587501138,113.06094587501138,113.1322656669654,113.1322656669654,113.1322656669654,113.0657430839492,114.18072145897895,1,,,,,,,,781732,001,2025-08-14_12h14.22.907,tilt_staircase,2024.2.4,None,2025-08-14 12h14.28.946277 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.18078945903108,114.18539662496187,114.18539662496187,115.18066366692074,space,0.9901000839890912,None,781732,001,2025-08-14_12h14.22.907,tilt_staircase,2024.2.4,None,2025-08-14 12h14.28.946277 -0700,
