center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,text_9.started,surround_practice.started,center_practice.started,text_9.stopped,surround_practice.stopped,center_practice.stopped,text_11.started,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,key_resp_7.started,practice_feedback.stopped,practice_no_time.key_resp_7.keys,practice_no_time.key_resp_7.rt,practice_no_time.key_resp_7.duration,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,text_10.started,surround_practice_2.started,center_practice_2.started,text_10.stopped,surround_practice_2.stopped,center_practice_2.stopped,text_12.started,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,practice_timed.key_resp_7.keys,practice_timed.key_resp_7.rt,practice_timed.key_resp_7.duration,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trials.label,trials.nReps,trials.startVal,trials.maxVal,trials.minVal,trials.stepSizes,trials.stepType,trials.nUp,trials.nDown,trials.nReversals,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.intensity,trial.started,resp.started,text_2.started,surround_grating.started,center_grating.started,surround_grating.stopped,center_grating.stopped,text_3.started,text_2.stopped,trial.stopped,trials.response,end.started,text_4.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,57.65770900005009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low_start,50,-20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,14,26,up,0.1,-0.1,57.65394941600971,57.65770900005009,57.65770900005009,58.15102850005496,58.15102850005496,58.22231716604438,58.22231716604438,58.22231716604438,58.15559329104144,59.410483958083205,0,,,,,,,,238300,001,2025-08-14_11h35.44.693,tilt_staircase,2024.2.4,None,2025-08-14 11h35.50.997226 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,59.417948833084665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high_start,50,20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,14,27,up,0.5,0.5,59.41069620801136,59.417948833084665,59.417948833084665,59.90564887505025,59.90564887505025,59.98443654109724,59.98443654109724,59.988745791022666,59.90564887505025,61.820376333082095,0,,,,,,,,238300,001,2025-08-14_11h35.44.693,tilt_staircase,2024.2.4,None,2025-08-14 11h35.50.997226 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,61.82431754108984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high_start,50,20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,15,28,up,0.5,1.0,61.82057116611395,61.82431754108984,61.82431754108984,62.31772254104726,62.31772254104726,62.38871045806445,62.38871045806445,62.38871045806445,62.32226758310571,64.13697404100094,1,,,,,,,,238300,001,2025-08-14_11h35.44.693,tilt_staircase,2024.2.4,None,2025-08-14 11h35.50.997226 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,64.14092645805795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low_start,50,-20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,15,29,up,0.1,0.0,64.13716879102867,64.14092645805795,64.14092645805795,64.63437170803081,64.63437170803081,64.70559745805804,64.70559745805804,64.70559745805804,64.6389028331032,65.45391300006304,1,,,,,,,,238300,001,2025-08-14_11h35.44.693,tilt_staircase,2024.2.4,None,2025-08-14 11h35.50.997226 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,65.45795200008433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high_start,50,20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,16,30,down,0.25,0.75,65.45411308307666,65.45795200008433,65.45795200008433,65.95095495809801,65.95095495809801,66.022733291029,66.022733291029,66.022733291029,65.9554784160573,66.6370517500909,1,,,,,,,,238300,001,2025-08-14_11h35.44.693,tilt_staircase,2024.2.4,None,2025-08-14 11h35.50.997226 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,66.64090100000612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low_start,50,-20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,16,31,down,0.1,-0.1,66.63723537500482,66.64090100000612,66.64090100000612,67.13432483305223,67.13432483305223,67.2055502081057,67.2055502081057,67.2055502081057,67.13917062501423,68.90444620803464,1,,,,,,,,238300,001,2025-08-14_11h35.44.693,tilt_staircase,2024.2.4,None,2025-08-14 11h35.50.997226 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,68.90872458310332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high_start,50,20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,17,32,down,0.25,0.5,68.90467700001318,68.90872458310332,68.90872458310332,69.40104520809837,69.40104520809837,69.47305225010496,69.47305225010496,69.47305225010496,69.40598137502093,70.30356091610156,1,,,,,,,,238300,001,2025-08-14_11h35.44.693,tilt_staircase,2024.2.4,None,2025-08-14 11h35.50.997226 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,70.30736266600434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low_start,50,-20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,17,33,down,0.1,-0.2,70.30376237502787,70.30736266600434,70.30736266600434,70.80105829110835,70.80105829110835,70.87219225009903,70.87219225009903,70.87219225009903,70.80576220806688,71.62483620806597,0,,,,,,,,238300,001,2025-08-14_11h35.44.693,tilt_staircase,2024.2.4,None,2025-08-14 11h35.50.997226 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,71.63430745806545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high_start,50,20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,18,34,down,0.25,0.25,71.62502458307426,71.63430745806545,71.63430745806545,72.12236429110635,72.12236429110635,72.20097237511072,72.20097237511072,72.20097237511072,72.12236429110635,73.07031362503767,1,,,,,,,,238300,001,2025-08-14_11h35.44.693,tilt_staircase,2024.2.4,None,2025-08-14 11h35.50.997226 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,73.07419595809188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low_start,50,-20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,18,35,up,0.1,-0.1,73.07049566600472,73.07419595809188,73.07419595809188,73.56765891599935,73.56765891599935,73.63897083303891,73.63897083303891,73.63897083303891,73.57239779108204,74.60400383302476,1,,,,,,,,238300,001,2025-08-14_11h35.44.693,tilt_staircase,2024.2.4,None,2025-08-14 11h35.50.997226 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,74.60798529104795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low_start,50,-20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,19,36,down,0.1,-0.2,74.60421754105482,74.60798529104795,74.60798529104795,75.10088966600597,75.10088966600597,75.17237191600725,75.17237191600725,75.17237191600725,75.10544208309148,76.17054845800158,1,,,,,,,,238300,001,2025-08-14_11h35.44.693,tilt_staircase,2024.2.4,None,2025-08-14 11h35.50.997226 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,76.1746656660689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high_start,50,20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,19,37,down,0.25,0.0,76.17075124999974,76.1746656660689,76.1746656660689,76.66768612503074,76.66768612503074,76.73924670810811,76.73924670810811,76.73924670810811,76.67265512503218,77.43691120808944,1,,,,,,,,238300,001,2025-08-14_11h35.44.693,tilt_staircase,2024.2.4,None,2025-08-14 11h35.50.997226 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,77.44074445799924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low_start,50,-20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,20,38,down,0.1,-0.30000000000000004,77.43709487502929,77.44074445799924,77.44074445799924,77.93432391609531,77.93432391609531,78.00509783311281,78.00509783311281,78.00509783311281,77.93887287506368,78.65802812506445,0,,,,,,,,238300,001,2025-08-14_11h35.44.693,tilt_staircase,2024.2.4,None,2025-08-14 11h35.50.997226 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,78.66760470811278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high_start,50,20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,20,39,down,0.25,-0.25,78.65819945803378,78.66760470811278,78.66760470811278,79.15563504106831,79.15563504106831,79.23434991610702,79.23434991610702,79.23434991610702,79.15563504106831,79.82051533309277,0,,,,,,,,238300,001,2025-08-14_11h35.44.693,tilt_staircase,2024.2.4,None,2025-08-14 11h35.50.997226 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,79.82439300010446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high_start,50,20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,21,40,up,0.1,-0.15,79.82070883305278,79.82439300010446,79.82439300010446,80.31755712500308,80.31755712500308,80.38896491611376,80.38896491611376,80.38896491611376,80.32196612504777,81.33707808307372,0,,,,,,,,238300,001,2025-08-14_11h35.44.693,tilt_staircase,2024.2.4,None,2025-08-14 11h35.50.997226 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,81.34099704108667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low_start,50,-20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,21,41,up,0.1,-0.20000000000000004,81.33727454103064,81.34099704108667,81.34099704108667,81.8341947500594,81.8341947500594,81.90572175011039,81.90572175011039,81.90572175011039,81.83885354106314,82.9409994580783,0,,,,,,,,238300,001,2025-08-14_11h35.44.693,tilt_staircase,2024.2.4,None,2025-08-14 11h35.50.997226 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,82.95098025002517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high_start,50,20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,22,42,up,0.1,-0.04999999999999999,82.94118166610133,82.95098025002517,82.95098025002517,83.4388565410627,83.4388565410627,83.51763466605917,83.51763466605917,83.51763466605917,83.4388565410627,84.4206075000111,1,,,,,,,,238300,001,2025-08-14_11h35.44.693,tilt_staircase,2024.2.4,None,2025-08-14 11h35.50.997226 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,84.42488704109564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low_start,50,-20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,22,43,up,0.1,-0.10000000000000003,84.42081825004425,84.42488704109564,84.42488704109564,84.91767895803787,84.91767895803787,84.98871670803055,84.98871670803055,84.98871670803055,84.92213616601657,85.88698445807677,0,,,,,,,,238300,001,2025-08-14_11h35.44.693,tilt_staircase,2024.2.4,None,2025-08-14 11h35.50.997226 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,85.89090320805553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high_start,50,20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,23,44,down,0.1,-0.15,85.88719458307605,85.89090320805553,85.89090320805553,86.38437283306848,86.38437283306848,86.45556254102848,86.45556254102848,86.45556254102848,86.38905475009233,88.15368633309845,0,,,,,,,,238300,001,2025-08-14_11h35.44.693,tilt_staircase,2024.2.4,None,2025-08-14 11h35.50.997226 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,88.15765766601544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low_start,50,-20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,23,45,up,0.1,-2.7755575615628914e-17,88.153875833028,88.15765766601544,88.15765766601544,88.65095429110806,88.65095429110806,88.72199091606308,88.72199091606308,88.72199091606308,88.655766083044,90.38690383301582,1,,,,,,,,238300,001,2025-08-14_11h35.44.693,tilt_staircase,2024.2.4,None,2025-08-14 11h35.50.997226 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,90.39074245805386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high_start,50,20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,24,46,up,0.1,-0.04999999999999999,90.38708525011316,90.39074245805386,90.39074245805386,90.88428704102989,90.88428704102989,90.95526187506039,90.95526187506039,90.95526187506039,90.88876320805866,92.18768320803065,0,,,,,,,,238300,001,2025-08-14_11h35.44.693,tilt_staircase,2024.2.4,None,2025-08-14 11h35.50.997226 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,92.19197583303321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low_start,50,-20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,24,47,down,0.1,-0.10000000000000003,92.1878872080706,92.19197583303321,92.19197583303321,92.68424429104198,92.68424429104198,92.75613733311184,92.75613733311184,92.75613733311184,92.68899154104292,93.38810537511017,0,,,,,,,,238300,001,2025-08-14_11h35.44.693,tilt_staircase,2024.2.4,None,2025-08-14 11h35.50.997226 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,93.39387887506746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high_start,50,20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,25,48,up,0.1,0.05000000000000002,93.38832695805468,93.39387887506746,93.39387887506746,93.88423662504647,93.88423662504647,93.95546845800709,93.95546845800709,93.95546845800709,93.88908450002782,94.75360108306631,1,,,,,,,,238300,001,2025-08-14_11h35.44.693,tilt_staircase,2024.2.4,None,2025-08-14 11h35.50.997226 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,94.75744700001087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low_start,50,-20,30,-30,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,25,49,up,0.1,-2.7755575615628914e-17,94.75378320808522,94.75744700001087,94.75744700001087,95.2509245830588,95.2509245830588,95.3219792500604,95.3219792500604,95.3219792500604,95.25533304107375,96.05367350007873,1,,,,,,,,238300,001,2025-08-14_11h35.44.693,tilt_staircase,2024.2.4,None,2025-08-14 11h35.50.997226 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.05374470807146,96.05806045804638,96.05806045804638,97.12027058308013,space,1.0520679999608546,None,238300,001,2025-08-14_11h35.44.693,tilt_staircase,2024.2.4,None,2025-08-14 11h35.50.997226 -0700,
