center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,text_9.started,surround_practice.started,center_practice.started,text_9.stopped,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,key_resp_7.started,practice_feedback.stopped,practice_no_time.key_resp_7.keys,practice_no_time.key_resp_7.rt,practice_no_time.key_resp_7.duration,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,text_10.started,surround_practice_2.started,center_practice_2.started,text_10.stopped,surround_practice_2.stopped,center_practice_2.stopped,text_12.started,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,practice_timed.key_resp_7.keys,practice_timed.key_resp_7.rt,practice_timed.key_resp_7.duration,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trials.label,trials.stepSize,trials.intensity,center_angle,surround_angle,trial.started,resp.started,text_2.started,surround_grating.started,center_grating.started,surround_grating.stopped,center_grating.stopped,text_3.started,text_2.stopped,trial.stopped,trials.response,end.started,text_4.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart
,,,,,,,,,,,,,,,,,,,,,,,,,,52.53631466603838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,2,-3,-3,,52.52721620805096,52.53631466603838,52.53631466603838,53.01963245798834,53.01963245798834,53.090565958060324,53.090565958060324,53.10296079097316,53.02395870804321,53.52634120802395,0,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,53.536271290970035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,2,3,3,30,53.526520290994085,53.536271290970035,53.536271290970035,54.019593041040935,54.019593041040935,54.09070429101121,54.09070429101121,54.10293050005566,54.02414683299139,54.55534608301241,1,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,54.55901988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,1,-1,-1,-30,54.55553029105067,54.55901988,54.55901988,55.052903125062585,55.052903125062585,55.123986083082855,55.123986083082855,55.123986083082855,55.052903125062585,55.62195541604888,1,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,55.625657791038975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,2,-3,-3,-30,55.622153041069396,55.625657791038975,55.625657791038975,56.119591415976174,56.119591415976174,56.19103416602593,56.19103416602593,56.19103416602593,56.119591415976174,56.721696124994196,0,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,56.72525408305228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,2,-3,-3,30,56.72187545802444,56.72525408305228,56.72525408305228,57.21951129101217,57.21951129101217,57.29092208307702,57.29092208307702,57.29092208307702,57.21951129101217,57.778642749995925,0,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,57.78628283308353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,1,-1,-1,,57.778819791041315,57.78628283308353,57.78628283308353,58.286364916013554,58.286364916013554,58.35742154100444,58.35742154100444,58.352940874989145,58.286364916013554,59.00522308,0,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,59.00987012498081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,2,-1,-1,,59.00542170798872,59.00987012498081,59.00987012498081,59.502862000023015,59.502862000023015,59.57609550002962,59.57609550002962,59.57609550002962,59.509539291029796,60.07180445804261,0,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,60.076164875063114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,2,-1,-1,-30,60.07198570808396,60.076164875063114,60.076164875063114,60.56960575003177,60.56960575003177,60.64327770797536,60.64327770797536,60.64327770797536,60.57612808304839,61.18885608308483,1,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,61.192865333054215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,1,0,0,,61.18906425,61.192865333054215,61.192865333054215,61.68612321,61.68612321,61.75759312498849,61.75759312498849,61.75759312498849,61.68612321,62.35997562506236,1,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,62.36949895799626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,2,-1,-1,30,62.36015441606287,62.36949895799626,62.36949895799626,62.85283783299383,62.85283783299383,62.92417991603725,62.92417991603725,62.936292374972254,62.85790587507654,63.45969387504738,0,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,63.46961170807481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,0.5,-1.5,-1.5,-30,63.459863000083715,63.46961170807481,63.46961170807481,63.952827624976635,63.952827624976635,64.02392108307686,64.02392108307686,64.03621129097883,63.95766737498343,64.69333020807244,0,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,64.70293595804833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,2,1,1,30,64.69349924998824,64.70293595804833,64.70293595804833,65.18626617,65.18626617,65.25722837506328,65.25722837506328,65.26964216597844,65.19098762504291,68.51148912508506,0,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,68.51963041606359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,0.5,-0.5,-0.5,,68.51167013,68.51963041606359,68.51963041606359,69.00959438,69.00959438,69.08625108306296,69.08625108306296,69.08625108306296,69.00959438,69.67186313,1,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,69.67626400000881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,2,1,1,,69.67204441607464,69.67626400000881,69.67626400000881,70.16954216605518,70.16954216605518,70.24283567,70.24283567,70.24283567,70.17653087503277,70.66008104104549,1,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,70.66950691607781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,0.25,-1.25,-1.25,-30,70.66025496,70.66950691607781,70.66950691607781,71.15291158,71.15291158,71.22391963,71.22391963,71.23624554101843,71.15752354101278,73.67204379104078,1,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,73.67637220805045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,1,-2,-2,-30,73.67222625005525,73.67637220805045,73.67637220805045,74.16955125005916,74.16955125005916,74.24271162506193,74.24271162506193,74.24271162506193,74.17692016600631,74.81215604103636,0,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,74.81951658299658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,2,1,1,30,74.81235350004863,74.81951658299658,74.81951658299658,75.30823695799336,75.30823695799336,75.38626462500542,75.38626462500542,75.38626462500542,75.30823695799336,76.00510666600894,1,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,76.00943858304527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,1,2,2,30,76.00528500007931,76.00943858304527,76.00943858304527,76.50285479100421,76.50285479100421,76.57598770805635,76.57598770805635,76.57598770805635,76.50954574998468,77.12632437504362,1,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,77.13620125001762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,0.1,-1.35,-1.35,-30,77.12651617,77.13620125001762,77.13620125001762,77.61946583306417,77.61946583306417,77.69058591604698,77.69058591604698,77.70288200001232,77.62374375003856,78.27168766607065,0,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,78.27566179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,1,0,0,30,78.27186412503943,78.27566179,78.27566179,78.76955625007395,78.76955625007395,78.84329891600646,78.84329891600646,78.84329891600646,78.77626129100099,79.60506612504832,1,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,79.60985779098701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,0.5,1.5,1.5,30,79.60524162498768,79.60985779098701,79.60985779098701,80.10277958307415,80.10277958307415,80.17613241600338,80.17613241600338,80.17613241600338,80.10944958298933,80.73845462501049,1,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,80.74274966598023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,0.5,-1,-1,,80.73863000003621,80.74274966598023,80.74274966598023,81.23622420802712,81.23622420802712,81.30936621,81.30936621,81.30936621,81.24262604105752,82.61216233298182,1,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,82.61950612498913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,1,0,0,,82.61237991601229,82.61950612498913,82.61950612498913,83.11030570801813,83.11030570801813,83.18624004,83.18624004,83.18624004,83.11030570801813,83.84522791602649,1,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,83.85291037498973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,0.5,-1.5,-1.5,-30,83.84540049999487,83.85291037498973,83.85291037498973,84.34206104103941,84.34206104103941,84.41948237502947,84.41948237502947,84.41948237502947,84.34206104103941,86.57212616608012,0,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,86.57674158306327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,0.5,1,1,30,86.57246916601434,86.57674158306327,86.57674158306327,87.06956979108509,87.06956979108509,87.14279275003355,87.14279275003355,87.14279275003355,87.07614508306142,87.75979508308228,1,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,87.76948267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,1,-1,-1,30,87.75997083308175,87.76948267,87.76948267,88.25299179099966,88.25299179099966,88.32393308298197,88.32393308298197,88.33623512508348,88.25784820807166,89.02172525005881,1,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,89.02528883307241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,0.5,-1.5,-1.5,,89.02189967,89.02528883307241,89.02528883307241,89.51952487498056,89.51952487498056,89.59066995803732,89.59066995803732,89.59066995803732,89.51952487498056,90.32175666606054,0,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,90.32521012506913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,0.5,-1,-1,-30,90.32194866600912,90.32521012506913,90.32521012506913,90.81946916598827,90.81946916598827,90.89056183304638,90.89056183304638,90.89056183304638,90.81946916598827,91.50508516607806,1,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,91.50930370797869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,0.1,-1.25,-1.25,-30,91.50526441598777,91.50930370797869,91.50930370797869,92.00289912498556,92.00289912498556,92.07591141597368,92.07591141597368,92.07591141597368,92.00957433297299,92.59352712507825,1,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,92.6029625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,1,-1,-1,,92.59370433306322,92.6029625,92.6029625,93.08617679099552,93.08617679099552,93.15747025003657,93.15747025003657,93.16944037505891,93.09078979108017,93.67867699998897,1,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,93.68608954106458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,0.1,-1.35,-1.35,-30,93.67886350001208,93.68608954106458,93.68608954106458,94.17622800008394,94.17622800008394,94.25276975007728,94.25276975007728,94.25276975007728,94.17622800008394,94.80486074998043,1,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,94.80955416604411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,0.25,-1.25,-1.25,,94.80502974998672,94.80955416604411,94.80955416604411,95.30287579097785,95.30287579097785,95.37632021,95.37632021,95.37632021,95.30956696,95.94531754101627,1,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,95.95293766597752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,1,-2,-2,30,95.94548566604499,95.95293766597752,95.95293766597752,96.44278687506448,96.44278687506448,96.51955770805944,96.51955770805944,96.51955770805944,96.44278687506448,97.01221729104873,0,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,97.01949837501161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,1,-2,-2,,97.01240079,97.01949837501161,97.01949837501161,97.50983520806767,97.50983520806767,97.58612471,97.58612471,97.58612471,97.50983520806767,98.05501145799644,0,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,98.05848574999254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,0.5,0.5,0.5,30,98.05519029102288,98.05848574999254,98.05848574999254,98.55284312507138,98.55284312507138,98.62430692,98.62430692,98.62430692,98.55284312507138,99.14533691597171,1,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,99.15287725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,0.25,-1.25,-1.25,-30,99.14550491597038,99.15287725,99.15287725,99.64316933299415,99.64316933299415,99.71948491607327,99.71948491607327,99.71948491607327,99.64316933299415,100.20529037504457,1,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,100.20891549997032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,0.25,-1.5,-1.5,-30,100.20548441598658,100.20891549997032,100.20891549997032,100.70288062503096,100.70288062503096,100.7762284160126,100.7762284160126,100.7762284160126,100.70936616603285,101.2932659580838,1,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,101.30284020805266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,0.5,0,0,30,101.2934386250563,101.30284020805266,101.30284020805266,101.78613937506452,101.78613937506452,101.85707862500567,101.85707862500567,101.86956116603687,101.79091058298945,102.43837287498172,1,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,102.44285691599362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,0.1,-1.45,-1.45,-30,102.43855654099025,102.44285691599362,102.44285691599362,102.93601791607216,102.93601791607216,103.0094183330657,103.0094183330657,103.0094183330657,102.94273287500255,103.80513770808466,1,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,103.80985733307898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,0.5,-1.5,-1.5,30,103.80532554106321,103.80985733307898,103.80985733307898,104.30276508303359,104.30276508303359,104.37699941603933,104.37699941603933,104.37699941603933,104.30929695803206,105.21125250007026,1,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,105.21945683297236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,0.1,-1.35,-1.35,,105.21143170807045,105.21945683297236,105.21945683297236,105.70883433299605,105.70883433299605,105.78610374999698,105.78610374999698,105.78610374999698,105.70883433299605,106.33845341601409,1,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,106.34212012507487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,0.5,-1.5,-1.5,,106.33864587498829,106.34212012507487,106.34212012507487,106.8361859159777,106.8361859159777,106.90961520804558,106.90961520804558,106.90961520804558,106.8417993329931,107.87789870798588,0,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,107.88618895807303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,0.25,-1.75,-1.75,-30,107.87808683305047,107.88618895807303,107.88618895807303,108.37643620802555,108.37643620802555,108.45280812506098,108.45280812506098,108.45280812506098,108.37643620802555,109.02632433304098,1,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,109.03612549998797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,0.5,-0.5,-0.5,30,109.02650024998002,109.03612549998797,109.03612549998797,109.51949004107155,109.51949004107155,109.59075612504967,109.59075612504967,109.60282825003378,109.52413779101335,111.69268191605806,0,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,111.70267245802097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,0.1,-1.55,-1.55,-30,111.69286125001963,111.70267245802097,111.70267245802097,112.1861239579739,112.1861239579739,112.2573825,112.2573825,112.26930212497246,112.19074550003279,112.82640312507283,0,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,112.8361138330074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,0.25,-1.75,-1.75,30,112.82657999999356,112.8361138330074,112.8361138330074,113.3194945830619,113.3194945830619,113.39049891603645,113.39049891603645,113.40285783307627,113.32421691599302,113.85486304108053,0,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,113.85843025008217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,0.5,-1,-1,,113.85505970800295,113.85843025008217,113.85843025008217,114.35266383306589,114.35266383306589,114.42386108299252,114.42386108299252,114.42386108299252,114.35266383306589,114.97855220804922,0,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,114.98602695798036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,0.1,-1.45,-1.45,,114.97873874998186,114.98602695798036,114.98602695798036,115.47613387508318,115.47613387508318,115.55279204098042,115.55279204098042,115.55279204098042,115.47613387508318,116.00500541599467,0,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
,,,,,,,,,,,,,,,,,,,,,,,,,,116.00914754101541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,0.25,-0.25,-0.25,30,116.0051989160711,116.00914754101541,116.00914754101541,116.50286433298606,116.50286433298606,116.5759713749867,116.5759713749867,116.5759713749867,116.50935679103713,117.27921791607514,1,,,,,,,,701215,001,2025-08-14_13h31.56.552,tilt_staircase,2024.2.4,None,2025-08-14 13h33.50.153449 -0700
