center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,test.started,surround_practice_3.started,center_practice_3.started,key_resp_7.started,test.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,surround_practice.stopped,center_practice.stopped,text_11.started,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,practice_feedback.stopped,text_7.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,surround_practice_2.started,center_practice_2.started,surround_practice_2.stopped,center_practice_2.stopped,text_12.started,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trials.label,trials.nReps,trials.startVal,trials.maxVal,trials.minVal,trials.stepSizes,trials.stepType,trials.nUp,trials.nDown,trials.nReversals,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.intensity,center_angle,surround_angle,trial.started,resp.started,surround_grating.started,center_grating.started,text_3.started,surround_grating.stopped,center_grating.stopped,trial.stopped,trials.response,break_2.started,text_14.started,key_resp_9.started,break_2.stopped,blocks.key_resp_9.keys,blocks.key_resp_9.rt,blocks.key_resp_9.duration,end.started,text_4.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,244.13247141684406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,16,90,up,0.5,6.0,6.0,30,244.12567995884456,244.13247141684406,244.62251058383845,244.62251058383845,244.69922133395448,244.69922133395448,244.69922133395448,245.3912588339299,1,,,,,,,,,,,,,,,gabriel,001,2025-08-18_15h47.50.623,tilt_staircase,2024.2.4,None,2025-08-18 15h48.06.927580 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,245.39937137486413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,16,91,up,0.5,-6.5,-6.5,-30,245.39232029183768,245.39937137486413,245.89031791687012,245.89031791687012,245.96691695903428,245.96691695903428,245.96691695903428,247.16060562501661,0,,,,,,,,,,,,,,,gabriel,001,2025-08-18_15h47.50.623,tilt_staircase,2024.2.4,None,2025-08-18 15h48.06.927580 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,247.1661549168639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,16,92,down,0.5,0.0,0.0,,247.161791624967,247.1661549168639,247.6657732918393,247.6657732918393,247.73936512484215,247.73936512484215,247.73936512484215,249.05747508397326,0,,,,,,,,,,,,,,,gabriel,001,2025-08-18_15h47.50.623,tilt_staircase,2024.2.4,None,2025-08-18 15h48.06.927580 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,249.0664090840146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,16,93,down,0.5,0.0,0.0,,249.05881879199296,249.0664090840146,249.55824591685086,249.55824591685086,249.63303058384918,249.63303058384918,249.63303058384918,250.39975058403797,0,,,,,,,,,,,,,,,gabriel,001,2025-08-18_15h47.50.623,tilt_staircase,2024.2.4,None,2025-08-18 15h48.06.927580 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,250.40667316690087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,16,94,up,0.5,-5.5,-5.5,-30,250.4005514588207,250.40667316690087,250.88665749994107,250.88665749994107,250.96923941699788,250.96574687492102,250.96574687492102,251.70662520895712,1,,,,,,,,,,,,,,,gabriel,001,2025-08-18_15h47.50.623,tilt_staircase,2024.2.4,None,2025-08-18 15h48.06.927580 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,251.7152157088276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,16,95,up,0.5,5.0,5.0,30,251.70767566701397,251.7152157088276,252.2083181249909,252.2083181249909,252.28306891699322,252.28306891699322,252.28306891699322,252.9911202918738,1,,,,,,,,,,,,,,,gabriel,001,2025-08-18_15h47.50.623,tilt_staircase,2024.2.4,None,2025-08-18 15h48.06.927580 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,252.99919937504455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,17,96,up,0.5,0.5,0.5,,252.99222520901822,252.99919937504455,253.49133399990387,253.49133399990387,253.5665379590355,253.5665379590355,253.5665379590355,254.42747208382934,0,,,,,,,,,,,,,,,gabriel,001,2025-08-18_15h47.50.623,tilt_staircase,2024.2.4,None,2025-08-18 15h48.06.927580 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,254.43281091703102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,17,97,down,0.5,4.5,4.5,30,254.4284927500412,254.43281091703102,254.92450862494297,254.92450862494297,255.00580625003204,255.00001341686584,255.00001341686584,255.81097004190087,1,,,,,,,,,,,,,,,gabriel,001,2025-08-18_15h47.50.623,tilt_staircase,2024.2.4,None,2025-08-18 15h48.06.927580 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,255.8162961669732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,17,98,up,0.5,0.5,0.5,,255.81199854193255,255.8162961669732,256.3091156249866,256.3091156249866,256.38889112486504,256.38295070896856,256.38295070896856,257.1573886668775,0,,,,,,,,,,,,,,,gabriel,001,2025-08-18_15h47.50.623,tilt_staircase,2024.2.4,None,2025-08-18 15h48.06.927580 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,257.16578283393756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,17,99,down,0.5,5.5,5.5,30,257.15854904195294,257.16578283393756,257.65945741697215,257.65945741697215,257.73282687482424,257.73282687482424,257.73282687482424,258.4580380418338,1,,,,,,,,,,,,,,,gabriel,001,2025-08-18_15h47.50.623,tilt_staircase,2024.2.4,None,2025-08-18 15h48.06.927580 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,258.48294558399357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,17,100,up,0.5,-6.0,-6.0,-30,258.45942145888694,258.48294558399357,258.95843066694215,258.95843066694215,259.03291212487966,259.03291212487966,259.03291212487966,259.60817458387464,1,,,,,,,,,,,,,,,gabriel,001,2025-08-18_15h47.50.623,tilt_staircase,2024.2.4,None,2025-08-18 15h48.06.927580 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,259.6152331249323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,17,101,down,0.5,-6.0,-6.0,-30,259.6087962919846,259.6152331249323,260.1081800418906,260.1081800418906,260.18280787486583,260.18280787486583,260.18280787486583,261.06871833396144,0,,,,,,,,,,,,,,,gabriel,001,2025-08-18_15h47.50.623,tilt_staircase,2024.2.4,None,2025-08-18 15h48.06.927580 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,261.0778574999422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,18,102,down,0.5,-6.5,-6.5,-30,261.07079241704196,261.0778574999422,261.5661278748885,261.5661278748885,261.63883237494156,261.63883237494156,261.63883237494156,262.68868687492795,0,,,,,,,,,,,,,,,gabriel,001,2025-08-18_15h47.50.623,tilt_staircase,2024.2.4,None,2025-08-18 15h48.06.927580 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,262.6984039999079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,18,103,up,0.5,-5.5,-5.5,-30,262.68973791692406,262.6984039999079,263.1827465419192,263.1827465419192,263.26656445884146,263.25577849987894,263.25577849987894,264.1349717499688,0,,,,,,,,,,,,,,,gabriel,001,2025-08-18_15h47.50.623,tilt_staircase,2024.2.4,None,2025-08-18 15h48.06.927580 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,264.1427558748983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,18,104,up,0.5,1.0,1.0,,264.13610824989155,264.1427558748983,264.63178529194556,264.63178529194556,264.70610291697085,264.70610291697085,264.70610291697085,265.26847258396447,1,,,,,,,,,,,,,,,gabriel,001,2025-08-18_15h47.50.623,tilt_staircase,2024.2.4,None,2025-08-18 15h48.06.927580 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,265.27758624986745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,18,105,down,0.5,4.0,4.0,30,265.26971366698854,265.27758624986745,265.7652415840421,265.7652415840421,265.839601958869,265.839601958869,265.839601958869,266.5908162088599,0,,,,,,,,,,,,,,,gabriel,001,2025-08-18_15h47.50.623,tilt_staircase,2024.2.4,None,2025-08-18 15h48.06.927580 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,266.5987476250157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,18,106,down,0.5,5.0,5.0,30,266.59188824985176,266.5987476250157,267.09208741690964,267.09208741690964,267.1664243340492,267.1664243340492,267.1664243340492,269.0520751250442,1,,,,,,,,,,,,,,,gabriel,001,2025-08-18_15h47.50.623,tilt_staircase,2024.2.4,None,2025-08-18 15h48.06.927580 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,269.06095254188403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,18,107,up,0.5,1.0,1.0,,269.053836917039,269.06095254188403,269.54853583383374,269.54853583383374,269.6228538339492,269.6228538339492,269.6228538339492,270.256923958892,1,,,,,,,,,,,,,,,gabriel,001,2025-08-18_15h47.50.623,tilt_staircase,2024.2.4,None,2025-08-18 15h48.06.927580 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,270.26492058392614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,19,108,up,0.5,4.5,4.5,30,270.257967249956,270.26492058392614,270.7580113748554,270.7580113748554,270.83331629191525,270.83331629191525,270.83331629191525,271.5215593748726,0,,,,,,,,,,,,,,,gabriel,001,2025-08-18_15h47.50.623,tilt_staircase,2024.2.4,None,2025-08-18 15h48.06.927580 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,271.53241241700016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,19,109,up,0.5,-5.0,-5.0,-30,271.525376916863,271.53241241700016,272.0154779588338,272.0154779588338,272.0994529169984,272.08798654191196,272.08798654191196,272.9405232090503,1,,,,,,,,,,,,,,,gabriel,001,2025-08-18_15h47.50.623,tilt_staircase,2024.2.4,None,2025-08-18 15h48.06.927580 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,272.9483382918406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,19,110,down,0.5,4.5,4.5,30,272.9415239589289,272.9483382918406,273.4393125839997,273.4393125839997,273.5165824999567,273.5165824999567,273.5165824999567,274.4737566669937,1,,,,,,,,,,,,,,,gabriel,001,2025-08-18_15h47.50.623,tilt_staircase,2024.2.4,None,2025-08-18 15h48.06.927580 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,274.4823156669736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,19,111,up,0.5,-6.0,-6.0,-30,274.4749162090011,274.4823156669736,274.97525187488645,274.97525187488645,275.0498968749307,275.0498968749307,275.0498968749307,275.7065106248483,1,,,,,,,,,,,,,,,gabriel,001,2025-08-18_15h47.50.623,tilt_staircase,2024.2.4,None,2025-08-18 15h48.06.927580 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,275.71493187500164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,19,112,down,0.5,0.5,0.5,,275.70759079186246,275.71493187500164,276.2079088338651,276.2079088338651,276.28290620888583,276.28290620888583,276.28290620888583,277.0178101249039,1,,,,,,,,,,,,,,,gabriel,001,2025-08-18_15h47.50.623,tilt_staircase,2024.2.4,None,2025-08-18 15h48.06.927580 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,277.0250852499157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,19,113,down,0.5,0.5,0.5,,277.01914841705,277.0250852499157,277.51523049990647,277.51523049990647,277.5888009588234,277.5888009588234,277.5888009588234,278.21857183403336,0,,,,,,,,,,,,,,,gabriel,001,2025-08-18_15h47.50.623,tilt_staircase,2024.2.4,None,2025-08-18 15h48.06.927580 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,278.22654108400457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,20,114,up,0.5,1.0,1.0,,278.21973424986936,278.22654108400457,278.71517320885323,278.71517320885323,278.7892605839297,278.7892605839297,278.7892605839297,280.26773666683584,0,,,,,,,,,,,,,,,gabriel,001,2025-08-18_15h47.50.623,tilt_staircase,2024.2.4,None,2025-08-18 15h48.06.927580 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,280.27591545903124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,20,115,down,0.5,-5.5,-5.5,-30,280.268774749944,280.27591545903124,280.7662467090413,280.7662467090413,280.8393864999525,280.8393864999525,280.8393864999525,281.63520012493245,0,,,,,,,,,,,,,,,gabriel,001,2025-08-18_15h47.50.623,tilt_staircase,2024.2.4,None,2025-08-18 15h48.06.927580 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,281.6431769998744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,20,116,down,0.5,-6.5,-6.5,-30,281.63635079190135,281.6431769998744,282.131845084019,282.131845084019,282.20596924982965,282.20596924982965,282.20596924982965,282.85739945899695,0,,,,,,,,,,,,,,,gabriel,001,2025-08-18_15h47.50.623,tilt_staircase,2024.2.4,None,2025-08-18 15h48.06.927580 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,282.8651621248573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,20,117,down,0.5,0.0,0.0,,282.8585044168867,282.8651621248573,283.35803045891225,283.35803045891225,283.4327234169468,283.4327234169468,283.4327234169468,284.45178049989045,0,,,,,,,,,,,,,,,gabriel,001,2025-08-18_15h47.50.623,tilt_staircase,2024.2.4,None,2025-08-18 15h48.06.927580 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,284.4598850000184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,20,118,down,0.5,4.0,4.0,30,284.4531360419933,284.4598850000184,284.9483949588612,284.9483949588612,285.0205535418354,285.0205535418354,285.0205535418354,285.71241291682236,0,,,,,,,,,,,,,,,gabriel,001,2025-08-18_15h47.50.623,tilt_staircase,2024.2.4,None,2025-08-18 15h48.06.927580 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,285.7280302499421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,20,119,up,0.5,5.0,5.0,30,285.7148569589481,285.7280302499421,286.209234375041,286.209234375041,286.2896359588485,286.2834012499079,286.2834012499079,287.535018999828,1,,,,,,,,,,,,,,,gabriel,001,2025-08-18_15h47.50.623,tilt_staircase,2024.2.4,None,2025-08-18 15h48.06.927580 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,287.54339374997653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,21,120,up,0.5,4.5,4.5,30,287.5363949169405,287.54339374997653,288.0317638339475,288.0317638339475,288.10553220892325,288.10553220892325,288.10553220892325,289.0406661669258,1,,,,,,,,,,,,,,,gabriel,001,2025-08-18_15h47.50.623,tilt_staircase,2024.2.4,None,2025-08-18 15h48.06.927580 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,289.0487504589837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,21,121,up,0.5,-5.0,-5.0,-30,289.0419087498449,289.0487504589837,289.54186004190706,289.54186004190706,289.6163587500341,289.6163587500341,289.6163587500341,290.32416220894083,1,,,,,,,,,,,,,,,gabriel,001,2025-08-18_15h47.50.623,tilt_staircase,2024.2.4,None,2025-08-18 15h48.06.927580 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,290.3327526669018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,21,122,down,0.5,4.5,4.5,30,290.32529654190876,290.3327526669018,290.8251969588455,290.8251969588455,290.89947449998,290.89947449998,290.89947449998,291.44111324986443,1,,,,,,,,,,,,,,,gabriel,001,2025-08-18_15h47.50.623,tilt_staircase,2024.2.4,None,2025-08-18 15h48.06.927580 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,291.4490490418393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,21,123,up,0.5,0.5,0.5,,291.4422086668201,291.4490490418393,291.94020224991255,291.94020224991255,292.01665291702375,292.01665291702375,292.01665291702375,293.0515077498276,0,,,,,,,,,,,,,,,gabriel,001,2025-08-18_15h47.50.623,tilt_staircase,2024.2.4,None,2025-08-18 15h48.06.927580 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,293.06102020898834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,21,124,up,0.5,1.5,1.5,,293.0537179589737,293.06102020898834,293.5484034169931,293.5484034169931,293.62453312496655,293.62453312496655,293.62453312496655,294.2689868749585,1,,,,,,,,,,,,,,,gabriel,001,2025-08-18_15h47.50.623,tilt_staircase,2024.2.4,None,2025-08-18 15h48.06.927580 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,294.2773164999671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,21,125,up,0.5,-6.0,-6.0,-30,294.27027820888907,294.2773164999671,294.7651441670023,294.7651441670023,294.83982258383185,294.83982258383185,294.83982258383185,296.2718338749837,1,,,,,,,,,,,,,,,gabriel,001,2025-08-18_15h47.50.623,tilt_staircase,2024.2.4,None,2025-08-18 15h48.06.927580 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,296.28169408394024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,22,126,down,0.5,4.0,4.0,30,296.272873791866,296.28169408394024,296.7650372919161,296.7650372919161,296.84973350004293,296.8386349170469,296.8386349170469,298.1573939588852,0,,,,,,,,,,,,,,,gabriel,001,2025-08-18_15h47.50.623,tilt_staircase,2024.2.4,None,2025-08-18 15h48.06.927580 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,298.1652632090263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,22,127,up,0.5,1.0,1.0,,298.1584178749472,298.1652632090263,298.658705416834,298.658705416834,298.73310041683726,298.73310041683726,298.73310041683726,299.66905954200774,1,,,,,,,,,,,,,,,gabriel,001,2025-08-18_15h47.50.623,tilt_staircase,2024.2.4,None,2025-08-18 15h48.06.927580 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,299.67685445887037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,22,128,down,0.5,-6.5,-6.5,-30,299.67014375003055,299.67685445887037,300.1654804998543,300.1654804998543,300.2363259168342,300.2363259168342,300.2363259168342,300.93529858393595,1,,,,,,,,,,,,,,,gabriel,001,2025-08-18_15h47.50.623,tilt_staircase,2024.2.4,None,2025-08-18 15h48.06.927580 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,300.94343162490986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,22,129,down,0.5,1.0,1.0,,300.93634358397685,300.94343162490986,301.4317074168939,301.4317074168939,301.50401112483814,301.50401112483814,301.50401112483814,302.1815883340314,1,,,,,,,,,,,,,,,gabriel,001,2025-08-18_15h47.50.623,tilt_staircase,2024.2.4,None,2025-08-18 15h48.06.927580 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,302.19046770897694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,22,130,down,0.5,4.0,4.0,30,302.18217187491246,302.19046770897694,302.6730330840219,302.6730330840219,302.7537831249647,302.7485580840148,302.7485580840148,303.8510800418444,0,,,,,,,,,,,,,,,gabriel,001,2025-08-18_15h47.50.623,tilt_staircase,2024.2.4,None,2025-08-18 15h48.06.927580 -0400,
