center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,test.started,surround_practice_3.started,center_practice_3.started,key_resp_7.started,test.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,practice_feedback.stopped,text_7.stopped,text_11.started,surround_practice.stopped,center_practice.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,surround_practice_2.started,center_practice_2.started,surround_practice_2.stopped,center_practice_2.stopped,text_12.started,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trials.label,trials.nReps,trials.startVal,trials.maxVal,trials.minVal,trials.stepSizes,trials.stepType,trials.nUp,trials.nDown,trials.nReversals,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.intensity,surround_angle,trial.started,resp.started,surround_grating.started,center_grating.started,surround_grating.stopped,center_grating.stopped,text_3.started,trial.stopped,trials.response,end.started,text_4.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart
,,,,,,,,,,,,,,,,,,,,,,,96.54569350008387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,5,27,up,2,2,15,96.53950062498916,96.54569350008387,97.03524916607421,97.03524916607421,97.10866916598752,97.10866916598752,97.10866916598752,97.96863337501418,0,,,,,,,,343263,001,2025-08-14_20h51.56.267,tilt_staircase,2024.2.4,None,2025-08-14 20h52.14.723332 -0700
,,,,,,,,,,,,,,,,,,,,,,,97.97402954101562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,5,28,down,2,-2,,97.96956983301789,97.97402954101562,98.45973988,98.45973988,98.53527370805386,98.53527370805386,98.54159662500024,99.15321825,0,,,,,,,,343263,001,2025-08-14_20h51.56.267,tilt_staircase,2024.2.4,None,2025-08-14 20h52.14.723332 -0700
,,,,,,,,,,,,,,,,,,,,,,,99.16058821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,5,29,up,1,-6,-15,99.15412979,99.16058821,99.64308604,99.64308604,99.71918491600081,99.71918491600081,99.72536779101938,100.3204535410041,0,,,,,,,,343263,001,2025-08-14_20h51.56.267,tilt_staircase,2024.2.4,None,2025-08-14 20h52.14.723332 -0700
,,,,,,,,,,,,,,,,,,,,,,,100.32520924997516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,6,30,up,2,-3,-15,100.32096316607203,100.32520924997516,100.81804500008002,100.81804500008002,100.89013708301354,100.89013708301354,100.89013708301354,102.09626533300616,1,,,,,,,,343263,001,2025-08-14_20h51.56.267,tilt_staircase,2024.2.4,None,2025-08-14 20h52.14.723332 -0700
,,,,,,,,,,,,,,,,,,,,,,,102.10139237507246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,6,31,up,2,4,15,102.0972405000357,102.10139237507246,102.5926232910715,102.5926232910715,102.66860679106321,102.66860679106321,102.67478212504648,103.27110887505114,1,,,,,,,,343263,001,2025-08-14_20h51.56.267,tilt_staircase,2024.2.4,None,2025-08-14 20h52.14.723332 -0700
,,,,,,,,,,,,,,,,,,,,,,,103.27829741605092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,6,32,down,2,3,15,103.27207387506496,103.27829741605092,103.76844520808663,103.76844520808663,103.83977316599339,103.83977316599339,103.83977316599339,104.72019266604912,1,,,,,,,,343263,001,2025-08-14_20h51.56.267,tilt_staircase,2024.2.4,None,2025-08-14 20h52.14.723332 -0700
,,,,,,,,,,,,,,,,,,,,,,,104.72777162503917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,6,33,up,1,-1,,104.72119762504008,104.72777162503917,105.21827441605274,105.21827441605274,105.29216825007461,105.29216825007461,105.29216825007461,106.33730445802212,0,,,,,,,,343263,001,2025-08-14_20h51.56.267,tilt_staircase,2024.2.4,None,2025-08-14 20h52.14.723332 -0700
,,,,,,,,,,,,,,,,,,,,,,,106.34494316601194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,6,34,down,1,1,,106.33830425003543,106.34494316601194,106.83514883299358,106.83514883299358,106.90900458302349,106.90900458302349,106.90900458302349,107.63689804100432,1,,,,,,,,343263,001,2025-08-14_20h51.56.267,tilt_staircase,2024.2.4,None,2025-08-14 20h52.14.723332 -0700
,,,,,,,,,,,,,,,,,,,,,,,107.64312295801938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,6,35,up,1,-5,-15,107.63750029099174,107.64312295801938,108.13518320803996,108.13518320803996,108.2084540000651,108.2084540000651,108.2084540000651,108.84407350001857,0,,,,,,,,343263,001,2025-08-14_20h51.56.267,tilt_staircase,2024.2.4,None,2025-08-14 20h52.14.723332 -0700
,,,,,,,,,,,,,,,,,,,,,,,108.85189633304253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,7,36,down,1,3,15,108.8453205000842,108.85189633304253,109.34336150006857,109.34336150006857,109.41838475002442,109.41838475002442,109.41838475002442,110.05944874999113,0,,,,,,,,343263,001,2025-08-14_20h51.56.267,tilt_staircase,2024.2.4,None,2025-08-14 20h52.14.723332 -0700
,,,,,,,,,,,,,,,,,,,,,,,110.06776487501338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,7,37,up,1,0,,110.06044866598677,110.06776487501338,110.55946604104247,110.55946604104247,110.63577716599684,110.63577716599684,110.63577716599684,112.58841095806565,1,,,,,,,,343263,001,2025-08-14_20h51.56.267,tilt_staircase,2024.2.4,None,2025-08-14 20h52.14.723332 -0700
,,,,,,,,,,,,,,,,,,,,,,,112.59587179101072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,7,38,down,1,-4,-15,112.58946691604797,112.59587179101072,113.08579191600438,113.08579191600438,113.15886583307292,113.15886583307292,113.15886583307292,114.04624041600619,0,,,,,,,,343263,001,2025-08-14_20h51.56.267,tilt_staircase,2024.2.4,None,2025-08-14 20h52.14.723332 -0700
,,,,,,,,,,,,,,,,,,,,,,,114.05136704107281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,7,39,down,1,0,,114.04715916607529,114.05136704107281,114.54323512502015,114.54323512502015,114.61926175002009,114.61926175002009,114.61926175002009,115.45253945805598,0,,,,,,,,343263,001,2025-08-14_20h51.56.267,tilt_staircase,2024.2.4,None,2025-08-14 20h52.14.723332 -0700
,,,,,,,,,,,,,,,,,,,,,,,115.45733437500894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,7,40,down,2,1,15,115.45293750008568,115.45733437500894,115.94253566605039,115.94253566605039,116.01913308305666,116.01913308305666,116.02518387499731,116.62062533304561,0,,,,,,,,343263,001,2025-08-14_20h51.56.267,tilt_staircase,2024.2.4,None,2025-08-14 20h52.14.723332 -0700
,,,,,,,,,,,,,,,,,,,,,,,116.62789541599341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,7,41,up,1,-4,-15,116.62159920798149,116.62789541599341,117.11918341601267,117.11918341601267,117.19003525003791,117.19003525003791,117.19003525003791,117.87116216600407,0,,,,,,,,343263,001,2025-08-14_20h51.56.267,tilt_staircase,2024.2.4,None,2025-08-14 20h52.14.723332 -0700
,,,,,,,,,,,,,,,,,,,,,,,117.87951720808633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,8,42,up,1,2,15,117.87273379100952,117.87951720808633,118.36805808299687,118.36805808299687,118.4421397499973,118.4421397499973,118.4421397499973,119.03748449997511,0,,,,,,,,343263,001,2025-08-14_20h51.56.267,tilt_staircase,2024.2.4,None,2025-08-14 20h52.14.723332 -0700
,,,,,,,,,,,,,,,,,,,,,,,119.0459112500539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,8,43,up,0.5,0.5,,119.0391120830318,119.0459112500539,119.53516216599382,119.53516216599382,119.60674966603983,119.60674966603983,119.60674966603983,121.23562445805874,1,,,,,,,,343263,001,2025-08-14_20h51.56.267,tilt_staircase,2024.2.4,None,2025-08-14 20h52.14.723332 -0700
,,,,,,,,,,,,,,,,,,,,,,,121.24134775006678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,8,44,up,1,-3,-15,121.23614362499211,121.24134775006678,121.72624829097185,121.72624829097185,121.80180804105476,121.80180804105476,121.8082007500343,122.82067783304956,0,,,,,,,,343263,001,2025-08-14_20h51.56.267,tilt_staircase,2024.2.4,None,2025-08-14 20h52.14.723332 -0700
,,,,,,,,,,,,,,,,,,,,,,,122.82838495797478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,8,45,down,0.5,-0.5,,122.82181329105515,122.82838495797478,123.31867937499192,123.31867937499192,123.39164254104253,123.39164254104253,123.39164254104253,123.86008958297316,0,,,,,,,,343263,001,2025-08-14_20h51.56.267,tilt_staircase,2024.2.4,None,2025-08-14 20h52.14.723332 -0700
,,,,,,,,,,,,,,,,,,,,,,,123.86770591605455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,8,46,up,0.5,-3.5,-15,123.86104137508664,123.86770591605455,124.35957833298016,124.35957833298016,124.4514057909837,124.4514057909837,124.4514057909837,124.99485504103359,0,,,,,,,,343263,001,2025-08-14_20h51.56.267,tilt_staircase,2024.2.4,None,2025-08-14 20h52.14.723332 -0700
,,,,,,,,,,,,,,,,,,,,,,,125.00098287500441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,8,47,up,0.5,3.5,15,124.99581724999007,125.00098287500441,125.49291579099372,125.49291579099372,125.56847104104236,125.56847104104236,125.56847104104236,126.10426450008526,0,,,,,,,,343263,001,2025-08-14_20h51.56.267,tilt_staircase,2024.2.4,None,2025-08-14 20h52.14.723332 -0700
,,,,,,,,,,,,,,,,,,,,,,,126.11161220807116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,9,48,up,0.5,-3,-15,126.10528787504882,126.11161220807116,126.60182166600134,126.60182166600134,126.67514087504242,126.67514087504242,126.67514087504242,127.37487487506587,0,,,,,,,,343263,001,2025-08-14_20h51.56.267,tilt_staircase,2024.2.4,None,2025-08-14 20h52.14.723332 -0700
,,,,,,,,,,,,,,,,,,,,,,,127.38445550005417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,9,49,up,1,-2,-15,127.37595650006551,127.38445550005417,127.86852745804936,127.86852745804936,127.94118462502956,127.94118462502956,127.95577975001652,128.6934629160678,0,,,,,,,,343263,001,2025-08-14_20h51.56.267,tilt_staircase,2024.2.4,None,2025-08-14 20h52.14.723332 -0700
,,,,,,,,,,,,,,,,,,,,,,,128.701429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,9,50,up,0.5,4,15,128.69450108299498,128.701429,129.1871119160205,129.1871119160205,129.25623491604347,129.25623491604347,129.26836954103783,130.18631179106887,1,,,,,,,,343263,001,2025-08-14_20h51.56.267,tilt_staircase,2024.2.4,None,2025-08-14 20h52.14.723332 -0700
,,,,,,,,,,,,,,,,,,,,,,,130.19363837502897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,9,51,down,0.5,0,,130.18714075000025,130.19363837502897,130.67687958304305,130.67687958304305,130.7519311660435,130.7519311660435,130.75807866605464,131.43731341604143,0,,,,,,,,343263,001,2025-08-14_20h51.56.267,tilt_staircase,2024.2.4,None,2025-08-14 20h52.14.723332 -0700
,,,,,,,,,,,,,,,,,,,,,,,131.44494991598185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,9,52,up,1,3,15,131.43837583297864,131.44494991598185,131.9351887,131.9351887,132.00853029103018,132.00853029103018,132.00853029103018,133.02457304100972,0,,,,,,,,343263,001,2025-08-14_20h51.56.267,tilt_staircase,2024.2.4,None,2025-08-14 20h52.14.723332 -0700
,,,,,,,,,,,,,,,,,,,,,,,133.0349248329876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,9,53,up,0.5,0,,133.02555670798756,133.0349248329876,133.51859237498138,133.51859237498138,133.58892354101408,133.58892354101408,133.60246295807883,135.2414745000424,0,,,,,,,,343263,001,2025-08-14_20h51.56.267,tilt_staircase,2024.2.4,None,2025-08-14 20h52.14.723332 -0700
,,,,,,,,,,,,,,,,,,,,,,,135.25154283305164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,10,54,up,0.5,-2.5,-15,135.24247595807537,135.25154283305164,135.73581804102287,135.73581804102287,135.80561591603328,135.80561591603328,135.81917262508068,138.80494900001213,0,,,,,,,,343263,001,2025-08-14_20h51.56.267,tilt_staircase,2024.2.4,None,2025-08-14 20h52.14.723332 -0700
,,,,,,,,,,,,,,,,,,,,,,,138.8150780000724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,10,55,up,0.5,0.5,,138.80643683299422,138.8150780000724,139.30126237508375,139.30126237508375,139.37179383297917,139.37179383297917,139.37179383297917,140.34335108299274,1,,,,,,,,343263,001,2025-08-14_20h51.56.267,tilt_staircase,2024.2.4,None,2025-08-14 20h52.14.723332 -0700
,,,,,,,,,,,,,,,,,,,,,,,140.3509850410046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,10,56,up,1,-1,-15,140.34439070802182,140.3509850410046,140.84313779103104,140.84313779103104,140.91907033300959,140.91907033300959,140.91907033300959,141.62651316600386,1,,,,,,,,343263,001,2025-08-14_20h51.56.267,tilt_staircase,2024.2.4,None,2025-08-14 20h52.14.723332 -0700
,,,,,,,,,,,,,,,,,,,,,,,141.63420270802453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,10,57,down,0.5,3.5,15,141.6276167910546,141.63420270802453,142.12627033307217,142.12627033307217,142.20239062502515,142.20239062502515,142.20239062502515,144.2122272910783,1,,,,,,,,343263,001,2025-08-14_20h51.56.267,tilt_staircase,2024.2.4,None,2025-08-14 20h52.14.723332 -0700
,,,,,,,,,,,,,,,,,,,,,,,144.2222250830382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,10,58,up,0.5,0.5,,144.21492329100147,144.2222250830382,144.7103340830654,144.7103340830654,144.78579674998764,144.78579674998764,144.7918642499717,145.65415533306077,1,,,,,,,,343263,001,2025-08-14_20h51.56.267,tilt_staircase,2024.2.4,None,2025-08-14 20h52.14.723332 -0700
,,,,,,,,,,,,,,,,,,,,,,,145.66178299998865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,10,59,up,1,4,15,145.65527329104953,145.66178299998865,146.15235741599463,146.15235741599463,146.22489995800424,146.22489995800424,146.22489995800424,147.3041434159968,1,,,,,,,,343263,001,2025-08-14_20h51.56.267,tilt_staircase,2024.2.4,None,2025-08-14 20h52.14.723332 -0700
,,,,,,,,,,,,,,,,,,,,,,,147.3124724579975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,11,60,down,0.5,3.5,15,147.3055214160122,147.3124724579975,147.80169183306862,147.80169183306862,147.87539675005246,147.87539675005246,147.87539675005246,149.37951579107903,1,,,,,,,,343263,001,2025-08-14_20h51.56.267,tilt_staircase,2024.2.4,None,2025-08-14 20h52.14.723332 -0700
,,,,,,,,,,,,,,,,,,,,,,,149.38480891601648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,11,61,down,0.5,3,15,149.38048675004393,149.38480891601648,149.87624212505762,149.87624212505762,149.95165937498678,149.95165937498678,149.95165937498678,152.01993083301932,1,,,,,,,,343263,001,2025-08-14_20h51.56.267,tilt_staircase,2024.2.4,None,2025-08-14 20h52.14.723332 -0700
,,,,,,,,,,,,,,,,,,,,,,,152.0278037909884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,11,62,down,0.5,0,,152.02114462503232,152.0278037909884,152.50980404100846,152.50980404100846,152.58573166606948,152.58573166606948,152.59163395804353,157.12066170806065,1,,,,,,,,343263,001,2025-08-14_20h51.56.267,tilt_staircase,2024.2.4,None,2025-08-14 20h52.14.723332 -0700
,,,,,,,,,,,,,,,,,,,,,,,157.1283105830662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,11,63,down,0.5,0,,157.12170741602313,157.1283105830662,157.6184670830844,157.6184670830844,157.69138145807665,157.69138145807665,157.69138145807665,158.46239950007293,0,,,,,,,,343263,001,2025-08-14_20h51.56.267,tilt_staircase,2024.2.4,None,2025-08-14 20h52.14.723332 -0700
,,,,,,,,,,,,,,,,,,,,,,,158.46771504101343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,11,64,up,0.5,-2,-15,158.46340920799412,158.46771504101343,158.9598547500791,158.9598547500791,159.0357444579713,159.0357444579713,159.0357444579713,159.8066502910806,1,,,,,,,,343263,001,2025-08-14_20h51.56.267,tilt_staircase,2024.2.4,None,2025-08-14 20h52.14.723332 -0700
,,,,,,,,,,,,,,,,,,,,,,,159.81842104101088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,11,65,down,0.5,-1.5,-15,159.80764637503307,159.81842104101088,160.3012335000094,160.3012335000094,160.37240258301608,160.37240258301608,160.38455966603942,161.72707550006453,1,,,,,,,,343263,001,2025-08-14_20h51.56.267,tilt_staircase,2024.2.4,None,2025-08-14 20h52.14.723332 -0700
,,,,,,,,,,,,,,,,,,,,,,,161.73475850000978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,12,66,down,0.5,-2.5,-15,161.72812391608022,161.73475850000978,162.22608408308588,162.22608408308588,162.30159283301327,162.30159283301327,162.30159283301327,163.28678283304907,0,,,,,,,,343263,001,2025-08-14_20h51.56.267,tilt_staircase,2024.2.4,None,2025-08-14 20h52.14.723332 -0700
,,,,,,,,,,,,,,,,,,,,,,,163.29454020806588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,12,67,down,0.5,-2,-15,163.28821358305868,163.29454020806588,163.78579783299938,163.78579783299938,163.85800058301538,163.85800058301538,163.85800058301538,165.37086991604883,0,,,,,,,,343263,001,2025-08-14_20h51.56.267,tilt_staircase,2024.2.4,None,2025-08-14 20h52.14.723332 -0700
,,,,,,,,,,,,,,,,,,,,,,,165.37813700002152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,12,68,down,0.5,2.5,15,165.3717742500594,165.37813700002152,165.86830554099288,165.86830554099288,165.94017733307555,165.94017733307555,165.94017733307555,167.58896558301058,0,,,,,,,,343263,001,2025-08-14_20h51.56.267,tilt_staircase,2024.2.4,None,2025-08-14 20h52.14.723332 -0700
,,,,,,,,,,,,,,,,,,,,,,,167.5936337080784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,12,69,down,0.5,3,15,167.58942162501626,167.5936337080784,168.08546179102268,168.08546179102268,168.1578459580196,168.1578459580196,168.1578459580196,168.75530137505848,1,,,,,,,,343263,001,2025-08-14_20h51.56.267,tilt_staircase,2024.2.4,None,2025-08-14 20h52.14.723332 -0700
,,,,,,,,,,,,,,,,,,,,,,,168.76176787505392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,12,70,up,0.5,0.5,,168.7560352080036,168.76176787505392,169.25204616598785,169.25204616598785,169.32360137498472,169.32360137498472,169.32360137498472,169.89573491597548,1,,,,,,,,343263,001,2025-08-14_20h51.56.267,tilt_staircase,2024.2.4,None,2025-08-14 20h52.14.723332 -0700
,,,,,,,,,,,,,,,,,,,,,,,169.90115254104603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,12,71,down,0.5,-0.5,,169.89669658301864,169.90115254104603,170.39302050007973,170.39302050007973,170.4690859579714,170.4690859579714,170.4690859579714,171.6096293750452,0,,,,,,,,343263,001,2025-08-14_20h51.56.267,tilt_staircase,2024.2.4,None,2025-08-14 20h52.14.723332 -0700
