center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,orient_opacity,noise_opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,type,surr_type,isi,resp.keys,resp.rt,resp.duration,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr_example.started,key_resp_11.started,surround_practice_example.started,center_practice_example.started,text_15.started,instr_example.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,text_11.started,surround_practice.stopped,center_practice.stopped,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,practice_feedback.stopped,text_7.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,noise_2.started,surround_practice_2.started,center_practice_2.started,noise_2.stopped,surround_practice_2.stopped,center_practice_2.stopped,text_12.started,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,practice_feedback_timed.started,text_16.started,text_16.stopped,practice_feedback_timed.stopped,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trial.started,resp.started,noise_3.started,surround_grating.started,center_grating.started,noise_3.stopped,surround_grating.stopped,center_grating.stopped,trial.stopped,trials.resp.keys,trials.resp.rt,trials.resp.duration,break_2.started,break_2.stopped,trials.key_resp_10.keys,text_2.started,key_resp_10.started,trials.key_resp_10.rt,trials.key_resp_10.duration,end.started,text_14.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
-2,-15.0,,84,84,0,,,,,100,0,,,,,c-2,negs,1.25,period,2.224228792008944,None,None,,,,,,,,,,,0,84,84,417,313.7738360000076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.765017000027,313.7738360000076,315.0095269579906,315.0095269579906,315.0095269579906,315.0815829160274,315.0815829160274,315.0815829160274,316.00111754098907,period,2.224228792008944,None,316.0012165409862,316.00126058299793,None,,,,,,,,,,,,21040109,1,2026-04-13_12h22.22.667,tilt_mocs,2024.2.4,None,2026-04-13 12h22.37.394450 -0400,
2,15.0,,85,85,0,,,,,100,0,,,,,c+2,poss,0.5,period,1.4690111670061015,None,None,,,,,,,,,,,0,85,85,93,316.01217624999117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.0032486660057,316.01217624999117,316.50228995800717,316.50228995800717,316.50228995800717,316.5767059579957,316.5767059579957,316.5767059579957,317.484249458008,period,1.4690111670061015,None,317.484474625031,317.4845706250053,None,,,,,,,,,,,,21040109,1,2026-04-13_12h22.22.667,tilt_mocs,2024.2.4,None,2026-04-13 12h22.37.394450 -0400,
-6,-15.0,,86,86,0,,,,,100,0,,,,,c-6,negs,0.5,z,1.664247750013601,None,None,,,,,,,,,,,0,86,86,300,317.4962345830281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.4871293749893,317.4962345830281,317.98596291599097,317.98596291599097,317.98596291599097,318.0600690830033,318.0600690830033,318.0600690830033,319.1635075000231,z,1.664247750013601,None,319.1636569160037,319.16371704102494,None,,,,,,,,,,,,21040109,1,2026-04-13_12h22.22.667,tilt_mocs,2024.2.4,None,2026-04-13 12h22.37.394450 -0400,
-4,-15.0,,87,87,0,,,,,100,0,,,,,c-4,negs,1.25,z,2.5260990830138326,None,None,,,,,,,,,,,0,87,87,377,319.1743722499814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.16597049997654,319.1743722499814,320.40963858301984,320.40963858301984,320.40963858301984,320.4814746250049,320.4814746250049,320.4814746250049,321.72779216599884,z,2.5260990830138326,None,321.7279163749772,321.72797349997563,None,,,,,,,,,,,,21040109,1,2026-04-13_12h22.22.667,tilt_mocs,2024.2.4,None,2026-04-13 12h22.37.394450 -0400,
2,0.0,,88,88,0,,,,,0,100,,,,,c+2,noss,0.75,period,2.9568613750161603,None,None,,,,,,,,,,,0,88,88,650,321.743518125033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.730357500026,321.743518125033,322.4763734160224,322.4763734160224,322.4763734160224,322.5486797079793,322.5486797079793,322.5486797079793,324.70349054102553,period,2.9568613750161603,None,324.703638624982,324.70370241597993,None,,,,,,,,,,,,21040109,1,2026-04-13_12h22.22.667,tilt_mocs,2024.2.4,None,2026-04-13 12h22.37.394450 -0400,
0,15.0,,89,89,0,,,,,100,0,,,,,c+0,poss,1.25,period,2.930713583016768,None,None,,,,,,,,,,,0,89,89,79,324.71461262501543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.7064119160059,324.71461262501543,325.95201537502,325.95201537502,325.95201537502,326.0269763750257,326.0269763750257,326.0269763750257,327.6515822910005,period,2.930713583016768,None,327.6516830829787,327.65173158299876,None,,,,,,,,,,,,21040109,1,2026-04-13_12h22.22.667,tilt_mocs,2024.2.4,None,2026-04-13 12h22.37.394450 -0400,
0,-15.0,,90,90,0,,,,,100,0,,,,,c+0,negs,0.75,period,1.5403934170026332,None,None,,,,,,,,,,,0,90,90,436,327.662756500009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.6537556250114,327.662756500009,328.4029499160242,328.4029499160242,328.4029499160242,328.48313641600544,328.48313641600544,328.48313641600544,329.212864000001,period,1.5403934170026332,None,329.21303049998824,329.2130976250046,None,,,,,,,,,,,,21040109,1,2026-04-13_12h22.22.667,tilt_mocs,2024.2.4,None,2026-04-13 12h22.37.394450 -0400,
-2,-15.0,,91,91,0,,,,,100,0,,,,,c-2,negs,0.75,period,1.3036509589874186,None,None,,,,,,,,,,,0,91,91,396,329.2247160000261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.2156223329948,329.2247160000261,329.9601960409782,329.9601960409782,329.9601960409782,330.0324917079997,330.0324917079997,330.0324917079997,330.53482704103226,period,1.3036509589874186,None,330.5349378749961,330.53498295799363,None,,,,,,,,,,,,21040109,1,2026-04-13_12h22.22.667,tilt_mocs,2024.2.4,None,2026-04-13 12h22.37.394450 -0400,
0,15.0,,92,92,0,,,,,100,0,,,,,c+0,poss,1.25,z,1.9476584590156563,None,None,,,,,,,,,,,0,92,92,83,330.54595125000924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.53700966597535,330.54595125000924,331.78669887501746,331.78669887501746,331.78669887501746,331.8606633329764,331.8606633329764,331.8606633329764,332.4964989160071,z,1.9476584590156563,None,332.4966440409771,332.49670454103034,None,,,,,,,,,,,,21040109,1,2026-04-13_12h22.22.667,tilt_mocs,2024.2.4,None,2026-04-13 12h22.37.394450 -0400,
0,0.0,,93,93,0,,,,,0,100,,,,,c+0,noss,0.5,z,1.835953417001292,None,None,,,,,,,,,,,0,93,93,597,332.5076710000285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.49891108297743,332.5076710000285,332.99339974997565,332.99339974997565,332.99339974997565,333.0663402079954,333.0663402079954,333.0663402079954,334.3466480409843,z,1.835953417001292,None,334.34679741598666,334.3468582080095,None,,,,,,,,,,,,21040109,1,2026-04-13_12h22.22.667,tilt_mocs,2024.2.4,None,2026-04-13 12h22.37.394450 -0400,
2,-15.0,,94,94,0,,,,,100,0,,,,,c+2,negs,0.75,period,1.3582181250094436,None,None,,,,,,,,,,,0,94,94,476,334.35791441600304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.3490815410041,334.35791441600304,335.0934967910289,335.0934967910289,335.0934967910289,335.17747770802816,335.17747770802816,335.17747770802816,335.71886862500105,period,1.3582181250094436,None,335.71897525002714,335.7190204160288,None,,,,,,,,,,,,21040109,1,2026-04-13_12h22.22.667,tilt_mocs,2024.2.4,None,2026-04-13 12h22.37.394450 -0400,
2,0.0,,95,95,0,,,,,0,100,,,,,c+2,noss,1.0,period,2.208674790977966,None,None,,,,,,,,,,,0,95,95,659,335.7298428330105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.7210584580316,335.7298428330105,336.71941233298276,336.71941233298276,336.71941233298276,336.79412708297605,336.79412708297605,336.79412708297605,337.94668541598367,period,2.208674790977966,None,337.94685879099416,337.9469193749828,None,,,,,,,,,,,,21040109,1,2026-04-13_12h22.22.667,tilt_mocs,2024.2.4,None,2026-04-13 12h22.37.394450 -0400,
-4,0.0,,96,96,0,,,,,0,100,,,,,c-4,noss,1.0,z,1.5848557080025785,None,None,,,,,,,,,,,0,96,96,530,337.9597341659828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.9504518749891,337.9597341659828,338.94358470803127,338.94358470803127,338.94358470803127,339.01435841602506,339.01435841602506,339.01435841602506,339.5475365410093,z,1.5848557080025785,None,339.5476885830285,339.5477509580087,None,,,,,,,,,,,,21040109,1,2026-04-13_12h22.22.667,tilt_mocs,2024.2.4,None,2026-04-13 12h22.37.394450 -0400,
4,0.0,,97,97,0,,,,,0,100,,,,,c+4,noss,1.25,period,1.8941078330390155,None,None,,,,,,,,,,,0,97,97,709,339.5590594160021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.54999899998074,339.5590594160021,340.79366491601104,340.79366491601104,340.79366491601104,340.8662620410323,340.8662620410323,340.8662620410323,341.46308762498666,period,1.8941078330390155,None,341.4632180830231,341.4632753750193,None,,,,,,,,,,,,21040109,1,2026-04-13_12h22.22.667,tilt_mocs,2024.2.4,None,2026-04-13 12h22.37.394450 -0400,
2,-15.0,,98,98,0,,,,,100,0,,,,,c+2,negs,0.5,period,1.0403269589878619,None,None,,,,,,,,,,,0,98,98,464,341.47469345800346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.4657746250159,341.47469345800346,341.9604322910309,341.9604322910309,341.9604322910309,342.0335734160035,342.0335734160035,342.0335734160035,342.51935412501916,period,1.0403269589878619,None,342.5194776660064,342.5195337079931,None,,,,,,,,,,,,21040109,1,2026-04-13_12h22.22.667,tilt_mocs,2024.2.4,None,2026-04-13 12h22.37.394450 -0400,
4,15.0,,99,99,0,,,,,100,0,,,,,c+4,poss,1.25,z,2.0739665419678204,None,None,,,,,,,,,,,0,99,99,164,342.5301194160129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.5217754999758,342.5301194160129,343.7703445000225,343.7703445000225,343.7703445000225,343.8444454160053,343.8444454160053,343.8444454160053,344.6138544580317,z,2.0739665419678204,None,344.6140072909766,344.6140713330242,None,,,,,,,,,,,,21040109,1,2026-04-13_12h22.22.667,tilt_mocs,2024.2.4,None,2026-04-13 12h22.37.394450 -0400,
4,15.0,,100,100,0,,,,,100,0,,,,,c+4,poss,1.25,z,1.8694187919609249,None,None,,,,,,,,,,,0,100,100,166,344.6255760830245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.6164529999951,344.6255760830245,345.86033358302666,345.86033358302666,345.86033358302666,345.9328387500136,345.9328387500136,345.9328387500136,346.4978159579914,z,1.8694187919609249,None,346.4980493329931,346.4981569160009,None,,,,,,,,,,,,21040109,1,2026-04-13_12h22.22.667,tilt_mocs,2024.2.4,None,2026-04-13 12h22.37.394450 -0400,
-8,-15.0,,101,101,0,,,,,100,0,,,,,c-8,negs,0.75,z,1.425180625054054,None,None,,,,,,,,,,,0,101,101,271,346.5101322500268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.50078133301577,346.5101322500268,347.2439261249965,347.2439261249965,347.2439261249965,347.31582187500317,347.31582187500317,347.31582187500317,347.946631000028,z,1.425180625054054,None,347.9467841659789,347.94684816600056,None,,,,,,,,,,,,21040109,1,2026-04-13_12h22.22.667,tilt_mocs,2024.2.4,None,2026-04-13 12h22.37.394450 -0400,
-2,0.0,,102,102,0,,,,,0,100,,,,,c-2,noss,1.0,z,1.564967209007591,None,None,,,,,,,,,,,0,102,102,570,347.9590574579779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.9498030830291,347.9590574579779,348.94402416597586,348.94402416597586,348.94402416597586,349.0159060829901,349.0159060829901,349.0159060829901,349.53051979100564,z,1.564967209007591,None,349.5306575410068,349.5307194580091,None,,,,,,,,,,,,21040109,1,2026-04-13_12h22.22.667,tilt_mocs,2024.2.4,None,2026-04-13 12h22.37.394450 -0400,
0,15.0,,103,103,0,,,,,100,0,,,,,c+0,poss,0.5,z,1.1745260000461712,None,None,,,,,,,,,,,0,103,103,49,349.541993166029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.53293779102387,349.541993166029,350.0274625000311,350.0274625000311,350.0274625000311,350.09922108298633,350.09922108298633,350.09922108298633,350.71982295799535,z,1.1745260000461712,None,350.71995887497906,350.72002054098994,None,,,,,,,,,,,,21040109,1,2026-04-13_12h22.22.667,tilt_mocs,2024.2.4,None,2026-04-13 12h22.37.394450 -0400,
-4,-15.0,,104,104,0,,,,,100,0,,,,,c-4,negs,1.0,period,2.2160839999560267,None,None,,,,,,,,,,,0,104,104,363,350.7306071249768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.7223411659943,350.7306071249768,351.72032483300427,351.72032483300427,351.72032483300427,351.79433187498944,351.79433187498944,351.79433187498944,352.95277304097544,period,2.2160839999560267,None,352.95290991599904,352.952970791026,None,,,,,,,,,,,,21040109,1,2026-04-13_12h22.22.667,tilt_mocs,2024.2.4,None,2026-04-13 12h22.37.394450 -0400,
2,-15.0,,105,105,0,,,,,100,0,,,,,c+2,negs,1.0,period,1.9047245829715393,None,None,,,,,,,,,,,0,105,105,486,352.9637542500277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.95547512499616,352.9637542500277,353.95402958302293,353.95402958302293,353.95402958302293,354.0281907080207,354.0281907080207,354.0281907080207,354.871518208005,period,1.9047245829715393,None,354.8716686249827,354.8717327910126,None,,,,,,,,,,,,21040109,1,2026-04-13_12h22.22.667,tilt_mocs,2024.2.4,None,2026-04-13 12h22.37.394450 -0400,
-2,0.0,,106,106,0,,,,,0,100,,,,,c-2,noss,1.25,z,2.7460256660124287,None,None,,,,,,,,,,,0,106,106,580,354.8824140410288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.87445483298507,354.8824140410288,356.12038408301305,356.12038408301305,356.12038408301305,356.1947855830076,356.1947855830076,356.1947855830076,357.63225229101954,z,2.7460256660124287,None,357.6324252500199,357.6324920830084,None,,,,,,,,,,,,21040109,1,2026-04-13_12h22.22.667,tilt_mocs,2024.2.4,None,2026-04-13 12h22.37.394450 -0400,
0,15.0,,107,107,0,,,,,100,0,,,,,c+0,poss,1.0,z,1.7409855830483139,None,None,,,,,,,,,,,0,107,107,73,357.64405250002164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.6350987079786,357.64405250002164,358.6270774580189,358.6270774580189,358.6270774580189,358.70050720800646,358.70050720800646,358.70050720800646,359.41241762501886,z,1.7409855830483139,None,359.4125463750097,359.4126035409863,None,,,,,,,,,,,,21040109,1,2026-04-13_12h22.22.667,tilt_mocs,2024.2.4,None,2026-04-13 12h22.37.394450 -0400,
4,0.0,,108,108,0,,,,,0,100,,,,,c+4,noss,1.0,period,2.072823124995921,None,None,,,,,,,,,,,0,108,108,695,359.4283293330227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.41500708297826,359.4283293330227,360.41118562500924,360.41118562500924,360.41118562500924,360.4837259579799,360.4837259579799,360.4837259579799,361.50373329099966,period,2.072823124995921,None,361.50387399998726,361.50393150001764,None,,,,,,,,,,,,21040109,1,2026-04-13_12h22.22.667,tilt_mocs,2024.2.4,None,2026-04-13 12h22.37.394450 -0400,
-8,-15.0,,109,109,0,,,,,100,0,,,,,c-8,negs,1.25,period,2.2172049999935552,None,None,,,,,,,,,,,0,109,109,286,361.5144128749962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.50628229102585,361.5144128749962,362.7539357910282,362.7539357910282,362.7539357910282,362.8282556660124,362.8282556660124,362.8282556660124,363.73556162498426,period,2.2172049999935552,None,363.73566700000083,363.7357167500304,None,,,,,,,,,,,,21040109,1,2026-04-13_12h22.22.667,tilt_mocs,2024.2.4,None,2026-04-13 12h22.37.394450 -0400,
-8,-15.0,,110,110,0,,,,,100,0,,,,,c-8,negs,0.5,period,2.238208999973722,None,None,,,,,,,,,,,0,110,110,253,363.74678654101444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.737765665981,363.74678654101444,364.237208208011,364.237208208011,364.237208208011,364.3116644999827,364.3116644999827,364.3116644999827,365.9971961660194,period,2.238208999973722,None,365.99732729099924,365.99738850002177,None,,,,,,,,,,,,21040109,1,2026-04-13_12h22.22.667,tilt_mocs,2024.2.4,None,2026-04-13 12h22.37.394450 -0400,
-4,0.0,,111,111,0,,,,,0,100,,,,,c-4,noss,0.5,z,1.908299957984127,None,None,,,,,,,,,,,0,111,111,510,366.0089071660186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.9998784160125,366.0089071660186,366.49460700002965,366.49460700002965,366.49460700002965,366.5667211660184,366.5667211660184,366.5667211660184,367.92021533299703,z,1.908299957984127,None,367.92031737498473,367.92036529100733,None,,,,,,,,,,,,21040109,1,2026-04-13_12h22.22.667,tilt_mocs,2024.2.4,None,2026-04-13 12h22.37.394450 -0400,
2,15.0,,112,112,0,,,,,100,0,,,,,c+2,poss,1.0,z,2.6251556249917485,None,None,,,,,,,,,,,0,112,112,109,367.930755999987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.92242433299543,367.930755999987,368.919997583027,368.919997583027,368.919997583027,368.9951515410212,368.9951515410212,368.9951515410212,370.5639508329914,z,2.6251556249917485,None,370.5640787080047,370.5641348329955,None,,,,,,,,,,,,21040109,1,2026-04-13_12h22.22.667,tilt_mocs,2024.2.4,None,2026-04-13 12h22.37.394450 -0400,
4,0.0,,113,113,0,,,,,0,100,,,,,c+4,noss,1.25,period,1.978037792025134,None,None,,,,,,,,,,,0,113,113,711,370.5754557499895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.5666621249984,370.5754557499895,371.81076758302515,371.81076758302515,371.81076758302515,371.8849037080072,371.8849037080072,371.8849037080072,372.564509791031,period,1.978037792025134,None,372.56475491600577,372.56485349999275,None,,,,,,,,,,,,21040109,1,2026-04-13_12h22.22.667,tilt_mocs,2024.2.4,None,2026-04-13 12h22.37.394450 -0400,
2,15.0,,114,114,0,,,,,100,0,,,,,c+2,poss,1.25,period,2.594794999982696,None,None,,,,,,,,,,,0,114,114,122,372.5765961660072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.56742770801065,372.5765961660072,373.8115210830001,373.8115210830001,373.8115210830001,373.88509658299154,373.88509658299154,373.88509658299154,375.18179383297684,period,2.594794999982696,None,375.18194579100236,375.18201854103245,None,,,,,,,,,,,,21040109,1,2026-04-13_12h22.22.667,tilt_mocs,2024.2.4,None,2026-04-13 12h22.37.394450 -0400,
0,0.0,,115,115,0,,,,,0,100,,,,,c+0,noss,1.0,period,2.473021667043213,None,None,,,,,,,,,,,0,115,115,619,375.1936852079816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.1846303329803,375.1936852079816,376.17856579099316,376.17856579099316,376.17856579099316,376.2498885830282,376.2498885830282,376.2498885830282,377.66940808302024,period,2.473021667043213,None,377.669510458014,377.669556458015,None,,,,,,,,,,,,21040109,1,2026-04-13_12h22.22.667,tilt_mocs,2024.2.4,None,2026-04-13 12h22.37.394450 -0400,
-8,-15.0,,116,116,0,,,,,100,0,,,,,c-8,negs,1.0,z,2.071592249965761,None,None,,,,,,,,,,,0,116,116,275,377.68072437500814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.67158687498886,377.68072437500814,378.6711714580306,378.6711714580306,378.6711714580306,378.74557254102547,378.74557254102547,378.74557254102547,379.7554017499788,z,2.071592249965761,None,379.7555454579997,379.7556025829981,None,,,,,,,,,,,,21040109,1,2026-04-13_12h22.22.667,tilt_mocs,2024.2.4,None,2026-04-13 12h22.37.394450 -0400,
-4,0.0,,117,117,0,,,,,0,100,,,,,c-4,noss,0.75,z,1.450492416974157,None,None,,,,,,,,,,,0,117,117,521,379.7657594580087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.75767508300487,379.7657594580087,380.5052158330218,380.5052158330218,380.5052158330218,380.5789165000315,380.5789165000315,380.5789165000315,381.22060416598106,z,1.450492416974157,None,381.2207266659825,381.220782999997,None,,,,,,,,,,,,21040109,1,2026-04-13_12h22.22.667,tilt_mocs,2024.2.4,None,2026-04-13 12h22.37.394450 -0400,
-4,0.0,,118,118,0,,,,,0,100,,,,,c-4,noss,1.25,z,1.7981666669948027,None,None,,,,,,,,,,,0,118,118,545,381.2315611660015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.2230141659966,381.2315611660015,382.4715200830251,382.4715200830251,382.4715200830251,382.5518661250244,382.5518661250244,382.5518661250244,383.0325801660074,z,1.7981666669948027,None,383.0327641250333,383.03282816603314,None,,,,,,,,,,,,21040109,1,2026-04-13_12h22.22.667,tilt_mocs,2024.2.4,None,2026-04-13 12h22.37.394450 -0400,
-8,-15.0,,119,119,0,,,,,100,0,,,,,c-8,negs,0.5,z,1.1269667919841595,None,None,,,,,,,,,,,0,119,119,258,383.04513433302054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.0359204580309,383.04513433302054,383.52848149999045,383.52848149999045,383.52848149999045,383.60139862500364,383.60139862500364,383.60139862500364,384.18124758300837,z,1.1269667919841595,None,384.1813722079969,384.1814283329877,None,,,,,,,,,,,,21040109,1,2026-04-13_12h22.22.667,tilt_mocs,2024.2.4,None,2026-04-13 12h22.37.394450 -0400,
8,15.0,,120,120,0,,,,,100,0,,,,,c+8,poss,0.5,period,1.2738655419670977,None,None,,,,,,,,,,,0,120,120,214,384.19264845800353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.1840131659992,384.19264845800353,384.67787266598316,384.67787266598316,384.67787266598316,384.75164750003023,384.75164750003023,384.75164750003023,385.47054775001016,period,1.2738655419670977,None,385.4706900410238,385.4707517910283,None,,,,,,,,,,,,21040109,1,2026-04-13_12h22.22.667,tilt_mocs,2024.2.4,None,2026-04-13 12h22.37.394450 -0400,
-8,-15.0,,121,121,0,,,,,100,0,,,,,c-8,negs,1.25,z,2.0708554580342025,None,None,,,,,,,,,,,0,121,121,290,385.48160887497943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.4729095000075,385.48160887497943,386.72137437498895,386.72137437498895,386.72137437498895,386.79581974999746,386.79581974999746,386.79581974999746,387.56481524999253,z,2.0708554580342025,None,387.56492537498707,387.56497100001434,None,,,,,,,,,,,,21040109,1,2026-04-13_12h22.22.667,tilt_mocs,2024.2.4,None,2026-04-13 12h22.37.394450 -0400,
4,15.0,,122,122,0,,,,,100,0,,,,,c+4,poss,0.5,period,1.1256209160201252,None,None,,,,,,,,,,,0,122,122,136,387.5757772080251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.5670007499866,387.5757772080251,388.0620426660171,388.0620426660171,388.0620426660171,388.1341982909944,388.1341982909944,388.1341982909944,388.70481904101325,period,1.1256209160201252,None,388.70494429097744,388.7049992909888,None,,,,,,,,,,,,21040109,1,2026-04-13_12h22.22.667,tilt_mocs,2024.2.4,None,2026-04-13 12h22.37.394450 -0400,
