center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,type,surr_type,surr_opacity,isi,resp.keys,resp.rt,resp.duration,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr_example.started,key_resp_11.started,surround_practice_example.started,center_practice_example.started,text_15.started,instr_example.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,text_11.started,surround_practice.stopped,center_practice.stopped,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,practice_feedback.stopped,text_7.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,surround_practice_2.started,center_practice_2.started,surround_practice_2.stopped,center_practice_2.stopped,text_12.started,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,practice_feedback_timed.started,text_16.started,text_16.stopped,practice_feedback_timed.stopped,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trial.started,resp.started,surround_grating.started,center_grating.started,surround_grating.stopped,center_grating.stopped,trial.stopped,trials.resp.keys,trials.resp.rt,trials.resp.duration,break_2.started,break_2.stopped,trials.key_resp_10.keys,text_2.started,key_resp_10.started,trials.key_resp_10.rt,trials.key_resp_10.duration,end.started,text_14.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
2,-15.0,,88,88,0,,,,,,,,,,c+2,negs,100,0.75,period,1.2345768750092248,None,None,,,,,,,,,,,0,88,88,408,241.53045729199948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.52122970799974,241.53045729199948,242.26453554200998,242.26453554200998,242.3365464170056,242.3365464170056,242.7674903330044,period,1.2345768750092248,None,242.76759591700102,242.76763962500263,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
8,15.0,,89,89,0,,,,,,,,,,c+8,poss,100,1.25,period,1.7908789590001106,None,None,,,,,,,,,,,0,89,89,208,242.7782718330127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.76966275001178,242.7782718330127,244.01454695800203,244.01454695800203,244.0870853330125,244.0870853330125,244.57323691700003,period,1.7908789590001106,None,244.57336775001022,244.57342233300733,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
6,15.0,,90,90,0,,,,,,,,,,c+6,poss,100,0.75,period,1.5147839579876745,None,None,,,,,,,,,,,0,90,90,153,244.5842953750107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.57536670801346,244.5842953750107,245.3238778750092,245.3238778750092,245.39836845800164,245.39836845800164,246.11008695801138,period,1.5147839579876745,None,246.11018954199972,246.1102338750061,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
-1,0.0,,91,91,0,,,,,,,,,,c-1,noss,0,0.5,z,0.9860019170009764,None,None,,,,,,,,,,,0,91,91,509,246.1172378330084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.11218558301334,246.1172378330084,246.60680841701105,246.60680841701105,246.68163070800074,246.68163070800074,247.1056894580106,z,0.9860019170009764,None,247.10578991701186,247.10583300000872,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
-2,-15.0,,92,92,0,,,,,,,,,,c-2,negs,100,1.25,period,1.7219683330040425,None,None,,,,,,,,,,,0,92,92,354,247.11681087501347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.1077556250093,247.11681087501347,248.35689645800448,248.35689645800448,248.43177666701376,248.43177666701376,248.8507367500133,period,1.7219683330040425,None,248.85083820800355,248.85088350001024,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
8,15.0,,93,93,0,,,,,,,,,,c+8,poss,100,1.0,period,1.7444172089890344,None,None,,,,,,,,,,,0,93,93,200,248.86518608299957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.85281550000946,248.86518608299957,249.84802629200567,249.84802629200567,249.92042841701186,249.92042841701186,250.6181080830138,period,1.7444172089890344,None,250.61824962501123,250.61830779199954,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
-8,-15.0,,94,94,0,,,,,,,,,,c-8,negs,100,0.75,z,1.3286681249883259,None,None,,,,,,,,,,,0,94,94,227,250.62953954200202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.62052020800184,250.62953954200202,251.36469941701216,251.36469941701216,251.43682983300823,251.43682983300823,251.9674687920051,z,1.3286681249883259,None,251.9675962080073,251.96765100001357,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
0,-15.0,,95,95,0,,,,,,,,,,c+0,negs,100,1.0,period,1.5882498749997467,None,None,,,,,,,,,,,0,95,95,385,251.97843975000433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.9697862920002,251.97843975000433,252.96487845800584,252.96487845800584,253.03799116700247,253.03799116700247,253.57378837501165,period,1.5882498749997467,None,253.57389529200736,253.5739422080078,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
4,0.0,,96,96,0,,,,,,,,,,c+4,noss,0,0.75,period,1.2332595419866266,None,None,,,,,,,,,,,0,96,96,629,253.58456041700265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.57593416700547,253.58456041700265,254.32408158300677,254.32408158300677,254.39860008300457,254.39860008300457,254.82329075000598,period,1.2332595419866266,None,254.8234013330075,254.82344445800118,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
2,-15.0,,97,97,0,,,,,,,,,,c+2,negs,100,0.5,period,1.004676707991166,None,None,,,,,,,,,,,0,97,97,404,254.83443312501186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.8253915420064,254.83443312501186,255.32433875001152,255.32433875001152,255.39875958301127,255.39875958301127,255.85082466700987,period,1.004676707991166,None,255.85095158300828,255.85102016699966,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
0,15.0,,98,98,0,,,,,,,,,,c+0,poss,100,0.75,z,1.2279664590023458,None,None,,,,,,,,,,,0,98,98,50,255.8618085830094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.85319491701375,255.8618085830094,256.59740412500105,256.59740412500105,256.67020766700443,256.67020766700443,257.101341667003,z,1.2279664590023458,None,257.1014790000045,257.1015400000033,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
1,0.0,,99,99,0,,,,,,,,,,c+1,noss,0,1.0,period,1.5029579169931822,None,None,,,,,,,,,,,0,99,99,558,257.11270495801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.10382191700046,257.11270495801,258.09774916700553,258.09774916700553,258.1713929170073,258.1713929170073,258.61862925000605,period,1.5029579169931822,None,258.6187815420126,258.61887054200633,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
2,-15.0,,100,100,0,,,,,,,,,,c+2,negs,100,1.25,period,1.8104653749905992,None,None,,,,,,,,,,,0,100,100,425,258.62994041701313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.62111887500214,258.62994041701313,259.8650119170052,259.8650119170052,259.9374315000023,259.9374315000023,260.4513457080029,period,1.8104653749905992,None,260.45151437500317,260.45157237500825,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
-2,-15.0,,101,101,0,,,,,,,,,,c-2,negs,100,1.25,period,1.7361038329981966,None,None,,,,,,,,,,,0,101,101,356,260.46358108300774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.45459562500764,260.46358108300774,261.69833525001013,261.69833525001013,261.77208220800094,261.77208220800094,262.2026278330013,period,1.7361038329981966,None,262.2027878330118,262.2028473330138,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
-4,0.0,,102,102,0,,,,,,,,,,c-4,noss,0,0.75,z,1.2551631249953061,None,None,,,,,,,,,,,0,102,102,446,262.2143464170076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.20515200000955,262.2143464170076,262.94850700000825,262.94850700000825,263.0208893750096,263.0208893750096,263.47358329201234,z,1.2551631249953061,None,263.47372387500945,263.4737846250064,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
2,0.0,,103,103,0,,,,,,,,,,c+2,noss,0,0.75,period,1.3239499579940457,None,None,,,,,,,,,,,0,103,103,593,263.4847380830033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.4759839580074,263.4847380830033,264.2246496250009,264.2246496250009,264.2989556250104,264.2989556250104,264.8182563750015,period,1.3239499579940457,None,264.81842770799994,264.8185149580095,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
-4,-15.0,,104,104,0,,,,,,,,,,c-4,negs,100,0.5,z,1.5279774170048768,None,None,,,,,,,,,,,0,104,104,293,264.83039212500444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.8215224170126,264.83039212500444,265.31535879200965,265.31535879200965,265.3873339580023,265.3873339580023,266.36838854200323,z,1.5279774170048768,None,266.36853987500945,266.3685997499997,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
2,15.0,,105,105,0,,,,,,,,,,c+2,poss,100,0.5,z,1.0697779589972924,None,None,,,,,,,,,,,0,105,105,78,266.3800902500079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.3710257920029,266.3800902500079,266.865215333004,266.865215333004,266.93757858300523,266.93757858300523,267.46186316700187,z,1.0697779589972924,None,267.4619689579995,267.4620188330009,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
-6,-15.0,,106,106,0,,,,,,,,,,c-6,negs,100,0.5,period,1.0016758749989094,None,None,,,,,,,,,,,0,106,106,258,267.46849929200835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.46399891701003,267.46849929200835,267.95826329200645,267.95826329200645,268.03249220800353,268.03249220800353,268.47293758300657,period,1.0016758749989094,None,268.4730417920073,268.4730847500032,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
2,0.0,,107,107,0,,,,,,,,,,c+2,noss,0,1.25,period,2.111118166008964,None,None,,,,,,,,,,,0,107,107,608,268.4841078330064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.47499983300804,268.4841078330064,269.72404183300387,269.72404183300387,269.7991930000135,269.7991930000135,270.60123829200165,period,2.111118166008964,None,270.6013740000053,270.60142929200083,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
-1,0.0,,108,108,0,,,,,,,,,,c-1,noss,0,0.5,z,0.9409129169944208,None,None,,,,,,,,,,,0,108,108,512,270.61229020800965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.60357066700817,270.61229020800965,271.0986645830126,271.0986645830126,271.17168250000395,271.17168250000395,271.5578152500093,z,0.9409129169944208,None,271.55792250001105,271.5579672080057,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
-8,-15.0,,109,109,0,,,,,,,,,,c-8,negs,100,1.25,z,1.835146249999525,None,None,,,,,,,,,,,0,109,109,245,271.56856404201244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.55990470800316,271.56856404201244,272.8074713330134,272.8074713330134,272.8826367080037,272.8826367080037,273.4068467920006,z,1.835146249999525,None,273.40698687500844,273.40704758300853,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
-2,-15.0,,110,110,0,,,,,,,,,,c-2,negs,100,0.75,period,1.2585476670064963,None,None,,,,,,,,,,,0,110,110,338,273.4185062080069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.4092685000069,273.4185062080069,274.1576842080103,274.1576842080103,274.2325965830096,274.2325965830096,274.68516837501375,period,1.2585476670064963,None,274.685430292011,274.68554587500694,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
-4,0.0,,111,111,0,,,,,,,,,,c-4,noss,0,0.5,period,1.1216302089887904,None,None,,,,,,,,,,,0,111,111,432,274.69704741700843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.6880352920125,274.69704741700843,275.1815749170055,275.1815749170055,275.2550755830016,275.2550755830016,275.8241369580064,period,1.1216302089887904,None,275.824264875002,275.824322542001,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
-4,-15.0,,112,112,0,,,,,,,,,,c-4,negs,100,0.5,period,1.2214543340087403,None,None,,,,,,,,,,,0,112,112,291,275.8355600000068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.826756208,275.8355600000068,276.32524925000325,276.32524925000325,276.3995605830132,276.3995605830132,277.0682641250023,period,1.2214543340087403,None,277.0683951670071,277.0684506250109,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
0,15.0,,113,113,0,,,,,,,,,,c+0,poss,100,0.75,period,1.530654999995022,None,None,,,,,,,,,,,0,113,113,49,277.0792946670117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.07067270801053,277.0792946670117,277.81554120800865,277.81554120800865,277.88796483300393,277.88796483300393,278.61842000001343,period,1.530654999995022,None,278.6185508750059,278.61859766700945,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
-4,0.0,,114,114,0,,,,,,,,,,c-4,noss,0,1.0,period,1.5064971249958035,None,None,,,,,,,,,,,0,114,114,456,278.62922183300543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.62056850000226,278.62922183300543,279.6157024580025,279.6157024580025,279.68802195800527,279.68802195800527,280.13994795799954,period,1.5064971249958035,None,280.1400494170084,280.1400921670138,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
-6,-15.0,,115,115,0,,,,,,,,,,c-6,negs,100,1.25,z,1.9322427909937687,None,None,,,,,,,,,,,0,115,115,282,280.15108312500524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.14202908301377,280.15108312500524,281.39118350000354,281.39118350000354,281.46601295800065,281.46601295800065,282.0858817920089,z,1.9322427909937687,None,282.0860217920126,282.0860808330035,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
-4,-15.0,,116,116,0,,,,,,,,,,c-4,negs,100,0.75,period,1.3021997500036377,None,None,,,,,,,,,,,0,116,116,297,282.0972288750054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.08832229200925,282.0972288750054,282.83242054200673,282.83242054200673,282.90528395801084,282.90528395801084,283.40205033301027,period,1.3021997500036377,None,283.4021815830056,283.4022353330074,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
2,0.0,,117,117,0,,,,,,,,,,c+2,noss,0,1.0,period,1.5724735420080833,None,None,,,,,,,,,,,0,117,117,597,283.41318516700994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.4045221250126,283.41318516700994,284.39918475000013,284.39918475000013,284.47118783301266,284.47118783301266,284.99043266700755,period,1.5724735420080833,None,284.99056008300977,284.9906152080075,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
2,15.0,,118,118,0,,,,,,,,,,c+2,poss,100,1.0,z,1.6979014999960782,None,None,,,,,,,,,,,0,118,118,95,285.0019488750113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.9928424580139,285.0019488750113,285.99202133300423,285.99202133300423,286.06639458300197,286.06639458300197,286.70286816700536,z,1.6979014999960782,None,286.70306850000634,286.7031340829999,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
-8,-15.0,,119,119,0,,,,,,,,,,c-8,negs,100,0.5,z,0.9789373340026941,None,None,,,,,,,,,,,0,119,119,217,286.71479266700044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.7058061250136,286.71479266700044,287.19928758300375,287.19928758300375,287.27225445800286,287.27225445800286,287.7020452500001,z,0.9789373340026941,None,287.702176042003,287.70223037501273,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
0,-15.0,,120,120,0,,,,,,,,,,c+0,negs,100,0.5,period,1.047567125002388,None,None,,,,,,,,,,,0,120,120,368,287.71313570800703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.7043937080016,287.71313570800703,288.19930537500477,288.19930537500477,288.2722254580003,288.2722254580003,288.768664208008,period,1.047567125002388,None,288.7688290000078,288.76889083300193,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
-4,-15.0,,121,121,0,,,,,,,,,,c-4,negs,100,0.5,z,1.306653332998394,None,None,,,,,,,,,,,0,121,121,290,288.78042975001154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.7715176670026,288.78042975001154,289.2660455830046,289.2660455830046,289.3384050420136,289.3384050420136,290.09208704200864,z,1.306653332998394,None,290.09221437500673,290.0922692500026,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
8,15.0,,122,122,0,,,,,,,,,,c+8,poss,100,0.75,period,1.3754665000014938,None,None,,,,,,,,,,,0,122,122,193,290.1033294170047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.094723000002,290.1033294170047,290.8418415830092,290.8418415830092,290.91656850000436,290.91656850000436,291.4850980420015,period,1.3754665000014938,None,291.4852009170136,291.4852475420048,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
-8,-15.0,,123,123,0,,,,,,,,,,c-8,negs,100,1.0,z,1.377760749994195,None,None,,,,,,,,,,,0,123,123,240,291.49595883300935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.4871855000092,291.49595883300935,292.4827380830102,292.4827380830102,292.55482000000484,292.55482000000484,292.88542695800425,z,1.377760749994195,None,292.88556295800663,292.885618625005,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
-8,-15.0,,124,124,0,,,,,,,,,,c-8,negs,100,1.25,period,1.7132859580015065,None,None,,,,,,,,,,,0,124,124,250,292.8965187920112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.88770379200287,292.8965187920112,294.13278312500915,294.13278312500915,294.2051199580019,294.2051199580019,294.61994691700966,period,1.7132859580015065,None,294.62009741700604,294.6201603750087,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
2,15.0,,125,125,0,,,,,,,,,,c+2,poss,100,1.0,z,1.4944727919937577,None,None,,,,,,,,,,,0,125,125,96,294.6312713750085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.62237908301177,294.6312713750085,295.61625125000137,295.61625125000137,295.69054600001255,295.69054600001255,296.13561554200714,z,1.4944727919937577,None,296.13572579200263,296.1357706250128,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
1,0.0,,126,126,0,,,,,,,,,,c+1,noss,0,0.5,period,1.2885769159911433,None,None,,,,,,,,,,,0,126,126,544,296.1464915000106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.13772429201344,296.1464915000106,296.63281008299964,296.63281008299964,296.7053634580079,296.7053634580079,297.44048662501154,period,1.2885769159911433,None,297.4406079580076,297.4406614580075,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
-6,-15.0,,127,127,0,,,,,,,,,,c-6,negs,100,1.0,z,1.4359419999964302,None,None,,,,,,,,,,,0,127,127,271,297.4520116670028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.4430087080109,297.4520116670028,298.43297783301387,298.43297783301387,298.5055059580045,298.5055059580045,298.89183958301146,z,1.4359419999964302,None,298.8919734170049,298.8920298330049,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
-4,-15.0,,128,128,0,,,,,,,,,,c-4,negs,100,0.75,z,1.7811242089956068,None,None,,,,,,,,,,,0,128,128,303,298.90255745800096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.89404987500166,298.90255745800096,299.64134883299994,299.64134883299994,299.71679591700376,299.71679591700376,300.6866162500082,z,1.7811242089956068,None,300.68677066700184,300.6868265830126,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
