center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,surround_practice.stopped,center_practice.stopped,text_11.started,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,practice_feedback.stopped,text_7.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,surround_practice_2.started,center_practice_2.started,surround_practice_2.stopped,center_practice_2.stopped,text_12.started,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trials.label,trials.nReps,trials.startVal,trials.maxVal,trials.minVal,trials.stepSizes,trials.stepType,trials.nUp,trials.nDown,trials.nReversals,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.intensity,center_angle,surround_angle,trial.started,resp.started,surround_grating.started,center_grating.started,surround_grating.stopped,center_grating.stopped,trial.stopped,trials.response,break_2.started,text_14.started,key_resp_9.started,break_2.stopped,blocks.key_resp_9.keys,blocks.key_resp_9.rt,blocks.key_resp_9.duration,end.started,text_4.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,245.64917116700235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,5,26,up,2,2,2,30,245.6413355830009,245.64917116700235,246.14161674999923,246.14161674999923,246.21654387500166,246.21654387500166,246.9859724170019,1,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,246.99556566699903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,5,27,down,5,-5,-5,-30,246.9874631249986,246.99556566699903,247.48271750000276,247.48271750000276,247.55540062500222,247.55540062500222,248.35701550000522,0,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,248.3658502920007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,5,28,up,1,-6,-6,-30,248.35814875000506,248.3658502920007,248.84935404200223,248.84935404200223,248.9218484170051,248.9218484170051,249.6254462920042,0,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,249.63520229200367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,5,29,down,5,-5,-5,,249.6267493330015,249.63520229200367,250.12534470800165,250.12534470800165,250.19993691700074,250.19993691700074,250.65224362500157,0,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,250.66185879200202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,6,30,down,2,3,3,30,250.6536879999985,250.66185879200202,251.1495133330027,251.1495133330027,251.22166333300265,251.22166333300265,251.98561929200514,0,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,251.99562283300475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,6,31,up,2,-3,-3,-30,251.98705424999935,251.99562283300475,252.48292600000423,252.48292600000423,252.5552065830052,252.5552065830052,253.51929937500245,1,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,253.529178417004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,6,32,up,2,-3,-3,,253.5209440000035,253.529178417004,254.01629312500154,254.01629312500154,254.08971245800058,254.08971245800058,255.01920291699935,0,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,255.02974170800007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,6,33,up,1,-5,-5,-30,255.0212787920027,255.02974170800007,255.51622108300216,255.51622108300216,255.58900545800134,255.58900545800134,256.2356805829986,0,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,256.24522591700224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,6,34,down,1,1,1,30,256.2371032500014,256.24522591700224,256.73319037500187,256.73319037500187,256.8052922920033,256.8052922920033,257.5907562920038,0,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,257.59990570800437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,6,35,up,1,-1,-1,,257.5919579170004,257.59990570800437,258.0830752080001,258.0830752080001,258.1554098750057,258.1554098750057,258.952889375003,0,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,258.9626247080014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,7,36,down,1,-4,-4,-30,258.9543234580051,258.9626247080014,259.4497812920017,259.4497812920017,259.5219619999989,259.5219619999989,260.435615375005,0,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,260.4446991670047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,7,37,up,2,-1,-1,,260.43676745799894,260.4446991670047,260.93323266700463,260.93323266700463,261.0051645420026,261.0051645420026,262.4192156249992,0,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,262.42846804200235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,7,38,up,1,0,0,,262.4204927500032,262.42846804200235,262.9165187920007,262.9165187920007,262.98912391700287,262.98912391700287,264.79093450000073,0,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,264.80006745800347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,7,39,up,0.5,1.5,1.5,30,264.79208025000116,264.80006745800347,265.2919045419985,265.2919045419985,265.36727495800005,265.36727495800005,266.0198055420042,0,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,266.02942962499947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,7,40,up,1,-4,-4,-30,266.0212517079999,266.02942962499947,266.5167481250028,266.5167481250028,266.58898816700093,266.58898816700093,267.7755182920009,0,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,267.7855957080028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,7,41,up,1,4,4,30,267.77695041699917,267.7855957080028,268.2761111670043,268.2761111670043,268.3505410420039,268.3505410420039,269.03609579200565,1,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,269.0451622920009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,8,42,up,0.5,2.0,2.0,30,269.0372852920045,269.0451622920009,269.5326477080016,269.5326477080016,269.60576825000317,269.60576825000317,270.5694802500002,1,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,270.57939750000514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,8,43,down,0.5,3.5,3.5,30,270.57092837500386,270.57939750000514,271.0670253330027,271.0670253330027,271.1391472079995,271.1391472079995,273.22554908299935,1,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,273.2355609580045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,8,44,up,2,1,1,,273.2269683750055,273.2355609580045,273.7258089169991,273.7258089169991,273.80090983300033,273.80090983300033,275.0181781670035,1,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,275.02381404200423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,8,45,up,1,-3,-3,-30,275.0193183330048,275.02381404200423,275.50919262500247,275.50919262500247,275.5842066670011,275.5842066670011,276.7026271670038,0,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,276.71167733300535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,8,46,up,1,1,1,,276.7037619170005,276.71167733300535,277.20059833300184,277.20059833300184,277.27234587500425,277.27234587500425,278.2590384580035,1,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,278.28390425000543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,8,47,up,0.5,-3.5,-3.5,-30,278.2602021670027,278.28390425000543,278.7600920000041,278.7600920000041,278.83437866700115,278.83437866700115,279.67549712500477,1,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,279.7007049579988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,9,48,down,0.5,1.5,1.5,30,279.6767597080034,279.7007049579988,280.1769523750045,280.1769523750045,280.25103708299866,280.25103708299866,280.9426583329987,0,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,280.9674073749993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,9,49,down,0.5,-4.0,-4.0,-30,280.9438063330017,280.9674073749993,281.4425462500003,281.4425462500003,281.5177721250002,281.5177721250002,282.35864566700184,1,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,282.36771687500004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,9,50,down,0.5,3.0,3.0,30,282.3597592080041,282.36771687500004,282.85930958300014,282.85930958300014,282.93441566700494,282.93441566700494,284.8800776670032,1,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,284.8863787080045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,9,51,up,1,-2,-2,-30,284.88122250000015,284.8863787080045,285.37607258299977,285.37607258299977,285.45127895800397,285.45127895800397,287.67018858300435,0,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,287.67939970800217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,9,52,down,0.5,0.5,0.5,,287.6713290830012,287.67939970800217,288.16752462500153,288.16752462500153,288.2398249580001,288.2398249580001,289.47711220800556,0,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,289.48684000000503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,9,53,down,1,0,0,,289.4784030420051,289.48684000000503,289.97634479200497,289.97634479200497,290.05166825000197,290.05166825000197,290.7377967499997,1,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,290.74747133300116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,10,54,up,1,-1,-1,-30,290.73930379200465,290.74747133300116,291.2342119169989,291.2342119169989,291.3060571669994,291.3060571669994,292.1701456670053,1,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,292.179809250003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,10,55,down,0.5,2.5,2.5,30,292.1713989580021,292.179809250003,292.66757879200304,292.66757879200304,292.74000566700124,292.74000566700124,293.3588409170043,0,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,293.3683008750013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,10,56,down,1,-1,-1,,293.3602155000044,293.3683008750013,293.8604322500032,293.8604322500032,293.93509395800356,293.93509395800356,294.6791174579994,0,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,294.70127024999965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,10,57,up,0.5,1.0,1.0,,294.6802502080027,294.70127024999965,295.17636024999956,295.17636024999956,295.25169879200257,295.25169879200257,296.0370116250051,1,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,296.0462140419986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,10,58,down,0.5,-4.5,-4.5,-30,296.03815125000256,296.0462140419986,296.53452725000534,296.53452725000534,296.60722366700065,296.60722366700065,297.2539080420029,0,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,297.26319866700214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,10,59,up,0.5,2.0,2.0,30,297.2551551249999,297.26319866700214,297.751253082999,297.751253082999,297.82285666700045,297.82285666700045,298.486996874999,0,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,298.49598062500445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,11,60,down,0.5,0.5,0.5,,298.4882830830029,298.49598062500445,298.9844366250036,298.9844366250036,299.05671283300035,299.05671283300035,300.5882760000022,0,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,300.59842541700345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,11,61,up,0.5,3.0,3.0,30,300.5900716670003,300.59842541700345,301.08456675000343,301.08456675000343,301.1565130829986,301.1565130829986,302.6595000830057,0,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,302.66859758300416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,11,62,down,0.5,-1.5,-1.5,-30,302.6605930420046,302.66859758300416,303.16049416700116,303.16049416700116,303.235236667002,303.235236667002,303.8706124579985,1,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,303.8795952500004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,11,63,up,0.5,-0.5,-0.5,,303.871727208003,303.8795952500004,304.3680617920036,304.3680617920036,304.4403882080005,304.4403882080005,305.63558320800075,0,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,305.64134683299926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,11,64,up,0.5,-4.0,-4.0,-30,305.6367458329987,305.64134683299926,306.12645491700096,306.12645491700096,306.201953374999,306.201953374999,307.10428541700094,0,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,307.11349041700305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,11,65,up,0.5,2.5,2.5,30,307.1054548750035,307.11349041700305,307.60152391700103,307.60152391700103,307.67353483300394,307.67353483300394,309.26028095800575,0,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,309.28508245800185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,12,66,up,0.5,0.0,0.0,,309.2613948330036,309.28508245800185,309.761437125002,309.761437125002,309.8354516670006,309.8354516670006,311.22099275000073,0,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,311.2309619580046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,12,67,up,0.5,3.0,3.0,30,311.2224124580025,311.2309619580046,311.7184068330025,311.7184068330025,311.7906710419993,311.7906710419993,312.8052058750036,0,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,312.814672833003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,12,68,up,0.5,1.0,1.0,,312.8065956249993,312.814672833003,313.30179404200317,313.30179404200317,313.37358145799953,313.37358145799953,314.1693912920018,1,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
