center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,orient_opacity,noise_opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,type,surr_type,isi,resp.keys,resp.rt,resp.duration,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr_example.started,key_resp_11.started,surround_practice_example.started,center_practice_example.started,text_15.started,instr_example.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,surround_practice.stopped,center_practice.stopped,text_11.started,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,text_7.stopped,practice_feedback.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,noise_2.started,surround_practice_2.started,center_practice_2.started,text_12.started,noise_2.stopped,surround_practice_2.stopped,center_practice_2.stopped,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,practice_feedback_timed.started,text_16.started,text_16.stopped,practice_feedback_timed.stopped,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trial.started,resp.started,noise_3.started,surround_grating.started,center_grating.started,noise_3.stopped,surround_grating.stopped,center_grating.stopped,trial.stopped,trials.resp.keys,trials.resp.rt,trials.resp.duration,break_2.started,break_2.stopped,trials.key_resp_10.keys,text_2.started,key_resp_10.started,trials.key_resp_10.rt,trials.key_resp_10.duration,end.started,text_14.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
8,-15.0,,89,89,0,,,,,100,0,,,,,c+8,negs,1.25,period,1.654342750000069,None,None,,,,,,,,,,,0,89,89,573,193.04336362499453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.03476745799708,193.04336362499453,194.27993662499648,194.27993662499648,194.27993662499648,194.35093762498582,194.35093762498582,194.35093762498582,194.7008283329924,period,1.654342750000069,None,194.7009650419932,194.7010180829966,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
8,-15.0,,90,90,0,,,,,100,0,,,,,c+8,negs,1.25,period,1.6540193340042606,None,None,,,,,,,,,,,0,90,90,570,194.7119254579884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.70313462498598,194.7119254579884,195.94655095798953,195.94655095798953,195.94655095798953,196.01863079199393,196.01863079199393,196.01863079199393,196.3722109169903,period,1.6540193340042606,None,196.37233341699175,196.37238891699235,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
0,15.0,,91,91,0,,,,,100,0,,,,,c+0,poss,1.25,z,2.257918957999209,None,None,,,,,,,,,,,0,91,91,157,196.3831707079953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.3748737499991,196.3831707079953,197.62314591699396,197.62314591699396,197.62314591699396,197.6972300419875,197.6972300419875,197.6972300419875,198.64948637499765,z,2.257918957999209,None,198.6496540419903,198.64971670799423,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
-8,15.0,,92,92,0,,,,,100,0,,,,,c-8,poss,1.0,z,1.6550815410009818,None,None,,,,,,,,,,,0,92,92,18,198.66110762499738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.65262308299134,198.66110762499738,199.64674791699508,199.64674791699508,199.64674791699508,199.71878945799835,199.71878945799835,199.71878945799835,200.32242562499596,z,1.6550815410009818,None,200.3226517919975,200.32278937498631,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
2,-15.0,,93,93,0,,,,,100,0,,,,,c+2,negs,0.5,period,1.339965207997011,None,None,,,,,,,,,,,0,93,93,455,200.3340296249953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.32526395798777,200.3340296249953,200.82246570799907,200.82246570799907,200.82246570799907,200.8974616669875,200.8974616669875,200.8974616669875,201.6829257079953,period,1.339965207997011,None,201.68305429199245,201.68310683299205,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
-2,-15.0,,94,94,0,,,,,100,0,,,,,c-2,negs,0.75,period,1.2540122920036083,None,None,,,,,,,,,,,0,94,94,393,201.6942354169878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.68544845799624,201.6942354169878,202.43015858299623,202.43015858299623,202.43015858299623,202.50209099998756,202.50209099998756,202.50209099998756,202.9601516249968,period,1.2540122920036083,None,202.96025612499216,202.96030520799104,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
8,15.0,,95,95,0,,,,,100,0,,,,,c+8,poss,1.25,period,1.9309034170000814,None,None,,,,,,,,,,,0,95,95,284,202.9667642919958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.96229974999733,202.9667642919958,204.2062359579868,204.2062359579868,204.2062359579868,204.28053316699516,204.28053316699516,204.28053316699516,204.9031699999905,period,1.9309034170000814,None,204.90328633299214,204.9033320419985,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
0,-15.0,,96,96,0,,,,,100,0,,,,,c+0,negs,1.25,period,1.7711217500036582,None,None,,,,,,,,,,,0,96,96,445,204.91426383299404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.90542720799567,204.91426383299404,206.1470467919862,206.1470467919862,206.1470467919862,206.21890858298866,206.21890858298866,206.21890858298866,206.68832095799735,period,1.7711217500036582,None,206.68844762499793,206.68848908299697,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
-2,15.0,,97,97,0,,,,,100,0,,,,,c-2,poss,1.25,z,1.71860191700398,None,None,,,,,,,,,,,0,97,97,125,206.69956108299084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.69047399998817,206.69956108299084,207.93975741699978,207.93975741699978,207.93975741699978,208.01409079199948,208.01409079199948,208.01409079199948,208.42223870799353,z,1.71860191700398,None,208.42236749999574,208.4224222079938,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
6,15.0,,98,98,0,,,,,100,0,,,,,c+6,poss,1.0,z,1.698336792003829,None,None,,,,,,,,,,,0,98,98,244,208.43331604199193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.42470045799564,208.43331604199193,209.42288966699562,209.42288966699562,209.42288966699562,209.4974047079886,209.4974047079886,209.4974047079886,210.1432545419957,z,1.698336792003829,None,210.14335683299578,210.14339929199195,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
0,15.0,,99,99,0,,,,,100,0,,,,,c+0,poss,0.75,z,1.29148520900344,None,None,,,,,,,,,,,0,99,99,143,210.1501207919937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.14535633299965,210.1501207919937,210.89017087499087,210.89017087499087,210.89017087499087,210.9693167499936,210.9693167499936,210.9693167499936,211.45060749999539,z,1.29148520900344,None,211.45076249999693,211.4508184169972,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
-8,-15.0,,100,100,0,,,,,100,0,,,,,c-8,negs,1.25,z,1.6298327910044463,None,None,,,,,,,,,,,0,100,100,312,211.4630518329941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.4541877499869,211.4630518329941,212.69713624998985,212.69713624998985,212.69713624998985,212.76972008298617,212.76972008298617,212.76972008298617,213.09982204198604,z,1.6298327910044463,None,213.0999461249885,213.09999699999753,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
-8,-15.0,,101,101,0,,,,,100,0,,,,,c-8,negs,1.0,z,1.403282625004067,None,None,,,,,,,,,,,0,101,101,306,213.11106804199517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.1024047499959,213.11106804199517,214.09720320798806,214.09720320798806,214.09720320798806,214.1694512499962,214.1694512499962,214.1694512499962,214.5171393329947,z,1.403282625004067,None,214.51728662499227,214.51734129199758,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
-4,15.0,,102,102,0,,,,,100,0,,,,,c-4,poss,0.5,z,1.0287141250009881,None,None,,,,,,,,,,,0,102,102,66,214.52838095799962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.51960012498603,214.52838095799962,215.0139449579874,215.0139449579874,215.0139449579874,215.08587766699202,215.08587766699202,215.08587766699202,215.56693191699742,z,1.0287141250009881,None,215.56708566698944,215.56714083299448,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
-8,15.0,,103,103,0,,,,,100,0,,,,,c-8,poss,1.0,z,1.48705070799042,None,None,,,,,,,,,,,0,103,103,22,215.5781709169969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.56943033299467,215.5781709169969,216.5641522079968,216.5641522079968,216.5641522079968,216.63569229199493,216.63569229199493,216.63569229199493,217.06840312499844,z,1.48705070799042,None,217.06855362499482,217.06861370799015,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
4,-15.0,,104,104,0,,,,,100,0,,,,,c+4,negs,1.25,z,1.4989004579983884,None,None,,,,,,,,,,,0,104,104,506,217.0800698749954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.07123741699615,217.0800698749954,218.3141070829879,218.3141070829879,218.3141070829879,218.38600333299837,218.38600333299837,218.38600333299837,218.5837428329978,z,1.4989004579983884,None,218.58388641699275,218.58394416699593,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
-2,15.0,,105,105,0,,,,,100,0,,,,,c-2,poss,1.25,z,1.886220542000956,None,None,,,,,,,,,,,0,105,105,127,218.5950081669871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.5861840419966,218.5950081669871,219.83084774999588,219.83084774999588,219.83084774999588,219.90283729200019,219.90283729200019,219.90283729200019,220.4837540419976,z,1.886220542000956,None,220.48388312499446,220.48393683299946,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
6,-15.0,,106,106,0,,,,,100,0,,,,,c+6,negs,0.75,period,1.1816032499918947,None,None,,,,,,,,,,,0,106,106,524,220.49505866698746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.48625474999426,220.49505866698746,221.23075004199927,221.23075004199927,221.23075004199927,221.30260729198926,221.30260729198926,221.30260729198926,221.68369362498925,period,1.1816032499918947,None,221.68386829199153,221.68392720799602,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
4,0.0,,107,107,0,,,,,0,100,,,,,c+4,noss,0.75,period,1.2242105829936918,None,None,,,,,,,,,,,0,107,107,714,221.695795541993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.68656166699657,221.695795541993,222.43085666699335,222.43085666699335,222.43085666699335,222.50320466699486,222.50320466699486,222.50320466699486,222.92210158299713,period,1.2242105829936918,None,222.92220508299943,222.92224620799243,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
8,-15.0,,108,108,0,,,,,100,0,,,,,c+8,negs,1.0,period,1.5596402500086697,None,None,,,,,,,,,,,0,108,108,567,222.93316999998933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.92420783299895,222.93316999998933,223.923310416998,223.923310416998,223.923310416998,223.9979739579867,223.9979739579867,223.9979739579867,224.50071558299533,period,1.5596402500086697,None,224.50087091699243,224.500920416991,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
4,15.0,,109,109,0,,,,,100,0,,,,,c+4,poss,0.75,period,1.40426995800226,None,None,,,,,,,,,,,0,109,109,205,224.51260729199566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.50365070799307,224.51260729199566,225.24771420798788,225.24771420798788,225.24771420798788,225.31970070798707,225.31970070798707,225.31970070798707,225.92164362499898,period,1.40426995800226,None,225.92174404198886,225.92178591698757,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
-2,15.0,,110,110,0,,,,,100,0,,,,,c-2,poss,1.25,z,1.722364249988459,None,None,,,,,,,,,,,0,110,110,121,225.93336470799113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.92372237499512,225.93336470799113,227.16350120799325,227.16350120799325,227.16350120799325,227.23648041699198,227.23648041699198,227.23648041699198,227.66701491699496,z,1.722364249988459,None,227.66716187499696,227.6672155829874,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
6,-15.0,,111,111,0,,,,,100,0,,,,,c+6,negs,0.5,period,1.0037577920011245,None,None,,,,,,,,,,,0,111,111,513,227.67843854198873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.66968837499735,227.67843854198873,228.1639859579882,228.1639859579882,228.1639859579882,228.23790516699955,228.23790516699955,228.23790516699955,228.68533170799492,period,1.0037577920011245,None,228.68548791699868,228.68554416699044,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
-4,-15.0,,112,112,0,,,,,100,0,,,,,c-4,negs,1.25,period,1.8357864999998128,None,None,,,,,,,,,,,0,112,112,379,228.69732112498605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.68821191698953,228.69732112498605,229.93125487498764,229.93125487498764,229.93125487498764,230.0039897079987,230.0039897079987,230.0039897079987,230.54065916698892,period,1.8357864999998128,None,230.5407951669913,230.54084816698742,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
-4,0.0,,113,113,0,,,,,0,100,,,,,c-4,noss,0.75,z,1.2258983749925392,None,None,,,,,,,,,,,0,113,113,586,230.55177624999487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.54343966698798,230.55177624999487,231.29050074999395,231.29050074999395,231.29050074999395,231.36515012499876,231.36515012499876,231.36515012499876,231.78377962499508,z,1.2258983749925392,None,231.7838838329917,231.7839258749882,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
-4,0.0,,114,114,0,,,,,0,100,,,,,c-4,noss,0.75,z,1.3210598329897039,None,None,,,,,,,,,,,0,114,114,584,231.79451999999583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.78593058299157,231.79451999999583,232.53133870799502,232.53133870799502,232.53133870799502,232.60421166699962,232.60421166699962,232.60421166699962,233.11796654199134,z,1.3210598329897039,None,233.11809579198598,233.11814820799918,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
2,-15.0,,115,115,0,,,,,100,0,,,,,c+2,negs,1.25,period,1.7035926659882534,None,None,,,,,,,,,,,0,115,115,477,233.12905712499924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.12024887499865,233.12905712499924,234.36389733299438,234.36389733299438,234.36389733299438,234.43668054199952,234.43668054199952,234.43668054199952,234.84439520799788,period,1.7035926659882534,None,234.8444998329942,234.8445424579986,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
4,0.0,,116,116,0,,,,,0,100,,,,,c+4,noss,1.0,period,1.4476811249915045,None,None,,,,,,,,,,,0,116,116,723,234.8510902919952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.84650341699307,234.8510902919952,235.841461582997,235.841461582997,235.841461582997,235.91517320799176,235.91517320799176,235.91517320799176,236.30179474999022,period,1.4476811249915045,None,236.3019359579921,236.3019893749879,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
0,0.0,,117,117,0,,,,,0,100,,,,,c+0,noss,1.0,period,1.8352940409968141,None,None,,,,,,,,,,,0,117,117,658,236.31329937498958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.30431320799107,236.31329937498958,237.29805729199143,237.29805729199143,237.29805729199143,237.37006616698636,237.37006616698636,237.37006616698636,238.15135933298734,period,1.8352940409968141,None,238.1515075419884,238.1515623749874,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
-4,-15.0,,118,118,0,,,,,100,0,,,,,c-4,negs,0.5,period,1.0434413339971798,None,None,,,,,,,,,,,0,118,118,356,238.1626599579904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.15385408299335,238.1626599579904,238.64826741699653,238.64826741699653,238.64826741699653,238.71923662499466,238.71923662499466,238.71923662499466,239.21780908299843,period,1.0434413339971798,None,239.2179458749888,239.21799987499253,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
2,-15.0,,119,119,0,,,,,100,0,,,,,c+2,negs,1.0,period,1.6530923750106012,None,None,,,,,,,,,,,0,119,119,467,239.22929354199732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.22040404198924,239.22929354199732,240.21486983299837,240.21486983299837,240.21486983299837,240.28704299998935,240.28704299998935,240.28704299998935,240.88540604199807,period,1.6530923750106012,None,240.8855579999945,240.88561212499917,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
-8,15.0,,120,120,0,,,,,100,0,,,,,c-8,poss,0.5,z,1.1952039169991622,None,None,,,,,,,,,,,0,120,120,7,240.89672958299343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.8879182919918,240.89672958299343,241.38157895799668,241.38157895799668,241.38157895799668,241.45441637499607,241.45441637499607,241.45441637499607,242.10103783299564,z,1.1952039169991622,None,242.10117162499228,242.10122558299918,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
-8,15.0,,121,121,0,,,,,100,0,,,,,c-8,poss,1.0,z,1.5714410829968983,None,None,,,,,,,,,,,0,121,121,20,242.11225845798617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.10369070799788,242.11225845798617,243.09833033299947,243.09833033299947,243.09833033299947,243.1710242919944,243.1710242919944,243.1710242919944,243.68947433299036,z,1.5714410829968983,None,243.68959795798582,243.6896512079984,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
2,0.0,,122,122,0,,,,,0,100,,,,,c+2,noss,1.0,period,1.531693083990831,None,None,,,,,,,,,,,0,122,122,689,243.70106462499825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.69179683299444,243.70106462499825,244.6917712919967,244.6917712919967,244.6917712919967,244.76585508299468,244.76585508299468,244.76585508299468,245.23535404198628,period,1.531693083990831,None,245.23549320799066,245.23554758299724,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
-8,15.0,,123,123,0,,,,,100,0,,,,,c-8,poss,1.25,z,1.764373500001966,None,None,,,,,,,,,,,0,123,123,26,245.24685670799227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.238094291999,245.24685670799227,246.48182483299752,246.48182483299752,246.48182483299752,246.5547916249925,246.5547916249925,246.5547916249925,247.01769120799145,z,1.764373500001966,None,247.01780533298734,247.0178475829889,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
-2,-15.0,,124,124,0,,,,,100,0,,,,,c-2,negs,0.5,period,0.9922885840060189,None,None,,,,,,,,,,,0,124,124,391,247.0284219999885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.01982179199695,247.0284219999885,247.51505937498587,247.51505937498587,247.51505937498587,247.5874154579942,247.5874154579942,247.5874154579942,248.02334979199804,period,0.9922885840060189,None,248.02347324999573,248.02352487499593,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
-6,-15.0,,125,125,0,,,,,100,0,,,,,c-6,negs,0.5,z,1.215186667002854,None,None,,,,,,,,,,,0,125,125,322,248.0344212919881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.02548504198785,248.0344212919881,248.5241175419942,248.5241175419942,248.5241175419942,248.59906399999454,248.59906399999454,248.59906399999454,249.25236374999804,z,1.215186667002854,None,249.25251983299677,249.25257629199768,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
-6,15.0,,126,126,0,,,,,100,0,,,,,c-6,poss,0.5,z,1.0693211659963708,None,None,,,,,,,,,,,0,126,126,39,249.26402224999038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.25501399999484,249.26402224999038,249.7486066249985,249.7486066249985,249.7486066249985,249.8206409169943,249.8206409169943,249.8206409169943,250.34561129199574,z,1.0693211659963708,None,250.3457106249989,250.34575458298787,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
