center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,type,surr_type,surr_opacity,resp.keys,resp.rt,resp.duration,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,surround_practice.stopped,center_practice.stopped,text_11.started,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,practice_feedback.stopped,text_7.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,surround_practice_2.started,center_practice_2.started,surround_practice_2.stopped,center_practice_2.stopped,text_12.started,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trial.started,resp.started,surround_grating.started,center_grating.started,surround_grating.stopped,center_grating.stopped,trial.stopped,trials.resp.keys,trials.resp.rt,trials.resp.duration,break_2.started,break_2.stopped,trials.key_resp_10.keys,text_2.started,key_resp_10.started,trials.key_resp_10.rt,trials.key_resp_10.duration,end.started,text_14.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
-4.666666666666666,-15.0,,154,154,0,,,,,,,,,,p3,negs,100,right,0.9495068749965867,None,None,,,,,,,,,,,0,154,154,549,217.73324129200046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.72506741699908,217.73324129200046,218.22059691699542,218.22059691699542,218.29258287499397,218.29258287499397,218.68966774999717,right,0.9495068749965867,None,218.68978849999985,218.6898377089965,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
3.833333333333334,15.0,,155,155,0,,,,,,,,,,m3,poss,100,right,2.03450079200411,None,None,,,,,,,,,,,0,155,155,28,218.69994324999425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.69208487499418,218.69994324999425,219.18720162499812,219.18720162499812,219.2601208749984,219.2601208749984,220.73970895899402,right,2.03450079200411,None,220.73983600000065,220.73988537499827,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
5.333333333333334,15.0,,156,156,0,,,,,,,,,,m1,poss,100,right,1.0245440419967053,None,None,,,,,,,,,,,0,156,156,94,220.75058712499595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.7423872090003,220.75058712499595,221.2372738749982,221.2372738749982,221.31013758399786,221.31013758399786,221.7785555839946,right,1.0245440419967053,None,221.77865129199927,221.77868925000075,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
-7.166666666666666,-15.0,,157,157,0,,,,,,,,,,m1,negs,100,left,1.1207652910015895,None,None,,,,,,,,,,,0,157,157,377,221.80395504199987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.78059666699846,221.80395504199987,222.27984141699562,222.27984141699562,222.3544909589982,222.3544909589982,222.92874445900088,left,1.1207652910015895,None,222.92886291699688,222.92891033399792,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
-0.5,0.0,,158,158,0,,,,,,,,,,m1,noss,0,left,1.3410921670001699,None,None,,,,,,,,,,,0,158,158,609,222.93943999999465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.9310064589954,222.93943999999465,223.42997225,223.42997225,223.5044855419983,223.5044855419983,224.29017366699554,left,1.3410921670001699,None,224.29030058399803,224.29036858399922,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
6.833333333333334,15.0,,159,159,0,,,,,,,,,,p2,poss,100,right,1.0890822500005015,None,None,,,,,,,,,,,0,159,159,234,224.30062137499772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.29255812499468,224.30062137499772,224.78726087499672,224.78726087499672,224.86051129199768,224.86051129199768,225.39598158399895,right,1.0890822500005015,None,225.39608579199557,225.3961242919977,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
0.5,0.0,,160,160,0,,,,,,,,,,p1,noss,0,left,1.0397510830007377,None,None,,,,,,,,,,,0,160,160,640,225.4064919589946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.3980733339995,225.4064919589946,225.89662416699866,225.89662416699866,225.9709835839967,225.9709835839967,226.45671204199607,left,1.0397510830007377,None,226.45683395899687,226.45688174999668,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
3.833333333333334,15.0,,161,161,0,,,,,,,,,,m3,poss,100,right,1.1636983749995125,None,None,,,,,,,,,,,0,161,161,2,226.46686845899967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.4590239589961,226.46686845899967,226.95403808399715,226.95403808399715,227.02618341699417,227.02618341699417,227.6409124999991,right,1.1636983749995125,None,227.64108279199718,227.64113587499742,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
5.833333333333334,15.0,,162,162,0,,,,,,,,,,PSE,poss,100,right,0.9787579999974696,None,None,,,,,,,,,,,0,162,162,158,227.65299004199915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.64420908399916,227.65299004199915,228.13751374999993,228.13751374999993,228.20999533400027,228.20999533400027,228.64033849999396,right,0.9787579999974696,None,228.64048095899489,228.64053095899726,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
-7.166666666666666,-15.0,,163,163,0,,,,,,,,,,m1,negs,100,left,1.1368315829968196,None,None,,,,,,,,,,,0,163,163,392,228.6517368749992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.64319870899635,228.6517368749992,229.13739212499786,229.13739212499786,229.21044124999753,229.21044124999753,229.79141112499929,left,1.1368315829968196,None,229.79155366699706,229.7916122089955,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
7.833333333333334,15.0,,164,164,0,,,,,,,,,,p3,poss,100,right,1.1471130829959293,None,None,,,,,,,,,,,0,164,164,273,229.80231074999756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.7939995419947,229.80231074999756,230.28750299999956,230.28750299999956,230.35973937499512,230.35973937499512,230.95775329199387,right,1.1471130829959293,None,230.95789541699924,230.95794575000036,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
3.833333333333334,15.0,,165,165,0,,,,,,,,,,m3,poss,100,left,1.0274350410036277,None,None,,,,,,,,,,,0,165,165,5,230.9683030419983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.96021945899702,230.9683030419983,231.45425258400064,231.45425258400064,231.52752987499844,231.52752987499844,232.00699020899629,left,1.0274350410036277,None,232.00711724999564,232.00716666699736,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
5.333333333333334,15.0,,166,166,0,,,,,,,,,,m1,poss,100,left,1.0325826670014067,None,None,,,,,,,,,,,0,166,166,110,232.01751491699542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.00950954199652,232.01751491699542,232.50419108400092,232.50419108400092,232.57720012500067,232.57720012500067,233.05664383399562,left,1.0325826670014067,None,233.05677141699562,233.05682887500006,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
0.0,0.0,,167,167,0,,,,,,,,,,PSE,noss,0,left,1.0290285419978318,None,None,,,,,,,,,,,0,167,167,626,233.06722404199536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.05892199999653,233.06722404199536,233.55431754199526,233.55431754199526,233.62706074999733,233.62706074999733,234.10710241699417,left,1.0290285419978318,None,234.10723141699418,234.1072808339959,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
7.833333333333334,15.0,,168,168,0,,,,,,,,,,p3,poss,100,right,1.1149125829979312,None,None,,,,,,,,,,,0,168,168,249,234.11762958399777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.10959987499518,234.11762958399777,234.60358420899865,234.60358420899865,234.67668770899763,234.67668770899763,235.24060549999558,right,1.1149125829979312,None,235.24076399999467,235.24082229199848,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
-6.166666666666666,-15.0,,169,169,0,,,,,,,,,,p1,negs,100,left,1.057973208000476,None,None,,,,,,,,,,,0,169,169,443,235.25201891699544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.24367062500096,235.25201891699544,235.737750166998,235.737750166998,235.8100983339973,235.8100983339973,236.3126607919985,left,1.057973208000476,None,236.31278537499747,236.31283237499883,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
7.833333333333334,15.0,,170,170,0,,,,,,,,,,p3,poss,100,right,2.1985566660005134,None,None,,,,,,,,,,,0,170,170,275,236.32318841699453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.314841333995,236.32318841699453,236.81407770900114,236.81407770900114,236.88839145899692,236.88839145899692,238.52437174999795,right,2.1985566660005134,None,238.5244964999947,238.52454504199704,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
-6.166666666666666,-15.0,,171,171,0,,,,,,,,,,p1,negs,100,left,1.0539841249992605,None,None,,,,,,,,,,,0,171,171,463,238.5346217499973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.52664124999865,238.5346217499973,239.02124741699663,239.02124741699663,239.093134499999,239.093134499999,239.59173029199883,left,1.0539841249992605,None,239.5918733340004,239.59193274999416,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
7.833333333333334,15.0,,172,172,0,,,,,,,,,,p3,poss,100,right,1.064700584000093,None,None,,,,,,,,,,,0,172,172,255,239.602107916995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.59410079199733,239.602107916995,240.0878180419968,240.0878180419968,240.16129245900083,240.16129245900083,240.67457399999694,right,1.064700584000093,None,240.67470933399454,240.67476329199417,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
-8.666666666666666,-15.0,,173,173,0,,,,,,,,,,m3,negs,100,left,1.3742465000032098,None,None,,,,,,,,,,,0,173,173,297,240.68468933399708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.6770514999953,240.68468933399708,241.1712529590004,241.1712529590004,241.24367883399827,241.24367883399827,242.06233904200053,left,1.3742465000032098,None,242.06243408400042,242.06247229199653,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
0.5,0.0,,174,174,0,,,,,,,,,,p1,noss,0,left,2.07086558300216,None,None,,,,,,,,,,,0,174,174,642,242.08812074999878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.06439887499437,242.08812074999878,242.56348641699878,242.56348641699878,242.63857350000035,242.63857350000035,244.16386487499403,left,2.07086558300216,None,244.16396283399808,244.16400029199576,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
-7.666666666666666,-15.0,,175,175,0,,,,,,,,,,m2,negs,100,left,1.0246473329971195,None,None,,,,,,,,,,,0,175,175,356,244.174210666999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.16595866699936,244.174210666999,244.6641867090002,244.6641867090002,244.73855012499553,244.73855012499553,245.20758550000028,left,1.0246473329971195,None,245.20771483399585,245.2077745839997,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
-1.0,0.0,,176,176,0,,,,,,,,,,m2,noss,0,left,1.1141430830030004,None,None,,,,,,,,,,,0,176,176,585,245.21797083399724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.20995087499614,245.21797083399724,245.70472233399778,245.70472233399778,245.77715862499463,245.77715862499463,246.3408181249979,left,1.1141430830030004,None,246.34094454199658,246.34099341699766,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
5.833333333333334,15.0,,177,177,0,,,,,,,,,,PSE,poss,100,right,0.9930447079968872,None,None,,,,,,,,,,,0,177,177,125,246.35113545900094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.34300270899985,246.35113545900094,246.8382188339965,246.8382188339965,246.91159612499905,246.91159612499905,247.34674174999964,right,0.9930447079968872,None,247.3468424169987,247.3468810419945,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
-5.666666666666666,-15.0,,178,178,0,,,,,,,,,,p2,negs,100,left,1.5855315830049221,None,None,,,,,,,,,,,0,178,178,480,247.35681562499667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.34879250000085,247.35681562499667,247.84685574999457,247.84685574999457,247.92208362499514,247.92208362499514,248.9462572919947,left,1.5855315830049221,None,248.94636349999928,248.946402208996,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
5.833333333333334,15.0,,179,179,0,,,,,,,,,,PSE,poss,100,left,2.485918083002616,None,None,,,,,,,,,,,0,179,179,133,248.95717308399617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.94833087499865,248.95717308399617,249.44819191699935,249.44819191699935,249.5222945419955,249.5222945419955,251.44713629199396,left,2.485918083002616,None,251.44729733399436,251.44734733399673,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
-5.666666666666666,-15.0,,180,180,0,,,,,,,,,,p2,negs,100,left,1.0372880830036593,None,None,,,,,,,,,,,0,180,180,515,251.4579735419975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.45033408399468,251.4579735419975,251.94785625000077,251.94785625000077,252.02215287499712,252.02215287499712,252.50664845899882,left,1.0372880830036593,None,252.50675495899486,252.50679404199764,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
-5.666666666666666,-15.0,,181,181,0,,,,,,,,,,p2,negs,100,left,0.9260113339987583,None,None,,,,,,,,,,,0,181,181,505,252.51393375000043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.50875129199994,252.51393375000043,253.00503200000094,253.00503200000094,253.07715233400086,253.07715233400086,253.45229299999482,left,0.9260113339987583,None,253.45239108399983,253.4524296249947,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
5.833333333333334,15.0,,182,182,0,,,,,,,,,,PSE,poss,100,left,0.9027664999957778,None,None,,,,,,,,,,,0,182,182,124,253.45901412500098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.45438291699975,253.45901412500098,253.94734479199542,253.94734479199542,254.02224158399622,254.02224158399622,254.37419537499954,left,0.9027664999957778,None,254.37432158400043,254.3743669999967,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
-2.0,0.0,,183,183,0,,,,,,,,,,m3,noss,0,left,1.0048442089973832,None,None,,,,,,,,,,,0,183,183,563,254.38413595900056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.3762603340001,254.38413595900056,254.87166149999393,254.87166149999393,254.94483862500056,254.94483862500056,255.39154779199453,left,1.0048442089973832,None,255.39167341699795,255.3917210840009,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
-1.0,0.0,,184,184,0,,,,,,,,,,m2,noss,0,left,2.111756250000326,None,None,,,,,,,,,,,0,184,184,596,255.401913624999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.39392695899733,255.401913624999,255.88845574999868,255.88845574999868,255.9610544169991,255.9610544169991,257.52468591700017,left,2.111756250000326,None,257.52485824999894,257.524914374997,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
-1.0,0.0,,185,185,0,,,,,,,,,,m2,noss,0,left,0.9801931670008344,None,None,,,,,,,,,,,0,185,185,581,257.5361622499986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.52796733399737,257.5361622499986,258.0217657499961,258.0217657499961,258.09377895899524,258.09377895899524,258.5250938339959,left,0.9801931670008344,None,258.5252206669975,258.5252725419996,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
3.833333333333334,15.0,,186,186,0,,,,,,,,,,m3,poss,100,left,0.9364325420028763,None,None,,,,,,,,,,,0,186,186,10,258.53552724999463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.5274580839978,258.53552724999463,259.02195774999564,259.02195774999564,259.09498316700046,259.09498316700046,259.4745675419981,left,0.9364325420028763,None,259.47469133399863,259.47473983399686,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
5.333333333333334,15.0,,187,187,0,,,,,,,,,,m1,poss,100,left,0.9874087500065798,None,None,,,,,,,,,,,0,187,187,83,259.4847256669964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.4768147499999,259.4847256669964,259.97187095899426,259.97187095899426,260.04478141699656,260.04478141699656,260.47443616699456,left,0.9874087500065798,None,260.4745383749978,260.4745775419942,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
-8.666666666666666,-15.0,,188,188,0,,,,,,,,,,m3,negs,100,left,0.9235516659973655,None,None,,,,,,,,,,,0,188,188,285,260.48451633399964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.4765127089995,260.48451633399964,260.97210116699716,260.97210116699716,261.0441994590001,261.0441994590001,261.414470249998,left,0.9235516659973655,None,261.41459029199905,261.4146397919976,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
-4.666666666666666,-15.0,,189,189,0,,,,,,,,,,p3,negs,100,left,0.9103076250030426,None,None,,,,,,,,,,,0,189,189,548,261.42489908399875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.41671966699505,261.42489908399875,261.9140743339958,261.9140743339958,261.98913449999964,261.98913449999964,262.34120945899485,left,0.9103076250030426,None,262.34131199999683,262.34135066699673,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
6.333333333333334,15.0,,190,190,0,,,,,,,,,,p1,poss,100,right,1.0211397090024548,None,None,,,,,,,,,,,0,190,190,177,262.35126395899715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.3432732500005,262.35126395899715,262.83874370899866,262.83874370899866,262.9111131249956,262.9111131249956,263.37485845899937,right,1.0211397090024548,None,263.37502304199734,263.375069583999,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
-7.666666666666666,-15.0,,191,191,0,,,,,,,,,,m2,negs,100,left,0.9767218339984538,None,None,,,,,,,,,,,0,191,191,336,263.3860129589957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.37767787499615,263.3860129589957,263.87199545899784,263.87199545899784,263.94434204199933,263.94434204199933,264.37479129200074,left,0.9767218339984538,None,264.37488949999533,264.37492799999745,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
3.833333333333334,15.0,,192,192,0,,,,,,,,,,m3,poss,100,left,2.0880528329944354,None,None,,,,,,,,,,,0,192,192,18,264.38475570899755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.3768901250005,264.38475570899755,264.8721618339987,264.8721618339987,264.94581549999566,264.94581549999566,266.47579312499875,left,2.0880528329944354,None,266.47593687499466,266.4759867499961,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
-7.166666666666666,-15.0,,193,193,0,,,,,,,,,,m1,negs,100,left,1.103906915996049,None,None,,,,,,,,,,,0,193,193,369,266.4863222089989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.47814954199566,266.4863222089989,266.97228995899786,266.97228995899786,267.0445592499964,267.0445592499964,267.5963731669981,left,1.103906915996049,None,267.59649816699675,267.5965403339942,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
3.833333333333334,15.0,,194,194,0,,,,,,,,,,m3,poss,100,left,1.234303249999357,None,None,,,,,,,,,,,0,194,194,7,267.62226499999815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.5984580000004,267.62226499999815,268.0979589999988,268.0979589999988,268.1727370000008,268.1727370000008,268.8591097089957,left,1.234303249999357,None,268.85924720899493,268.8592985840005,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
2.0,0.0,,195,195,0,,,,,,,,,,p3,noss,0,right,1.183521708000626,None,None,,,,,,,,,,,0,195,195,697,268.8700627090002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.8619813749974,268.8700627090002,269.3548653339967,269.3548653339967,269.42768950000027,269.42768950000027,270.05804391700076,right,1.183521708000626,None,270.05814575000113,270.05818512499536,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
-5.666666666666666,-15.0,,196,196,0,,,,,,,,,,p2,negs,100,left,1.0720258750006906,None,None,,,,,,,,,,,0,196,196,495,270.0679874169946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.06009395900037,270.0679874169946,270.55556895899645,270.55556895899645,270.62803545899806,270.62803545899806,271.14246154199645,left,1.0720258750006906,None,271.14258758399956,271.142638917001,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
