center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,orient_opacity,noise_opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,type,surr_type,isi,resp.keys,resp.rt,resp.duration,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr_example.started,key_resp_11.started,surround_practice_example.started,center_practice_example.started,text_15.started,instr_example.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,practice_feedback.stopped,text_7.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,noise_2.started,surround_practice_2.started,center_practice_2.started,noise_2.stopped,surround_practice_2.stopped,center_practice_2.stopped,text_12.started,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,practice_feedback_timed.started,text_16.started,practice_feedback_timed.stopped,text_16.stopped,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trial.started,resp.started,noise_3.started,surround_grating.started,center_grating.started,noise_3.stopped,surround_grating.stopped,center_grating.stopped,trial.stopped,trials.resp.keys,trials.resp.rt,trials.resp.duration,break_2.started,break_2.stopped,trials.key_resp_10.keys,text_2.started,key_resp_10.started,trials.key_resp_10.rt,trials.key_resp_10.duration,end.started,text_14.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
2,15.0,,168,168,0,,,,,100,0,,,,,c+2,poss,1.25,z,2.1848400000017136,None,None,,,,,,,,,,,0,168,168,116,413.6030643749982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.59391725000023,413.6030643749982,414.8375746659949,414.8375746659949,414.8375746659949,414.9100482499998,414.9100482499998,414.9100482499998,415.79046074999496,z,2.1848400000017136,None,415.7906041249953,415.7906650829973,None,,,,,,,,,,,,21040100,2,2026-02-26_12h56.31.216,tilt_mocs,2024.2.4,120.14790206418549,2026-02-26 12h56.44.896457 -0500,
-6,-15.0,,169,169,0,,,,,100,0,,,,,c-6,negs,0.5,z,0.9528127920057159,None,None,,,,,,,,,,,0,169,169,295,415.8022324159974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.7932619159983,415.8022324159974,416.28767241599417,416.28767241599417,416.28767241599417,416.35979949999455,416.35979949999455,416.35979949999455,416.7585578329963,z,0.9528127920057159,None,416.75871512499725,416.75877041599597,None,,,,,,,,,,,,21040100,2,2026-02-26_12h56.31.216,tilt_mocs,2024.2.4,120.14790206418549,2026-02-26 12h56.44.896457 -0500,
-8,-15.0,,170,170,0,,,,,100,0,,,,,c-8,negs,0.75,z,1.1685045000049286,None,None,,,,,,,,,,,0,170,170,272,416.7699934580014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.76099416599754,416.7699934580014,417.5034902499974,417.5034902499974,417.5034902499974,417.5766310830004,417.5766310830004,417.5766310830004,417.9412279159951,z,1.1685045000049286,None,417.94139816599636,417.9414499159975,None,,,,,,,,,,,,21040100,2,2026-02-26_12h56.31.216,tilt_mocs,2024.2.4,120.14790206418549,2026-02-26 12h56.44.896457 -0500,
-4,-15.0,,171,171,0,,,,,100,0,,,,,c-4,negs,1.25,z,1.6625294999976177,None,None,,,,,,,,,,,0,171,171,372,417.953301249996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.9441260409949,417.953301249996,419.1870815410002,419.1870815410002,419.1870815410002,419.2719408330013,419.2719408330013,419.2719408330013,419.62391991599725,z,1.6625294999976177,None,419.6241729579997,419.62426612499985,None,,,,,,,,,,,,21040100,2,2026-02-26_12h56.31.216,tilt_mocs,2024.2.4,120.14790206418549,2026-02-26 12h56.44.896457 -0500,
-8,-15.0,,172,172,0,,,,,100,0,,,,,c-8,negs,0.5,z,0.9407992920023389,None,None,,,,,,,,,,,0,172,172,260,419.63551329099573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419.6267481659961,419.63551329099573,420.1210391659988,420.1210391659988,420.1210391659988,420.19321325000055,420.19321325000055,420.19321325000055,420.57947295800113,z,0.9407992920023389,None,420.5795705829951,420.579612249996,None,,,,,,,,,,,,21040100,2,2026-02-26_12h56.31.216,tilt_mocs,2024.2.4,120.14790206418549,2026-02-26 12h56.44.896457 -0500,
-2,-15.0,,173,173,0,,,,,100,0,,,,,c-2,negs,0.75,period,1.2552999580002506,None,None,,,,,,,,,,,0,173,173,397,420.590405582996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.5816014160009,420.590405582996,421.3307743749974,421.3307743749974,421.3307743749974,421.4050329579986,421.4050329579986,421.4050329579986,421.8580157499964,period,1.2552999580002506,None,421.8581622079946,421.8582194999981,None,,,,,,,,,,,,21040100,2,2026-02-26_12h56.31.216,tilt_mocs,2024.2.4,120.14790206418549,2026-02-26 12h56.44.896457 -0500,
-4,-15.0,,174,174,0,,,,,100,0,,,,,c-4,negs,1.25,period,1.8442819580013747,None,None,,,,,,,,,,,0,174,174,375,421.8698507500012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421.86081512500095,421.8698507500012,423.104498875,423.104498875,423.104498875,423.1766885409961,423.1766885409961,423.1766885409961,423.7242036249954,period,1.8442819580013747,None,423.72436608299904,423.72442045799835,None,,,,,,,,,,,,21040100,2,2026-02-26_12h56.31.216,tilt_mocs,2024.2.4,120.14790206418549,2026-02-26 12h56.44.896457 -0500,
-6,-15.0,,175,175,0,,,,,100,0,,,,,c-6,negs,1.25,z,1.9262906250005472,None,None,,,,,,,,,,,0,175,175,327,423.7363694999949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423.72721037500014,423.7363694999949,424.9713127499999,424.9713127499999,424.9713127499999,425.04322775000037,425.04322775000037,425.04322775000037,425.67415875000006,z,1.9262906250005472,None,425.6743231250002,425.67437429099664,None,,,,,,,,,,,,21040100,2,2026-02-26_12h56.31.216,tilt_mocs,2024.2.4,120.14790206418549,2026-02-26 12h56.44.896457 -0500,
0,0.0,,176,176,0,,,,,0,100,,,,,c+0,noss,0.5,z,1.310622417004197,None,None,,,,,,,,,,,0,176,176,591,425.68640945799416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.6771932909978,425.68640945799416,426.1703649159972,426.1703649159972,426.1703649159972,426.24473570799455,426.24473570799455,426.24473570799455,427.0075488329967,z,1.310622417004197,None,427.0077209999945,427.007782875,None,,,,,,,,,,,,21040100,2,2026-02-26_12h56.31.216,tilt_mocs,2024.2.4,120.14790206418549,2026-02-26 12h56.44.896457 -0500,
-2,0.0,,177,177,0,,,,,0,100,,,,,c-2,noss,0.75,z,1.2555810420017224,None,None,,,,,,,,,,,0,177,177,565,427.0195687079977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.0102883750005,427.0195687079977,427.7545567909983,427.7545567909983,427.7545567909983,427.82788941599574,427.82788941599574,427.82788941599574,428.28008258299815,z,1.2555810420017224,None,428.28021649999573,428.280272582997,None,,,,,,,,,,,,21040100,2,2026-02-26_12h56.31.216,tilt_mocs,2024.2.4,120.14790206418549,2026-02-26 12h56.44.896457 -0500,
-4,-15.0,,178,178,0,,,,,100,0,,,,,c-4,negs,1.0,z,1.5612817920045927,None,None,,,,,,,,,,,0,178,178,365,428.29120587500074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.2825339159972,428.29120587500074,429.28148070799944,429.28148070799944,429.28148070799944,429.3553425409991,429.3553425409991,429.3553425409991,429.8574849159995,z,1.5612817920045927,None,429.8575854160008,429.8576288749973,None,,,,,,,,,,,,21040100,2,2026-02-26_12h56.31.216,tilt_mocs,2024.2.4,120.14790206418549,2026-02-26 12h56.44.896457 -0500,
-6,-15.0,,179,179,0,,,,,100,0,,,,,c-6,negs,1.25,z,1.7251272080029594,None,None,,,,,,,,,,,0,179,179,328,429.86796641600085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.85964666599466,429.86796641600085,431.1039212079995,431.1039212079995,431.1039212079995,431.1768770829949,431.1768770829949,431.1768770829949,431.5969361249954,z,1.7251272080029594,None,431.59706274999917,431.5971171249985,None,,,,,,,,,,,,21040100,2,2026-02-26_12h56.31.216,tilt_mocs,2024.2.4,120.14790206418549,2026-02-26 12h56.44.896457 -0500,
4,0.0,,180,180,0,,,,,0,100,,,,,c+4,noss,1.0,period,1.5343562080015545,None,None,,,,,,,,,,,0,180,180,700,431.6077880410012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431.5992516249971,431.6077880410012,432.59784054099873,432.59784054099873,432.59784054099873,432.6718603749978,432.6718603749978,432.6718603749978,433.14739129100053,period,1.5343562080015545,None,433.14751645799697,433.14757029099565,None,,,,,,,,,,,,21040100,2,2026-02-26_12h56.31.216,tilt_mocs,2024.2.4,120.14790206418549,2026-02-26 12h56.44.896457 -0500,
0,-15.0,,181,181,0,,,,,100,0,,,,,c+0,negs,1.25,period,1.7705420420024893,None,None,,,,,,,,,,,0,181,181,460,433.15815066600044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433.14972266599943,433.15815066600044,434.3973781659952,434.3973781659952,434.3973781659952,434.4720922080014,434.4720922080014,434.4720922080014,434.9313833749984,period,1.7705420420024893,None,434.9315115829959,434.93156591599836,None,,,,,,,,,,,,21040100,2,2026-02-26_12h56.31.216,tilt_mocs,2024.2.4,120.14790206418549,2026-02-26 12h56.44.896457 -0500,
-8,-15.0,,182,182,0,,,,,100,0,,,,,c-8,negs,1.25,z,1.7082080830004998,None,None,,,,,,,,,,,0,182,182,289,434.9416800830004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.93375212499814,434.9416800830004,436.1810542079984,436.1810542079984,436.1810542079984,436.2555281249952,436.2555281249952,436.2555281249952,436.65800283299905,z,1.7082080830004998,None,436.6581487500007,436.65820683299535,None,,,,,,,,,,,,21040100,2,2026-02-26_12h56.31.216,tilt_mocs,2024.2.4,120.14790206418549,2026-02-26 12h56.44.896457 -0500,
-4,0.0,,183,183,0,,,,,0,100,,,,,c-4,noss,0.75,z,1.181799082994985,None,None,,,,,,,,,,,0,183,183,521,436.6691955829956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436.6605039579954,436.6691955829956,437.4050296659989,437.4050296659989,437.4050296659989,437.4785329160004,437.4785329160004,437.4785329160004,437.8579923750003,z,1.181799082994985,None,437.85812004099716,437.85817574999965,None,,,,,,,,,,,,21040100,2,2026-02-26_12h56.31.216,tilt_mocs,2024.2.4,120.14790206418549,2026-02-26 12h56.44.896457 -0500,
-4,0.0,,184,184,0,,,,,0,100,,,,,c-4,noss,1.25,z,1.7148318749968894,None,None,,,,,,,,,,,0,184,184,541,437.8695827909978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437.86039612499735,437.8695827909978,439.1051607909976,439.1051607909976,439.1051607909976,439.1782682080011,439.1782682080011,439.1782682080011,439.5910664999974,z,1.7148318749968894,None,439.5911739160001,439.59121649999724,None,,,,,,,,,,,,21040100,2,2026-02-26_12h56.31.216,tilt_mocs,2024.2.4,120.14790206418549,2026-02-26 12h56.44.896457 -0500,
8,15.0,,185,185,0,,,,,100,0,,,,,c+8,poss,0.5,period,0.9484290839973255,None,None,,,,,,,,,,,0,185,185,214,439.60185283299506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439.5931993749982,439.60185283299506,440.08872270799475,440.08872270799475,440.08872270799475,440.1604132909997,440.1604132909997,440.1604132909997,440.5579565000007,period,0.9484290839973255,None,440.5581074579968,440.55817033299536,None,,,,,,,,,,,,21040100,2,2026-02-26_12h56.31.216,tilt_mocs,2024.2.4,120.14790206418549,2026-02-26 12h56.44.896457 -0500,
8,15.0,,186,186,0,,,,,100,0,,,,,c+8,poss,0.5,period,0.9700337079993915,None,None,,,,,,,,,,,0,186,186,212,440.5702349579951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440.56097279099777,440.5702349579951,441.0551566659997,441.0551566659997,441.0551566659997,441.1273514159984,441.1273514159984,441.1273514159984,441.5466251659964,period,0.9700337079993915,None,441.54675066599884,441.54680458299845,None,,,,,,,,,,,,21040100,2,2026-02-26_12h56.31.216,tilt_mocs,2024.2.4,120.14790206418549,2026-02-26 12h56.44.896457 -0500,
4,0.0,,187,187,0,,,,,0,100,,,,,c+4,noss,0.5,period,0.8975111249965266,None,None,,,,,,,,,,,0,187,187,677,441.5580169579989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441.5490307910004,441.5580169579989,442.0476837909955,442.0476837909955,442.0476837909955,442.1223776659972,442.1223776659972,442.1223776659972,442.45814191599493,period,0.8975111249965266,None,442.4582703749984,442.45832558300026,None,,,,,,,,,,,,21040100,2,2026-02-26_12h56.31.216,tilt_mocs,2024.2.4,120.14790206418549,2026-02-26 12h56.44.896457 -0500,
4,15.0,,188,188,0,,,,,100,0,,,,,c+4,poss,1.0,period,1.369228417002887,None,None,,,,,,,,,,,0,188,188,154,442.4697319159968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.46076133300085,442.4697319159968,443.4552900409981,443.4552900409981,443.4552900409981,443.52783241599536,443.52783241599536,443.52783241599536,443.84170345799794,period,1.369228417002887,None,443.84188929099764,443.84195591599564,None,,,,,,,,,,,,21040100,2,2026-02-26_12h56.31.216,tilt_mocs,2024.2.4,120.14790206418549,2026-02-26 12h56.44.896457 -0500,
-6,-15.0,,189,189,0,,,,,100,0,,,,,c-6,negs,1.0,z,1.43703087499307,None,None,,,,,,,,,,,0,189,189,321,443.85320749999664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443.8442255830014,443.85320749999664,444.8384523749992,444.8384523749992,444.8384523749992,444.91074066599685,444.91074066599685,444.91074066599685,445.30273424999905,z,1.43703087499307,None,445.3028337079959,445.3028762499962,None,,,,,,,,,,,,21040100,2,2026-02-26_12h56.31.216,tilt_mocs,2024.2.4,120.14790206418549,2026-02-26 12h56.44.896457 -0500,
-2,15.0,,190,190,0,,,,,100,0,,,,,c-2,poss,1.25,z,1.8339162080010283,None,None,,,,,,,,,,,0,190,190,33,445.3095594580009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.3049346659973,445.3095594580009,446.5480913749998,446.5480913749998,446.5480913749998,446.62260641600005,446.62260641600005,446.62260641600005,447.14666074999695,z,1.8339162080010283,None,447.146758457995,447.14680129099725,None,,,,,,,,,,,,21040100,2,2026-02-26_12h56.31.216,tilt_mocs,2024.2.4,120.14790206418549,2026-02-26 12h56.44.896457 -0500,
0,-15.0,,191,191,0,,,,,100,0,,,,,c+0,negs,1.25,period,1.7318724169963389,None,None,,,,,,,,,,,0,191,191,458,447.1577841659964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447.14876895799534,447.1577841659964,448.39794333299506,448.39794333299506,448.39794333299506,448.4725620829995,448.4725620829995,448.4725620829995,448.8927288329942,period,1.7318724169963389,None,448.89289691599697,448.89296787499916,None,,,,,,,,,,,,21040100,2,2026-02-26_12h56.31.216,tilt_mocs,2024.2.4,120.14790206418549,2026-02-26 12h56.44.896457 -0500,
0,15.0,,192,192,0,,,,,100,0,,,,,c+0,poss,1.0,z,1.567180375001044,None,None,,,,,,,,,,,0,192,192,65,448.90572537499975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448.89668870799505,448.90572537499975,449.88884137499554,449.88884137499554,449.88884137499554,449.96108291600103,449.96108291600103,449.96108291600103,450.475930665998,z,1.567180375001044,None,450.47607354099455,450.47613158299646,None,,,,,,,,,,,,21040100,2,2026-02-26_12h56.31.216,tilt_mocs,2024.2.4,120.14790206418549,2026-02-26 12h56.44.896457 -0500,
-2,-15.0,,193,193,0,,,,,100,0,,,,,c-2,negs,0.75,period,1.2468654580006842,None,None,,,,,,,,,,,0,193,193,398,450.48723783299647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.4784387079999,450.48723783299647,451.22220279099565,451.22220279099565,451.22220279099565,451.2941840409985,451.2941840409985,451.2941840409985,451.74221966599725,period,1.2468654580006842,None,451.7423767910004,451.7424328749985,None,,,,,,,,,,,,21040100,2,2026-02-26_12h56.31.216,tilt_mocs,2024.2.4,120.14790206418549,2026-02-26 12h56.44.896457 -0500,
4,15.0,,194,194,0,,,,,100,0,,,,,c+4,poss,0.75,period,1.297440459005884,None,None,,,,,,,,,,,0,194,194,140,451.7546258329967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451.74575333299435,451.7546258329967,452.488003790997,452.488003790997,452.488003790997,452.56117387500126,452.56117387500126,452.56117387500126,453.0582769159955,period,1.297440459005884,None,453.0583833329947,453.05842570799723,None,,,,,,,,,,,,21040100,2,2026-02-26_12h56.31.216,tilt_mocs,2024.2.4,120.14790206418549,2026-02-26 12h56.44.896457 -0500,
0,-15.0,,195,195,0,,,,,100,0,,,,,c+0,negs,1.0,period,1.5268237920026877,None,None,,,,,,,,,,,0,195,195,443,453.0690456250013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453.0604096659954,453.0690456250013,454.0548099999942,454.0548099999942,454.0548099999942,454.1276187909971,454.1276187909971,454.1276187909971,454.62386400000105,period,1.5268237920026877,None,454.6239914999969,454.624046541001,None,,,,,,,,,,,,21040100,2,2026-02-26_12h56.31.216,tilt_mocs,2024.2.4,120.14790206418549,2026-02-26 12h56.44.896457 -0500,
-4,0.0,,196,196,0,,,,,0,100,,,,,c-4,noss,1.25,z,1.7346517499972833,None,None,,,,,,,,,,,0,196,196,539,454.6395091249942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.6261177080014,454.6395091249942,455.87242849999893,455.87242849999893,455.87242849999893,455.9453227080012,455.9453227080012,455.9453227080012,456.38149174999853,z,1.7346517499972833,None,456.3816343329963,456.3817060000001,None,,,,,,,,,,,,21040100,2,2026-02-26_12h56.31.216,tilt_mocs,2024.2.4,120.14790206418549,2026-02-26 12h56.44.896457 -0500,
0,0.0,,197,197,0,,,,,0,100,,,,,c+0,noss,1.0,period,1.5662123329966562,None,None,,,,,,,,,,,0,197,197,617,456.39229141599935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456.383852166,456.39229141599935,457.381519124996,457.381519124996,457.381519124996,457.4564847079964,457.4564847079964,457.4564847079964,457.96492754099745,period,1.5662123329966562,None,457.96508695800003,457.96515654099494,None,,,,,,,,,,,,21040100,2,2026-02-26_12h56.31.216,tilt_mocs,2024.2.4,120.14790206418549,2026-02-26 12h56.44.896457 -0500,
0,0.0,,198,198,0,,,,,0,100,,,,,c+0,noss,0.5,period,0.9478041250040405,None,None,,,,,,,,,,,0,198,198,597,457.976046415999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.9677117079991,457.976046415999,458.4646835409949,458.4646835409949,458.4646835409949,458.5397901249962,458.5397901249962,458.5397901249962,458.9354217910004,period,0.9478041250040405,None,458.93552266599727,458.93556904100114,None,,,,,,,,,,,,21040100,2,2026-02-26_12h56.31.216,tilt_mocs,2024.2.4,120.14790206418549,2026-02-26 12h56.44.896457 -0500,
-2,15.0,,199,199,0,,,,,100,0,,,,,c-2,poss,1.25,z,1.7982897500041872,None,None,,,,,,,,,,,0,199,199,34,458.9424049999943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458.93759220799984,458.9424049999943,460.1816187079967,460.1816187079967,460.1816187079967,460.2563781659992,460.2563781659992,460.2563781659992,460.7529841659998,z,1.7982897500041872,None,460.75308824999956,460.75313141600054,None,,,,,,,,,,,,21040100,2,2026-02-26_12h56.31.216,tilt_mocs,2024.2.4,120.14790206418549,2026-02-26 12h56.44.896457 -0500,
-8,-15.0,,200,200,0,,,,,100,0,,,,,c-8,negs,1.25,z,1.700051749998238,None,None,,,,,,,,,,,0,200,200,288,460.75965216599434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460.7551715410009,460.75965216599434,461.99855708299583,461.99855708299583,461.99855708299583,462.0731042499974,462.0731042499974,462.0731042499974,462.464775415996,z,1.700051749998238,None,462.4649007909975,462.4649605829982,None,,,,,,,,,,,,21040100,2,2026-02-26_12h56.31.216,tilt_mocs,2024.2.4,120.14790206418549,2026-02-26 12h56.44.896457 -0500,
-4,0.0,,201,201,0,,,,,0,100,,,,,c-4,noss,1.25,z,1.7222704170053476,None,None,,,,,,,,,,,0,201,201,540,462.47573808299785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462.46717887499835,462.47573808299785,463.71489208300045,463.71489208300045,463.71489208300045,463.78989208299754,463.78989208299754,463.78989208299754,464.20857529099885,z,1.7222704170053476,None,464.20869970799686,464.208752874998,None,,,,,,,,,,,,21040100,2,2026-02-26_12h56.31.216,tilt_mocs,2024.2.4,120.14790206418549,2026-02-26 12h56.44.896457 -0500,
0,-15.0,,202,202,0,,,,,100,0,,,,,c+0,negs,0.5,period,0.9818414170003962,None,None,,,,,,,,,,,0,202,202,427,464.2199072500007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464.21128170799784,464.2199072500007,464.7060745409981,464.7060745409981,464.7060745409981,464.7780993749984,464.7780993749984,464.7780993749984,465.2080858749978,period,0.9818414170003962,None,465.2082138330006,465.2082742909988,None,,,,,,,,,,,,21040100,2,2026-02-26_12h56.31.216,tilt_mocs,2024.2.4,120.14790206418549,2026-02-26 12h56.44.896457 -0500,
-2,-15.0,,203,203,0,,,,,100,0,,,,,c-2,negs,0.75,period,1.2814609999986715,None,None,,,,,,,,,,,0,203,203,390,465.21905558299477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465.2104874159995,465.21905558299477,465.95628254099574,465.95628254099574,465.95628254099574,466.0289324159967,466.0289324159967,466.0289324159967,466.5096664579978,period,1.2814609999986715,None,466.5098172500002,466.50987554099993,None,,,,,,,,,,,,21040100,2,2026-02-26_12h56.31.216,tilt_mocs,2024.2.4,120.14790206418549,2026-02-26 12h56.44.896457 -0500,
2,-15.0,,204,204,0,,,,,100,0,,,,,c+2,negs,1.25,period,1.769380125006137,None,None,,,,,,,,,,,0,204,204,498,466.5211322499963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466.5121069579982,466.5211322499963,467.7560319999975,467.7560319999975,467.7560319999975,467.8287383749994,467.8287383749994,467.8287383749994,468.3020774159959,period,1.769380125006137,None,468.30218404100015,468.30222774999856,None,,,,,,,,,,,,21040100,2,2026-02-26_12h56.31.216,tilt_mocs,2024.2.4,120.14790206418549,2026-02-26 12h56.44.896457 -0500,
4,15.0,,205,205,0,,,,,100,0,,,,,c+4,poss,1.0,period,1.3988514169977861,None,None,,,,,,,,,,,0,205,205,151,468.30888316599885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468.30420904099446,468.30888316599885,469.29794749999564,469.29794749999564,469.29794749999564,469.3733695409974,469.3733695409974,469.3733695409974,469.7191632499962,period,1.3988514169977861,None,469.7192670410004,469.71931120799854,None,,,,,,,,,,,,21040100,2,2026-02-26_12h56.31.216,tilt_mocs,2024.2.4,120.14790206418549,2026-02-26 12h56.44.896457 -0500,
2,0.0,,206,206,0,,,,,0,100,,,,,c+2,noss,1.25,period,1.6681513340008678,None,None,,,,,,,,,,,0,206,206,668,469.72592987499957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469.7212944159983,469.72592987499957,470.965917290996,470.965917290996,470.965917290996,471.0401401659983,471.0401401659983,471.0401401659983,471.39788124999905,period,1.6681513340008678,None,471.3979861659973,471.3980285409998,None,,,,,,,,,,,,21040100,2,2026-02-26_12h56.31.216,tilt_mocs,2024.2.4,120.14790206418549,2026-02-26 12h56.44.896457 -0500,
