center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,orient_opacity,noise_opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,type,surr_type,isi,resp.keys,resp.rt,resp.duration,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr_example.started,key_resp_11.started,surround_practice_example.started,center_practice_example.started,text_15.started,instr_example.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,surround_practice.stopped,center_practice.stopped,text_11.started,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,practice_feedback.stopped,text_7.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,noise_2.started,surround_practice_2.started,center_practice_2.started,text_12.started,noise_2.stopped,surround_practice_2.stopped,center_practice_2.stopped,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,practice_feedback_timed.started,text_16.started,practice_feedback_timed.stopped,text_16.stopped,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trial.started,resp.started,noise_3.started,surround_grating.started,center_grating.started,noise_3.stopped,surround_grating.stopped,center_grating.stopped,trial.stopped,trials.resp.keys,trials.resp.rt,trials.resp.duration,break_2.started,break_2.stopped,trials.key_resp_10.keys,text_2.started,key_resp_10.started,trials.key_resp_10.rt,trials.key_resp_10.duration,end.started,text_14.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
-2,-15.0,,197,197,0,,,,,100,0,,,,,c-2,negs,1.25,period,2.3182468750164844,None,None,,,,,,,,,,,0,197,197,412,550.3866135840071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550.3778253339697,550.3866135840071,551.6268835840165,551.6268835840165,551.6268835840165,551.7009275419987,551.7009275419987,551.7009275419987,552.7090069169644,period,2.3182468750164844,None,552.7091299169697,552.7091820419882,None,,,,,,,,,,,,21040109,0,2026-04-09_15h12.46.028,tilt_mocs,2024.2.4,120.12661346373673,2026-04-09 15h13.27.033580 -0400,
-2,0.0,,198,198,0,,,,,0,100,,,,,c-2,noss,1.0,z,1.6588422089698724,None,None,,,,,,,,,,,0,198,198,575,552.7199564590119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552.7112934169709,552.7199564590119,553.7094787919777,553.7094787919777,553.7094787919777,553.7842092919745,553.7842092919745,553.7842092919745,554.3864102920052,z,1.6588422089698724,None,554.3865602089791,554.3866125839995,None,,,,,,,,,,,,21040109,0,2026-04-09_15h12.46.028,tilt_mocs,2024.2.4,120.12661346373673,2026-04-09 15h13.27.033580 -0400,
2,15.0,,199,199,0,,,,,100,0,,,,,c+2,poss,0.5,z,1.4957808330073021,None,None,,,,,,,,,,,0,199,199,92,554.3987311670207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554.3894272089819,554.3987311670207,554.883740624995,554.883740624995,554.883740624995,554.956041708996,554.956041708996,554.956041708996,555.9033253340167,z,1.4957808330073021,None,555.9034835000057,555.9035402919981,None,,,,,,,,,,,,21040109,0,2026-04-09_15h12.46.028,tilt_mocs,2024.2.4,120.12661346373673,2026-04-09 15h13.27.033580 -0400,
-8,-15.0,,200,200,0,,,,,100,0,,,,,c-8,negs,0.75,z,1.3925014169653878,None,None,,,,,,,,,,,0,200,200,267,555.9150241250172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555.9059988749796,555.9150241250172,556.6504346249858,556.6504346249858,556.6504346249858,556.7223886669963,556.7223886669963,556.7223886669963,557.3099028749857,z,1.3925014169653878,None,557.3100054169772,557.3100462089642,None,,,,,,,,,,,,21040109,0,2026-04-09_15h12.46.028,tilt_mocs,2024.2.4,120.12661346373673,2026-04-09 15h13.27.033580 -0400,
2,-15.0,,201,201,0,,,,,100,0,,,,,c+2,negs,0.5,period,1.4739713330054656,None,None,,,,,,,,,,,0,201,201,462,557.3201835000073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557.3120187500026,557.3201835000073,557.80995575001,557.80995575001,557.80995575001,557.88432916702,557.88432916702,557.88432916702,558.8040359999868,period,1.4739713330054656,None,558.8041784999659,558.8042377089732,None,,,,,,,,,,,,21040109,0,2026-04-09_15h12.46.028,tilt_mocs,2024.2.4,120.12661346373673,2026-04-09 15h13.27.033580 -0400,
2,-15.0,,202,202,0,,,,,100,0,,,,,c+2,negs,1.25,period,1.9862211660365574,None,None,,,,,,,,,,,0,202,202,497,558.8155755419866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558.8064807089977,558.8155755419866,560.050622958981,560.050622958981,560.050622958981,560.1224402500084,560.1224402500084,560.1224402500084,560.8053055839846,period,1.9862211660365574,None,560.8054446249735,560.805505833996,None,,,,,,,,,,,,21040109,0,2026-04-09_15h12.46.028,tilt_mocs,2024.2.4,120.12661346373673,2026-04-09 15h13.27.033580 -0400,
-4,-15.0,,203,203,0,,,,,100,0,,,,,c-4,negs,1.0,period,2.661554124963004,None,None,,,,,,,,,,,0,203,203,367,560.8165101669729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560.8078260839684,560.8165101669729,561.8005952090025,561.8005952090025,561.8005952090025,561.8727329170215,561.8727329170215,561.8727329170215,563.4870100420085,period,2.661554124963004,None,563.487183374993,563.4872450419934,None,,,,,,,,,,,,21040109,0,2026-04-09_15h12.46.028,tilt_mocs,2024.2.4,120.12661346373673,2026-04-09 15h13.27.033580 -0400,
2,15.0,,204,204,0,,,,,100,0,,,,,c+2,poss,0.5,z,1.2700855410075746,None,None,,,,,,,,,,,0,204,204,90,563.499391874997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,563.4903449590201,563.499391874997,563.9841480840114,563.9841480840114,563.9841480840114,564.0548895419925,564.0548895419925,564.0548895419925,564.7756049589952,z,1.2700855410075746,None,564.7757097500144,564.7757512499811,None,,,,,,,,,,,,21040109,0,2026-04-09_15h12.46.028,tilt_mocs,2024.2.4,120.12661346373673,2026-04-09 15h13.27.033580 -0400,
-2,15.0,,205,205,0,,,,,100,0,,,,,c-2,poss,1.0,z,1.8573029580293223,None,None,,,,,,,,,,,0,205,205,29,564.7867612090195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564.7777570000035,564.7867612090195,565.7774367089733,565.7774367089733,565.7774367089733,565.8512606250006,565.8512606250006,565.8512606250006,566.653937999974,z,1.8573029580293223,None,566.6541772090131,566.6542625419679,None,,,,,,,,,,,,21040109,0,2026-04-09_15h12.46.028,tilt_mocs,2024.2.4,120.12661346373673,2026-04-09 15h13.27.033580 -0400,
-2,15.0,,206,206,0,,,,,100,0,,,,,c-2,poss,1.25,z,1.8303452919935808,None,None,,,,,,,,,,,0,206,206,38,566.6657355420175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566.6567498340155,566.6657355420175,567.9009546249872,567.9009546249872,567.9009546249872,567.9734844170162,567.9734844170162,567.9734844170162,568.5035474169999,z,1.8303452919935808,None,568.5036768339924,568.5037326670135,None,,,,,,,,,,,,21040109,0,2026-04-09_15h12.46.028,tilt_mocs,2024.2.4,120.12661346373673,2026-04-09 15h13.27.033580 -0400,
-8,-15.0,,207,207,0,,,,,100,0,,,,,c-8,negs,1.0,z,2.1980571660096757,None,None,,,,,,,,,,,0,207,207,275,568.5153307919973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568.506316458981,568.5153307919973,569.5009158750181,569.5009158750181,569.5009158750181,569.5729503339971,569.5729503339971,569.5729503339971,570.7203597920015,z,2.1980571660096757,None,570.7204635840026,570.7205052499776,None,,,,,,,,,,,,21040109,0,2026-04-09_15h12.46.028,tilt_mocs,2024.2.4,120.12661346373673,2026-04-09 15h13.27.033580 -0400,
-4,-15.0,,208,208,0,,,,,100,0,,,,,c-4,negs,0.5,period,1.81119158299407,None,None,,,,,,,,,,,0,208,208,336,570.731541584013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570.7224433340016,570.731541584013,571.2176002499764,571.2176002499764,571.2176002499764,571.2897076670197,571.2897076670197,571.2897076670197,572.554165959009,period,1.81119158299407,None,572.554306541977,572.5543628339656,None,,,,,,,,,,,,21040109,0,2026-04-09_15h12.46.028,tilt_mocs,2024.2.4,120.12661346373673,2026-04-09 15h13.27.033580 -0400,
2,-15.0,,209,209,0,,,,,100,0,,,,,c+2,negs,1.25,period,2.2585850420291536,None,None,,,,,,,,,,,0,209,209,494,572.5656698750099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572.5567248339648,572.5656698750099,573.8010486249696,573.8010486249696,573.8010486249696,573.8729894999997,573.8729894999997,573.8729894999997,574.8357361250091,period,2.2585850420291536,None,574.8358389170025,574.8358938340098,None,,,,,,,,,,,,21040109,0,2026-04-09_15h12.46.028,tilt_mocs,2024.2.4,120.12661346373673,2026-04-09 15h13.27.033580 -0400,
2,-15.0,,210,210,0,,,,,100,0,,,,,c+2,negs,1.25,period,1.9115831670351326,None,None,,,,,,,,,,,0,210,210,498,574.8429714589729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,574.837868749979,574.8429714589729,576.0849933340214,576.0849933340214,576.0849933340214,576.1568817920052,576.1568817920052,576.1568817920052,576.7593948749709,period,1.9115831670351326,None,576.7595259589725,576.7595835839747,None,,,,,,,,,,,,21040109,0,2026-04-09_15h12.46.028,tilt_mocs,2024.2.4,120.12661346373673,2026-04-09 15h13.27.033580 -0400,
2,-15.0,,211,211,0,,,,,100,0,,,,,c+2,negs,0.75,period,1.2774242910090834,None,None,,,,,,,,,,,0,211,211,483,576.7707812499721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576.7618197500124,576.7707812499721,577.51031254197,577.51031254197,577.51031254197,577.5848703749944,577.5848703749944,577.5848703749944,578.0542219589697,period,1.2774242910090834,None,578.0543968339916,578.0544643750181,None,,,,,,,,,,,,21040109,0,2026-04-09_15h12.46.028,tilt_mocs,2024.2.4,120.12661346373673,2026-04-09 15h13.27.033580 -0400,
6,15.0,,212,212,0,,,,,100,0,,,,,c+6,poss,0.75,z,1.3932401249767281,None,None,,,,,,,,,,,0,212,212,179,578.066167833982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578.057182834018,578.066167833982,578.8011670840206,578.8011670840206,578.8011670840206,578.8730055000051,578.8730055000051,578.8730055000051,579.470556958986,z,1.3932401249767281,None,579.4706868749927,579.4707415839657,None,,,,,,,,,,,,21040109,0,2026-04-09_15h12.46.028,tilt_mocs,2024.2.4,120.12661346373673,2026-04-09 15h13.27.033580 -0400,
6,15.0,,213,213,0,,,,,100,0,,,,,c+6,poss,0.75,z,1.7825084999785759,None,None,,,,,,,,,,,0,213,213,182,579.4820084999665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579.4731600839878,579.4820084999665,580.2178680420038,580.2178680420038,580.2178680420038,580.2894045839785,580.2894045839785,580.2894045839785,581.2703685419983,z,1.7825084999785759,None,581.2704746670206,581.2705164590152,None,,,,,,,,,,,,21040109,0,2026-04-09_15h12.46.028,tilt_mocs,2024.2.4,120.12661346373673,2026-04-09 15h13.27.033580 -0400,
6,15.0,,214,214,0,,,,,100,0,,,,,c+6,poss,0.5,z,1.4264374589547515,None,None,,,,,,,,,,,0,214,214,170,581.2811993340147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581.2725194590166,581.2811993340147,581.767979917,581.767979917,581.767979917,581.8405543339904,581.8405543339904,581.8405543339904,582.7190042919829,z,1.4264374589547515,None,582.7191211250029,582.7191732500214,None,,,,,,,,,,,,21040109,0,2026-04-09_15h12.46.028,tilt_mocs,2024.2.4,120.12661346373673,2026-04-09 15h13.27.033580 -0400,
2,-15.0,,215,215,0,,,,,100,0,,,,,c+2,negs,0.75,period,1.4084661660017446,None,None,,,,,,,,,,,0,215,215,474,582.7266706670052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582.7212081250036,582.7266706670052,583.4602205000119,583.4602205000119,583.4602205000119,583.5352775420179,583.5352775420179,583.5352775420179,584.1378997499705,period,1.4084661660017446,None,584.1380450839642,584.1381076250109,None,,,,,,,,,,,,21040109,0,2026-04-09_15h12.46.028,tilt_mocs,2024.2.4,120.12661346373673,2026-04-09 15h13.27.033580 -0400,
-2,-15.0,,216,216,0,,,,,100,0,,,,,c-2,negs,0.75,period,1.4358799170004204,None,None,,,,,,,,,,,0,216,216,391,584.1492853339878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584.140340959013,584.1492853339878,584.8847764999955,584.8847764999955,584.8847764999955,584.9566522499663,584.9566522499663,584.9566522499663,585.5876897919807,period,1.4358799170004204,None,585.5878569170018,585.5879210840212,None,,,,,,,,,,,,21040109,0,2026-04-09_15h12.46.028,tilt_mocs,2024.2.4,120.12661346373673,2026-04-09 15h13.27.033580 -0400,
0,15.0,,217,217,0,,,,,100,0,,,,,c+0,poss,0.5,z,1.2090938339824788,None,None,,,,,,,,,,,0,217,217,44,585.6001885419828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585.5908617919777,585.6001885419828,586.0839326250134,586.0839326250134,586.0839326250134,586.1585147919832,586.1585147919832,586.1585147919832,586.8210139590083,z,1.2090938339824788,None,586.8211382500012,586.8211899169837,None,,,,,,,,,,,,21040109,0,2026-04-09_15h12.46.028,tilt_mocs,2024.2.4,120.12661346373673,2026-04-09 15h13.27.033580 -0400,
0,0.0,,218,218,0,,,,,0,100,,,,,c+0,noss,1.0,period,3.395976292027626,None,None,,,,,,,,,,,0,218,218,615,586.8320108340122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586.8233226669836,586.8320108340122,587.8184115000186,587.8184115000186,587.8184115000186,587.8910791249946,587.8910791249946,587.8910791249946,590.2377046669717,period,3.395976292027626,None,590.2378326249891,590.2379110839684,None,,,,,,,,,,,,21040109,0,2026-04-09_15h12.46.028,tilt_mocs,2024.2.4,120.12661346373673,2026-04-09 15h13.27.033580 -0400,
0,-15.0,,219,219,0,,,,,100,0,,,,,c+0,negs,0.5,period,1.2368476670235395,None,None,,,,,,,,,,,0,219,219,428,590.2492893749732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590.2404706670204,590.2492893749732,590.7350617920165,590.7350617920165,590.7350617920165,590.8070626669796,590.8070626669796,590.8070626669796,591.4888630419737,period,1.2368476670235395,None,591.4890171249863,591.4890720419935,None,,,,,,,,,,,,21040109,0,2026-04-09_15h12.46.028,tilt_mocs,2024.2.4,120.12661346373673,2026-04-09 15h13.27.033580 -0400,
4,15.0,,220,220,0,,,,,100,0,,,,,c+4,poss,1.0,z,1.530190749967005,None,None,,,,,,,,,,,0,220,220,149,591.5003695000196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591.4913803749951,591.5003695000196,592.485123749997,592.485123749997,592.485123749997,592.5579068340012,592.5579068340012,592.5579068340012,593.0378705000039,z,1.530190749967005,None,593.0379927919712,593.0380449590157,None,,,,,,,,,,,,21040109,0,2026-04-09_15h12.46.028,tilt_mocs,2024.2.4,120.12661346373673,2026-04-09 15h13.27.033580 -0400,
-2,0.0,,221,221,0,,,,,0,100,,,,,c-2,noss,0.5,z,3.4275907920091413,None,None,,,,,,,,,,,0,221,221,554,593.0487015839899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593.0400604589959,593.0487015839899,593.5352374999784,593.5352374999784,593.5352374999784,593.6070882090135,593.6070882090135,593.6070882090135,596.4880691249855,z,3.4275907920091413,None,596.4882300000172,596.4882823340013,None,,,,,,,,,,,,21040109,0,2026-04-09_15h12.46.028,tilt_mocs,2024.2.4,120.12661346373673,2026-04-09 15h13.27.033580 -0400,
-8,-15.0,,222,222,0,,,,,100,0,,,,,c-8,negs,0.5,z,1.5136482500238344,None,None,,,,,,,,,,,0,222,222,256,596.5003870420041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596.4914486670168,596.5003870420041,596.9851909999852,596.9851909999852,596.9851909999852,597.0570662919781,597.0570662919781,597.0570662919781,598.0221539170016,z,1.5136482500238344,None,598.0222953339689,598.022348333965,None,,,,,,,,,,,,21040109,0,2026-04-09_15h12.46.028,tilt_mocs,2024.2.4,120.12661346373673,2026-04-09 15h13.27.033580 -0400,
-2,0.0,,223,223,0,,,,,0,100,,,,,c-2,noss,1.0,z,1.9888142919517122,None,None,,,,,,,,,,,0,223,223,577,598.0333344590035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598.0246477089822,598.0333344590035,599.0181841669837,599.0181841669837,599.0181841669837,599.0907891669776,599.0907891669776,599.0907891669776,600.0276853750111,z,1.9888142919517122,None,600.0278110000072,600.0278645419748,None,,,,,,,,,,,,21040109,0,2026-04-09_15h12.46.028,tilt_mocs,2024.2.4,120.12661346373673,2026-04-09 15h13.27.033580 -0400,
-2,15.0,,224,224,0,,,,,100,0,,,,,c-2,poss,1.0,period,1.6562917500268668,None,None,,,,,,,,,,,0,224,224,27,600.0382571250084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600.0300745419809,600.0382571250084,601.0277009999845,601.0277009999845,601.0277009999845,601.1025816670153,601.1025816670153,601.1025816670153,601.7049840000109,period,1.6562917500268668,None,601.7051380000194,601.7051929169684,None,,,,,,,,,,,,21040109,0,2026-04-09_15h12.46.028,tilt_mocs,2024.2.4,120.12661346373673,2026-04-09 15h13.27.033580 -0400,
4,0.0,,225,225,0,,,,,0,100,,,,,c+4,noss,1.25,period,2.4087902909959666,None,None,,,,,,,,,,,0,225,225,708,601.7133061669883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601.7068746250006,601.7133061669883,602.9520596250077,602.9520596250077,602.9520596250077,603.024237125006,603.024237125006,603.024237125006,604.1264287920203,period,2.4087902909959666,None,604.1265333750052,604.1265731669846,None,,,,,,,,,,,,21040109,0,2026-04-09_15h12.46.028,tilt_mocs,2024.2.4,120.12661346373673,2026-04-09 15h13.27.033580 -0400,
0,0.0,,226,226,0,,,,,0,100,,,,,c+0,noss,0.5,period,1.1182794159976766,None,None,,,,,,,,,,,0,226,226,593,604.1377533340128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,604.1285666669719,604.1377533340128,604.6281572919688,604.6281572919688,604.6281572919688,604.7026690000203,604.7026690000203,604.7026690000203,605.2611688749748,period,1.1182794159976766,None,605.2613980419701,605.2614915419836,None,,,,,,,,,,,,21040109,0,2026-04-09_15h12.46.028,tilt_mocs,2024.2.4,120.12661346373673,2026-04-09 15h13.27.033580 -0400,
0,-15.0,,227,227,0,,,,,100,0,,,,,c+0,negs,0.75,period,1.7974796250346117,None,None,,,,,,,,,,,0,227,227,441,605.272351749998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605.2640031250194,605.272351749998,606.0121921669925,606.0121921669925,606.0121921669925,606.0860565839685,606.0860565839685,606.0860565839685,607.0729234999744,period,1.7974796250346117,None,607.073067417019,607.0731203749892,None,,,,,,,,,,,,21040109,0,2026-04-09_15h12.46.028,tilt_mocs,2024.2.4,120.12661346373673,2026-04-09 15h13.27.033580 -0400,
2,0.0,,228,228,0,,,,,0,100,,,,,c+2,noss,0.75,period,1.3699653750518337,None,None,,,,,,,,,,,0,228,228,645,607.0841842920054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607.0752853750018,607.0841842920054,607.8188781249919,607.8188781249919,607.8188781249919,607.8916602499667,607.8916602499667,607.8916602499667,608.4611657920177,period,1.3699653750518337,None,608.461268834013,608.4613096669782,None,,,,,,,,,,,,21040109,0,2026-04-09_15h12.46.028,tilt_mocs,2024.2.4,120.12661346373673,2026-04-09 15h13.27.033580 -0400,
-4,-15.0,,229,229,0,,,,,100,0,,,,,c-4,negs,0.75,z,1.4755555000156164,None,None,,,,,,,,,,,0,229,229,350,608.4719049169798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608.4633085840032,608.4719049169798,609.2125124169979,609.2125124169979,609.2125124169979,609.2861924999743,609.2861924999743,609.2861924999743,609.9566985840211,z,1.4755555000156164,None,609.956820167019,609.9568679169752,None,,,,,,,,,,,,21040109,0,2026-04-09_15h12.46.028,tilt_mocs,2024.2.4,120.12661346373673,2026-04-09 15h13.27.033580 -0400,
0,15.0,,230,230,0,,,,,100,0,,,,,c+0,poss,0.75,period,2.9435835420154035,None,None,,,,,,,,,,,0,230,230,63,609.9681509999791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609.9590157089988,609.9681509999791,610.7023953750031,610.7023953750031,610.7023953750031,610.7747880839743,610.7747880839743,610.7747880839743,612.9218682500068,period,2.9435835420154035,None,612.9220305419876,612.9220855839667,None,,,,,,,,,,,,21040109,0,2026-04-09_15h12.46.028,tilt_mocs,2024.2.4,120.12661346373673,2026-04-09 15h13.27.033580 -0400,
-4,-15.0,,231,231,0,,,,,100,0,,,,,c-4,negs,1.25,period,1.9024680830189027,None,None,,,,,,,,,,,0,231,231,374,612.9339963750099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612.9248534169747,612.9339963750099,614.1695189169841,614.1695189169841,614.1695189169841,614.2410768750124,614.2410768750124,614.2410768750124,614.8390761669725,period,1.9024680830189027,None,614.839234708983,614.8392852919642,None,,,,,,,,,,,,21040109,0,2026-04-09_15h12.46.028,tilt_mocs,2024.2.4,120.12661346373673,2026-04-09 15h13.27.033580 -0400,
-6,-15.0,,232,232,0,,,,,100,0,,,,,c-6,negs,0.75,period,1.4116785409860313,None,None,,,,,,,,,,,0,232,232,311,614.8509267920163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614.8419600839843,614.8509267920163,615.5850563750137,615.5850563750137,615.5850563750137,615.6577187089715,615.6577187089715,615.6577187089715,616.2725226670154,period,1.4116785409860313,None,616.2727860420127,616.2728666249895,None,,,,,,,,,,,,21040109,0,2026-04-09_15h12.46.028,tilt_mocs,2024.2.4,120.12661346373673,2026-04-09 15h13.27.033580 -0400,
0,-15.0,,233,233,0,,,,,100,0,,,,,c+0,negs,0.5,period,1.4106375410337932,None,None,,,,,,,,,,,0,233,233,425,616.2843332500197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616.2753389999853,616.2843332500197,616.76932183397,616.76932183397,616.76932183397,616.8417082499946,616.8417082499946,616.8417082499946,617.705377959006,period,1.4106375410337932,None,617.7055050000199,617.7055582919857,None,,,,,,,,,,,,21040109,0,2026-04-09_15h12.46.028,tilt_mocs,2024.2.4,120.12661346373673,2026-04-09 15h13.27.033580 -0400,
2,-15.0,,234,234,0,,,,,100,0,,,,,c+2,negs,0.75,period,1.3877088330336846,None,None,,,,,,,,,,,0,234,234,478,617.7164774999837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,617.7078431670088,617.7164774999837,618.4527206670027,618.4527206670027,618.4527206670027,618.5230619169888,618.5230619169888,618.5230619169888,619.116445624968,period,1.3877088330336846,None,619.1165441669873,619.1166013340116,None,,,,,,,,,,,,21040109,0,2026-04-09_15h12.46.028,tilt_mocs,2024.2.4,120.12661346373673,2026-04-09 15h13.27.033580 -0400,
