center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,text_11.started,surround_practice.stopped,center_practice.stopped,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,practice_feedback.stopped,text_7.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,surround_practice_2.started,center_practice_2.started,surround_practice_2.stopped,center_practice_2.stopped,text_12.started,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trials.label,trials.nReps,trials.startVal,trials.maxVal,trials.minVal,trials.stepSizes,trials.stepType,trials.nUp,trials.nDown,trials.nReversals,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.intensity,center_angle,surround_angle,trial.started,resp.started,surround_grating.started,center_grating.started,text_3.started,surround_grating.stopped,center_grating.stopped,trial.stopped,trials.response,break_2.started,text_14.started,key_resp_9.started,break_2.stopped,blocks.key_resp_9.keys,blocks.key_resp_9.rt,blocks.key_resp_9.duration,end.started,text_4.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,1425.156900832997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,18,105,down,0.5,-4.0,-4.0,-30,1425.1486177499974,1425.156900832997,1425.6447060419996,1425.6447060419996,1425.718066041998,1425.718066041998,1425.718066041998,1426.5204302919992,0,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,1426.5448607079998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,18,106,down,0.5,-3.5,-3.5,-30,1426.521557958,1426.5448607079998,1427.0208107079998,1427.0208107079998,1427.095323292,1427.095323292,1427.095323292,1428.104317292,0,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,1428.1140300829975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,18,107,down,0.5,4.0,4.0,30,1428.1055609169998,1428.1140300829975,1428.6038283749986,1428.6038283749986,1428.6784954579998,1428.6784954579998,1428.6784954579998,1430.1475891249975,0,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,1430.1569930829974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,19,108,up,0.5,4.5,4.5,30,1430.1487812499981,1430.1569930829974,1430.6448827919994,1430.6448827919994,1430.718377416997,1430.718377416997,1430.718377416997,1432.103384957998,0,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,1432.1284464169985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,19,109,up,0.5,0.5,0.5,,1432.1045087079983,1432.1284464169985,1432.6034327499983,1432.6034327499983,1432.6788661249993,1432.6788661249993,1432.6788661249993,1433.2312095419984,1,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,1433.2406647499993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,19,110,up,0.5,-3.5,-3.5,-30,1433.2323613749977,1433.2406647499993,1433.728372499998,1433.728372499998,1433.8025627499992,1433.8025627499992,1433.8025627499992,1434.9482745419991,0,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,1434.9580485829974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,19,111,up,0.5,-3.0,-3.0,-30,1434.9496293329976,1434.9580485829974,1435.4442372919984,1435.4442372919984,1435.5186637919978,1435.5186637919978,1435.5186637919978,1437.3374164169982,0,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,1437.361987166998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,19,112,up,0.5,5.5,5.5,30,1437.3385396669983,1437.361987166998,1437.8380426669974,1437.8380426669974,1437.9123956250005,1437.9123956250005,1437.9123956250005,1438.5145865419981,1,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,1438.5241764579987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,19,113,up,0.5,-1.5,-1.5,,1438.516004707999,1438.5241764579987,1439.0120092500001,1439.0120092500001,1439.0842382499977,1439.0842382499977,1439.0842382499977,1439.654411083,0,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,1439.6641048749989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,20,114,up,0.5,-1.0,-1.0,,1439.6556753330005,1439.6641048749989,1440.1549347919972,1440.1549347919972,1440.2292019999986,1440.2292019999986,1440.2292019999986,1441.0977520829983,0,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,1441.1072687499982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,20,115,up,0.5,-3.0,-3.0,-30,1441.0988961250005,1441.1072687499982,1441.5953050829994,1441.5953050829994,1441.668483999998,1441.668483999998,1441.668483999998,1442.4142254170001,0,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,1442.4236364169992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,20,116,up,0.5,-2.5,-2.5,-30,1442.4153670419983,1442.4236364169992,1442.9120141249987,1442.9120141249987,1442.9838088329998,1442.9838088329998,1442.9838088329998,1445.2483559169996,0,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,1445.2576259579982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,20,117,up,0.5,5.0,5.0,30,1445.2496389579974,1445.2576259579982,1445.745530082997,1445.745530082997,1445.820080166999,1445.820080166999,1445.820080166999,1446.414544583,1,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,1446.4236898749987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,20,118,down,0.5,5.0,5.0,30,1446.415677375,1446.4236898749987,1446.9123060829988,1446.9123060829988,1446.9850346249987,1446.9850346249987,1446.9850346249987,1447.932194541998,0,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,1447.941784249997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,20,119,down,0.5,0.0,0.0,,1447.9334514999973,1447.941784249997,1448.4288581250003,1448.4288581250003,1448.502133124999,1448.502133124999,1448.502133124999,1449.0482179169994,1,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,1449.0577195829974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,21,120,up,0.5,-0.5,-0.5,,1449.0494133329994,1449.0577195829974,1449.5456931669978,1449.5456931669978,1449.6189406249978,1449.6189406249978,1449.6189406249978,1450.154290208,0,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,1450.179202457999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,21,121,down,0.5,-0.5,-0.5,,1450.1556521249986,1450.179202457999,1450.6547702919997,1450.6547702919997,1450.7293086249992,1450.7293086249992,1450.7293086249992,1451.931698417,1,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,1451.9412015419985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,21,122,up,0.5,5.5,5.5,30,1451.9329866249973,1451.9412015419985,1452.4290737079973,1452.4290737079973,1452.5018566670005,1452.5018566670005,1452.5018566670005,1453.3986392919978,1,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,1453.4083375419978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,21,123,up,0.5,-2.0,-2.0,-30,1453.400111957999,1453.4083375419978,1453.8958504999973,1453.8958504999973,1453.9692371249985,1453.9692371249985,1453.9692371249985,1454.6049664579987,0,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,1454.61426975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,21,124,up,0.5,-2.5,-2.5,-30,1454.6060992919993,1454.61426975,1455.1048029999984,1455.1048029999984,1455.1795282919993,1455.1795282919993,1455.1795282919993,1455.8211945000003,0,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,1455.846004707997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,21,125,down,0.5,4.5,4.5,30,1455.8223075419992,1455.846004707997,1456.321428416999,1456.321428416999,1456.3963057500005,1456.3963057500005,1456.3963057500005,1457.6480529999972,1,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,1457.6573387079989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,22,126,down,0.5,4.0,4.0,30,1457.6492201250003,1457.6573387079989,1458.1460110419976,1458.1460110419976,1458.219803707998,1458.219803707998,1458.219803707998,1458.6485434999995,0,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,1458.6576976249999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,22,127,down,0.5,-1.0,-1.0,,1458.6497014579982,1458.6576976249999,1459.1450741249973,1459.1450741249973,1459.2192477499993,1459.2192477499993,1459.2192477499993,1461.4986512920004,0,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,1461.5081111670006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,22,128,up,0.5,-2.0,-2.0,-30,1461.4998421249984,1461.5081111670006,1461.9961581669995,1461.9961581669995,1462.070040874998,1462.070040874998,1462.070040874998,1462.4485508750004,1,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,1462.4576826669982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,22,129,up,0.5,-1.5,-1.5,-30,1462.4496731670006,1462.4576826669982,1462.9454856669981,1462.9454856669981,1463.0196865420003,1463.0196865420003,1463.0196865420003,1464.3151604999985,0,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,1464.3242639579985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,22,130,up,0.5,0.0,0.0,,1464.3162984169976,1464.3242639579985,1464.8128226669978,1464.8128226669978,1464.8866321669993,1464.8866321669993,1464.8866321669993,1466.1319245829982,0,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,1466.1410326669975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,22,131,down,0.5,5.0,5.0,30,1466.1330723329993,1466.1410326669975,1466.6296820829994,1466.6296820829994,1466.7034049169997,1466.7034049169997,1466.7034049169997,1467.2989819169998,1,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,1467.3087176249974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,23,132,up,0.5,4.5,4.5,30,1467.3003432499972,1467.3087176249974,1467.796198791999,1467.796198791999,1467.869945874998,1467.869945874998,1467.869945874998,1469.19905725,0,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,1469.208343041999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,23,133,up,0.5,-1.0,-1.0,-30,1469.2002172920002,1469.208343041999,1469.6963007079976,1469.6963007079976,1469.769784541997,1469.769784541997,1469.769784541997,1470.5714281250002,1,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,1470.5964057499987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,23,134,up,0.5,0.5,0.5,,1470.5725869169983,1470.5964057499987,1471.0729390829983,1471.0729390829983,1471.146898125,1471.146898125,1471.146898125,1473.9888559579995,0,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,1473.9990638749987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,23,135,down,0.5,-2.5,-2.5,-30,1473.9900162919985,1473.9990638749987,1474.4886872919997,1474.4886872919997,1474.5635014580002,1474.5635014580002,1474.5635014580002,1475.3154556249974,0,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,1475.3246908330002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,23,136,down,0.5,4.5,4.5,30,1475.3166061249976,1475.3246908330002,1475.8133856669992,1475.8133856669992,1475.8864994169999,1475.8864994169999,1475.8864994169999,1476.4821945000003,1,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,1476.4915537919987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,23,137,up,0.5,-0.5,-0.5,,1476.4833299169986,1476.4915537919987,1476.9800256249982,1476.9800256249982,1477.053722749999,1477.053722749999,1477.053722749999,1478.4495481249978,0,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,1478.4585553329998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,24,138,up,0.5,0.0,0.0,,1478.4507718749992,1478.4585553329998,1478.9467621250005,1478.9467621250005,1479.0199840419991,1479.0199840419991,1479.0199840419991,1480.7160462499996,0,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,1480.7254061249987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,24,139,down,0.5,4.0,4.0,30,1480.717308583,1480.7254061249987,1481.2135208750005,1481.2135208750005,1481.2873058330006,1481.2873058330006,1481.2873058330006,1481.782324124997,0,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,1481.7914770419993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,24,140,up,0.5,5.0,5.0,30,1481.7834725829998,1481.7914770419993,1482.2801608749978,1482.2801608749978,1482.3538147500003,1482.3538147500003,1482.3538147500003,1482.933033207999,1,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,1482.9430305419992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,24,141,down,0.5,-1.5,-1.5,-30,1482.9347990829992,1482.9430305419992,1483.4301236669999,1483.4301236669999,1483.5035104579983,1483.5035104579983,1483.5035104579983,1484.0826529999977,0,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,1484.0922282079991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,24,142,up,0.5,-2.0,-2.0,-30,1484.0840569169995,1484.0922282079991,1484.5802023750002,1484.5802023750002,1484.6540467919986,1484.6540467919986,1484.6540467919986,1485.3735629580005,0,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,1485.3830024169984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,24,143,up,0.5,1.0,1.0,,1485.3747095830004,1485.3830024169984,1485.872590125,1485.872590125,1485.9477086669976,1485.9477086669976,1485.9477086669976,1487.3661783749994,0,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,1487.375343249998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,25,144,up,0.5,0.5,0.5,,1487.3673617919994,1487.375343249998,1487.862877749998,1487.862877749998,1487.9375264169976,1487.9375264169976,1487.9375264169976,1488.523750207998,0,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
