center,surround,correct,opacity,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,practice_trial.stopped,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,practice_feedback.started,text_7.started,practice_feedback.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,surround_practice_2.started,center_practice_2.started,text_12.started,surround_practice_2.stopped,center_practice_2.stopped,practice_trial_timed.stopped,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,text_7.stopped,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trials.label,trials.nReps,trials.startVal,trials.maxVal,trials.minVal,trials.stepSizes,trials.stepType,trials.nUp,trials.nDown,trials.nReversals,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.intensity,trial.started,center_angle,surround_angle,resp.started,surround_grating.started,center_grating.started,text_3.started,surround_grating.stopped,center_grating.stopped,trial.stopped,trials.response,break_2.started,text_14.started,key_resp_9.started,break_2.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration,end.started,text_4.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,0,0,0,0,176.34441745799995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,17,99,down,0.5,6.5,176.3365109160004,6.5,30,176.34441745799995,176.8459230410008,176.8459230410008,176.91786941600003,176.9242755000014,176.9242755000014,177.65289183300047,1,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,0,0,0,0,177.6618816659975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,17,100,up,0.5,-1.5,177.65314020799997,-1.5,-30,177.6618816659975,178.16351283300173,178.16351283300173,178.2346756659972,178.241735040996,178.241735040996,179.02631683299842,0,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,0,0,0,0,179.0345932909986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,17,101,down,0.5,6.5,179.02656487499917,6.5,30,179.0345932909986,179.52851754100266,179.52851754100266,179.6095687499983,179.6095687499983,179.6095687499983,180.76952229099697,1,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,0,0,0,0,180.77826133299823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,18,102,down,0.5,6.0,180.76978545799648,6.0,30,180.77826133299823,181.27926220800146,181.27926220800146,181.35131754099712,181.35843095799646,181.35843095799646,182.0931117079963,1,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,0,0,0,0,182.10143245800282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,18,103,up,0.5,-1.0,182.0933139580011,-1.0,-30,182.10143245800282,182.59672312499606,182.59672312499606,182.67630583299615,182.67630583299615,182.67630583299615,183.2265185829965,1,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,0,0,0,0,183.23481066599925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,18,104,down,0.5,0.0,183.22678195800108,0.0,,183.23481066599925,183.72875858299813,183.72875858299813,183.8101874999993,183.8101874999993,183.8101874999993,184.35239624999667,0,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,0,0,0,0,184.3610885829985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,18,105,down,0.5,6.0,184.35264370799996,6.0,30,184.3610885829985,184.8617696250003,184.8617696250003,184.93468425000174,184.94123412499903,184.94123412499903,185.62562154100306,0,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,0,0,0,0,185.6342017909992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,18,106,up,0.5,-2.5,185.6258681249965,-2.5,-30,185.6342017909992,186.1287290830005,186.1287290830005,186.20863333300076,186.20863333300076,186.20863333300076,186.893495874996,0,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,0,0,0,0,186.90144687500288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,18,107,down,0.5,1.0,186.89375283299887,1.0,,186.90144687500288,187.39566733300308,187.39566733300308,187.47550158300146,187.47550158300146,187.47550158300146,188.07613258300262,0,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,0,0,0,0,188.08415070799674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,19,108,up,0.5,6.5,188.07635937500163,6.5,30,188.08415070799674,188.57883266599674,188.57883266599674,188.658645083,188.658645083,188.658645083,189.6865251249983,0,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,0,0,0,0,189.69468604100257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,19,109,down,0.5,-1.5,189.68673295799817,-1.5,-30,189.69468604100257,190.19642341599683,190.19642341599683,190.26808666600118,190.27503162500216,190.27503162500216,190.87599108299764,1,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,0,0,0,0,190.8839766250021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,19,110,up,0.5,1.5,190.87619762500253,1.5,,190.8839766250021,191.37999633300205,191.37999633300205,191.45897612500266,191.45897612500266,191.45897612500266,193.18656775000272,1,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,0,0,0,0,193.19508654099627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,19,111,up,0.5,-2.0,193.18682337499922,-2.0,-30,193.19508654099627,193.69556258300145,193.69556258300145,193.768103082999,193.77500724999845,193.77500724999845,194.50341308300267,1,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,0,0,0,0,194.511944165999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,19,112,up,0.5,0.5,194.50367962499877,0.5,,194.511944165999,195.01218174999667,195.01218174999667,195.08494066599815,195.09179654099717,195.09179654099717,196.75296220799646,1,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,0,0,0,0,196.76175541600242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,19,113,down,0.5,5.5,196.75321195799916,5.5,30,196.76175541600242,197.26385687499715,197.26385687499715,197.3345916659964,197.3415807909987,197.3415807909987,198.04334008300066,1,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,0,0,0,0,198.051420374999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,20,114,down,0.5,0.0,198.0435664999968,0.0,,198.051420374999,198.54665787499835,198.54665787499835,198.62599837499874,198.62599837499874,198.62599837499874,199.10286520799855,0,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,0,0,0,0,199.11091229099839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,20,115,down,0.5,5.0,199.10307216599904,5.0,30,199.11091229099839,199.61248124999838,199.61248124999838,199.6848338330019,199.6918020000012,199.6918020000012,200.2529637080006,0,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,0,0,0,0,200.26109270800225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,20,116,down,0.5,1.0,200.25316949999979,1.0,,200.26109270800225,200.7622257080002,200.7622257080002,200.83441624999978,200.84105204099615,200.84105204099615,201.62649870799942,0,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,0,0,0,0,201.63497574999928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,20,117,up,0.5,7.0,201.62677679100307,7.0,30,201.63497574999928,202.12897662499745,202.12897662499745,202.20839379099925,202.20839379099925,202.20839379099925,202.8694738330014,0,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,0,0,0,0,202.87807795799745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,20,118,down,0.5,-2.5,202.86972408300062,-2.5,-30,202.87807795799745,203.37893379099842,203.37893379099842,203.45161212499806,203.45810779099702,203.45810779099702,204.7863651660009,0,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,0,0,0,0,204.7945427079976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,20,119,down,0.5,-2.0,204.7866130409966,-2.0,-30,204.7945427079976,205.29636795799888,205.29636795799888,205.3682686250031,205.3759056659983,205.3759056659983,206.1027322910013,0,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,0,0,0,0,206.10803558299813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,21,120,up,0.5,-2.0,206.10298308300116,-2.0,-30,206.10803558299813,206.61384845800058,206.61384845800058,206.68493033300183,206.6918886659987,206.6918886659987,207.34300612499646,0,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,0,0,0,0,207.3518627500016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,21,121,up,0.5,0.5,207.3432527909972,0.5,,207.3518627500016,207.8460554159974,207.8460554159974,207.92656145799992,207.92656145799992,207.92656145799992,208.77623362500162,0,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,0,0,0,0,208.78443900000275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,21,122,up,0.5,-1.5,208.77647133299615,-1.5,-30,208.78443900000275,209.27948045799712,209.27948045799712,209.35970933300268,209.35970933300268,209.35970933300268,209.9537700410001,0,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,0,0,0,0,209.96265941599995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,21,123,up,0.5,1.5,209.9540130000023,1.5,,209.96265941599995,210.46313287499652,210.46313287499652,210.53432304099988,210.54096758300147,210.54096758300147,211.17039004099934,1,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,0,0,0,0,211.17901008299668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,21,124,up,0.5,5.5,211.17063387500093,5.5,30,211.17901008299668,211.6797893749972,211.6797893749972,211.75179762500193,211.75882583299972,211.75882583299972,212.66968037500192,1,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,0,0,0,0,212.6782481659975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,21,125,up,0.5,7.5,212.66992916599702,7.5,30,212.6782481659975,213.17902679099643,213.17902679099643,213.25168229099654,213.25855820799916,213.25855820799916,214.29343991600035,1,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,0,0,0,0,214.3020097080007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,22,126,up,0.5,1.0,214.29370495799958,1.0,,214.3020097080007,214.79670066599647,214.79670066599647,214.87625224999647,214.87625224999647,214.87625224999647,216.51940916600142,0,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,0,0,0,0,216.52742145799857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,22,127,up,0.5,-1.5,216.5196152080025,-1.5,-30,216.52742145799857,217.0291332909983,217.0291332909983,217.10176133299683,217.1087438329996,217.1087438329996,218.5366642500012,0,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,0,0,0,0,218.54514049999852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,22,128,down,0.5,7.0,218.5368700830004,7.0,30,218.54514049999852,219.04643520800164,219.04643520800164,219.1178914159973,219.12424062500213,219.12424062500213,219.71999974999926,1,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,0,0,0,0,219.7281732909978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,22,129,down,0.5,1.0,219.7202057079994,1.0,,219.7281732909978,220.22897445799754,220.22897445799754,220.30180462499993,220.30866479100223,220.30866479100223,221.18671129099675,1,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,0,0,0,0,221.19501483299973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,22,130,down,0.5,5.0,221.18692058300076,5.0,30,221.19501483299973,221.69660720800312,221.69660720800312,221.76851829099905,221.77545662500052,221.77545662500052,222.85998541599838,1,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,0,0,0,0,222.86829433299863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,22,131,up,0.5,-1.0,222.86022575000243,-1.0,-30,222.86829433299863,223.36245712499658,223.36245712499658,223.4435012909962,223.4435012909962,223.4435012909962,224.29290862500056,0,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,0,0,0,0,224.30206491600256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,23,132,up,0.5,-1.0,224.29312837500038,-1.0,-30,224.30206491600256,224.79569216600066,224.79569216600066,224.87700708299963,224.87700708299963,224.87700708299963,225.78671487500105,1,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,0,0,0,0,225.79532437500166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,23,133,down,0.5,0.5,225.78697366599954,0.5,,225.79532437500166,226.2967476249978,226.2967476249978,226.36771591599972,226.37475324999832,226.37475324999832,227.13666958300018,0,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,0,0,0,0,227.14498766599718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,23,134,up,0.5,-0.5,227.1369198329994,-0.5,-30,227.14498766599718,227.64568224999675,227.64568224999675,227.7185610000015,227.7250680829966,227.7250680829966,228.5528105830017,0,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,0,0,0,0,228.56104512499587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,23,135,down,0.5,6.5,228.55305950000184,6.5,30,228.56104512499587,229.06255966600293,229.06255966600293,229.1355211659975,229.14316958299605,229.14316958299605,229.83610212500207,1,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,0,0,0,0,229.8428347079971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,23,136,up,0.5,1.5,229.8362117910001,1.5,,229.8428347079971,230.34651358299743,230.34651358299743,230.41854116600007,230.4255126249991,230.4255126249991,231.71010529100022,1,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,0,0,0,0,231.71835579100298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,23,137,down,0.5,4.5,231.71031824999955,4.5,30,231.71835579100298,232.21273099999962,232.21273099999962,232.2937950830019,232.2937950830019,232.2937950830019,233.3530388750005,0,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,0,0,0,0,233.36099816599744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,24,138,down,0.5,-1.5,233.35326350000105,-1.5,-30,233.36099816599744,233.86265304099652,233.86265304099652,233.93538591599645,233.94196216599812,233.94196216599812,234.63675499999954,0,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,0,0,0,0,234.64568133300054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,24,139,up,0.5,0.0,234.63702091600135,0.0,-30,234.64568133300054,235.1460747079982,235.1460747079982,235.21863816599944,235.22516745799658,235.22516745799658,235.89369745799922,0,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,0,0,0,0,235.90210316600133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,24,140,down,0.5,6.0,235.89394729099877,6.0,30,235.90210316600133,236.3979295829995,236.3979295829995,236.47702637499606,236.47702637499606,236.47702637499606,237.42676958299853,0,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,0,0,0,0,237.43493891599792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,24,141,down,0.5,1.0,237.42697824999777,1.0,,237.43493891599792,237.92986133300292,237.92986133300292,238.01041987499775,238.01041987499775,238.01041987499775,238.87016674999904,0,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,0,0,0,0,238.87862679099635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,24,142,up,0.5,1.0,238.8704184579983,1.0,,238.87862679099635,239.3793542909989,239.3793542909989,239.45193604099768,239.45889958299813,239.45889958299813,240.0601642499969,1,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
