center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,orient_opacity,noise_opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,type,surr_type,isi,resp.keys,resp.rt,resp.duration,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr_example.started,key_resp_11.started,surround_practice_example.started,center_practice_example.started,text_15.started,instr_example.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,practice_feedback.stopped,text_7.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,noise_2.started,surround_practice_2.started,center_practice_2.started,noise_2.stopped,surround_practice_2.stopped,center_practice_2.stopped,text_12.started,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,practice_feedback_timed.started,text_16.started,text_16.stopped,practice_feedback_timed.stopped,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trial.started,resp.started,noise_3.started,surround_grating.started,center_grating.started,noise_3.stopped,surround_grating.stopped,center_grating.stopped,trial.stopped,trials.resp.keys,trials.resp.rt,trials.resp.duration,break_2.started,break_2.stopped,trials.key_resp_10.keys,text_2.started,key_resp_10.started,trials.key_resp_10.rt,trials.key_resp_10.duration,end.started,text_14.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
6,15.0,,125,125,0,,,,,100,0,,,,,c+6,poss,0.5,z,1.5487444589962251,None,None,,,,,,,,,,,0,125,125,176,356.3120966659917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.3031170000031,356.3120966659917,356.7986112080107,356.7986112080107,356.7986112080107,356.87087837501895,356.87087837501895,356.87087837501895,357.86848125001416,z,1.5487444589962251,None,357.86862054100493,357.8686791660148,None,,,,,,,,,,,,21040105,2,2026-03-02_11h49.46.560,tilt_mocs,2024.2.4,None,2026-03-02 11h50.24.079999 -0500,
-2,-15.0,,126,126,0,,,,,100,0,,,,,c-2,negs,0.5,z,1.9203382080013398,None,None,,,,,,,,,,,0,126,126,380,357.8799144999939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.87092129100347,357.8799144999939,358.3655477499997,358.3655477499997,358.3655477499997,358.4379003329959,358.4379003329959,358.4379003329959,359.81328158301767,z,1.9203382080013398,None,359.8133766250103,359.81341699999757,None,,,,,,,,,,,,21040105,2,2026-03-02_11h49.46.560,tilt_mocs,2024.2.4,None,2026-03-02 11h50.24.079999 -0500,
0,-15.0,,127,127,0,,,,,100,0,,,,,c+0,negs,1.25,period,1.8290770830062684,None,None,,,,,,,,,,,0,127,127,460,359.82053562501096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.8154154160002,359.82053562501096,361.0579011249938,361.0579011249938,361.0579011249938,361.13280824999674,361.13280824999674,361.13280824999674,361.65254895799444,period,1.8290770830062684,None,361.6527280829905,361.65278762500384,None,,,,,,,,,,,,21040105,2,2026-03-02_11h49.46.560,tilt_mocs,2024.2.4,None,2026-03-02 11h50.24.079999 -0500,
-2,-15.0,,128,128,0,,,,,100,0,,,,,c-2,negs,1.0,z,1.9952942090167198,None,None,,,,,,,,,,,0,128,128,406,361.664824166015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.6555827500124,361.664824166015,362.6480566250102,362.6480566250102,362.6480566250102,362.7217089580081,362.7217089580081,362.7217089580081,363.6683048749983,z,1.9952942090167198,None,363.6684619160078,363.6685175829916,None,,,,,,,,,,,,21040105,2,2026-03-02_11h49.46.560,tilt_mocs,2024.2.4,None,2026-03-02 11h50.24.079999 -0500,
-6,-15.0,,129,129,0,,,,,100,0,,,,,c-6,negs,0.5,z,1.4077386670105625,None,None,,,,,,,,,,,0,129,129,294,363.68021633301396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.67124175000936,363.68021633301396,364.16559200000484,364.16559200000484,364.16559200000484,364.2385460830119,364.2385460830119,364.2385460830119,365.091474957997,z,1.4077386670105625,None,365.091600832995,365.0916535000142,None,,,,,,,,,,,,21040105,2,2026-03-02_11h49.46.560,tilt_mocs,2024.2.4,None,2026-03-02 11h50.24.079999 -0500,
0,-15.0,,130,130,0,,,,,100,0,,,,,c+0,negs,0.5,period,1.1152171249850653,None,None,,,,,,,,,,,0,130,130,429,365.1019946250017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.09390804101713,365.1019946250017,365.5917204580037,365.5917204580037,365.5917204580037,365.6661902079941,365.6661902079941,365.6661902079941,366.22363225001027,period,1.1152171249850653,None,366.22376550000627,366.223817332997,None,,,,,,,,,,,,21040105,2,2026-03-02_11h49.46.560,tilt_mocs,2024.2.4,None,2026-03-02 11h50.24.079999 -0500,
0,15.0,,131,131,0,,,,,100,0,,,,,c+0,poss,1.0,z,1.6364186669816263,None,None,,,,,,,,,,,0,131,131,71,366.23506904099486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.22609154100064,366.23506904099486,367.2251279159973,367.2251279159973,367.2251279159973,367.2995882499963,367.2995882499963,367.2995882499963,367.87463066601777,z,1.6364186669816263,None,367.8748967910069,367.87498512500315,None,,,,,,,,,,,,21040105,2,2026-03-02_11h49.46.560,tilt_mocs,2024.2.4,None,2026-03-02 11h50.24.079999 -0500,
-2,0.0,,132,132,0,,,,,0,100,,,,,c-2,noss,1.0,z,1.6722596670151688,None,None,,,,,,,,,,,0,132,132,573,367.88562770799035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.87738116600667,367.88562770799035,368.8756009580102,368.8756009580102,368.8756009580102,368.9496381249919,368.9496381249919,368.9496381249919,369.568797874992,z,1.6722596670151688,None,369.56895033299224,369.56900187500287,None,,,,,,,,,,,,21040105,2,2026-03-02_11h49.46.560,tilt_mocs,2024.2.4,None,2026-03-02 11h50.24.079999 -0500,
-8,-15.0,,133,133,0,,,,,100,0,,,,,c-8,negs,0.5,z,1.2721329590131063,None,None,,,,,,,,,,,0,133,133,255,369.58097383301356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.57200333301444,369.58097383301356,370.0657317500154,370.0657317500154,370.0657317500154,370.1379572080041,370.1379572080041,370.1379572080041,370.8574037910148,z,1.2721329590131063,None,370.85750300000655,370.85754487500526,None,,,,,,,,,,,,21040105,2,2026-03-02_11h49.46.560,tilt_mocs,2024.2.4,None,2026-03-02 11h50.24.079999 -0500,
0,15.0,,134,134,0,,,,,100,0,,,,,c+0,poss,1.0,z,1.5977708749996964,None,None,,,,,,,,,,,0,134,134,72,370.8684872080048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.85948929100414,370.8684872080048,371.8583772080019,371.8583772080019,371.8583772080019,371.9328628749936,371.9328628749936,371.9328628749936,372.46912695799256,z,1.5977708749996964,None,372.4692774580035,372.46933325001737,None,,,,,,,,,,,,21040105,2,2026-03-02_11h49.46.560,tilt_mocs,2024.2.4,None,2026-03-02 11h50.24.079999 -0500,
-4,0.0,,135,135,0,,,,,0,100,,,,,c-4,noss,1.0,z,1.5779335839906707,None,None,,,,,,,,,,,0,135,135,533,372.48039612499997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.47156033301144,372.48039612499997,373.4658610410115,373.4658610410115,373.4658610410115,373.5379570829973,373.5379570829973,373.5379570829973,374.06836075001047,z,1.5779335839906707,None,374.0684987080167,374.0685522080166,None,,,,,,,,,,,,21040105,2,2026-03-02_11h49.46.560,tilt_mocs,2024.2.4,None,2026-03-02 11h50.24.079999 -0500,
2,0.0,,136,136,0,,,,,0,100,,,,,c+2,noss,0.5,z,1.2980999590072315,None,None,,,,,,,,,,,0,136,136,638,374.0799909160123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.0710438330134,374.0799909160123,374.5659782080038,374.5659782080038,374.5659782080038,374.63801512500504,374.63801512500504,374.63801512500504,375.385425415996,z,1.2980999590072315,None,375.38555220799753,375.3856052909978,None,,,,,,,,,,,,21040105,2,2026-03-02_11h49.46.560,tilt_mocs,2024.2.4,None,2026-03-02 11h50.24.079999 -0500,
8,15.0,,137,137,0,,,,,100,0,,,,,c+8,poss,0.75,period,1.4592324580007698,None,None,,,,,,,,,,,0,137,137,229,375.3967322499957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.3877698330034,375.3967322499957,376.13258020801004,376.13258020801004,376.13258020801004,376.2051180830167,376.2051180830167,376.2051180830167,376.86877000000095,period,1.4592324580007698,None,376.86889579100534,376.8689471660182,None,,,,,,,,,,,,21040105,2,2026-03-02_11h49.46.560,tilt_mocs,2024.2.4,None,2026-03-02 11h50.24.079999 -0500,
2,0.0,,138,138,0,,,,,0,100,,,,,c+2,noss,0.5,period,1.1043207500188146,None,None,,,,,,,,,,,0,138,138,637,376.87973400001647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.87114537501475,376.87973400001647,377.36616345800576,377.36616345800576,377.36616345800576,377.43850183300674,377.43850183300674,377.43850183300674,377.9964894580189,period,1.1043207500188146,None,377.9965893329936,377.9966318329971,None,,,,,,,,,,,,21040105,2,2026-03-02_11h49.46.560,tilt_mocs,2024.2.4,None,2026-03-02 11h50.24.079999 -0500,
-4,-15.0,,139,139,0,,,,,100,0,,,,,c-4,negs,0.5,period,1.7460094999987632,None,None,,,,,,,,,,,0,139,139,343,378.0032118750096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.9986640830175,378.0032118750096,378.49169695799355,378.49169695799355,378.49169695799355,378.56675004100543,378.56675004100543,378.56675004100543,379.7516851660039,period,1.7460094999987632,None,379.75180958301644,379.75186258301255,None,,,,,,,,,,,,21040105,2,2026-03-02_11h49.46.560,tilt_mocs,2024.2.4,None,2026-03-02 11h50.24.079999 -0500,
0,0.0,,140,140,0,,,,,0,100,,,,,c+0,noss,1.0,z,1.7324410419969354,None,None,,,,,,,,,,,0,140,140,615,379.762903750001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.75409312499687,379.762903750001,380.74910870799795,380.74910870799795,380.74910870799795,380.82181858300464,380.82181858300464,380.82181858300464,381.50244100001873,z,1.7324410419969354,None,381.5025887500087,381.50276512501296,None,,,,,,,,,,,,21040105,2,2026-03-02_11h49.46.560,tilt_mocs,2024.2.4,None,2026-03-02 11h50.24.079999 -0500,
-2,15.0,,141,141,0,,,,,100,0,,,,,c-2,poss,0.5,z,1.1532462500035763,None,None,,,,,,,,,,,0,141,141,9,381.51448366601835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.5053493329906,381.51448366601835,381.9995540410164,381.9995540410164,381.9995540410164,382.0730552079913,382.0730552079913,382.0730552079913,382.6798092079989,z,1.1532462500035763,None,382.67992970801424,382.67997125000693,None,,,,,,,,,,,,21040105,2,2026-03-02_11h49.46.560,tilt_mocs,2024.2.4,None,2026-03-02 11h50.24.079999 -0500,
-8,-15.0,,142,142,0,,,,,100,0,,,,,c-8,negs,0.75,z,1.6972680409962777,None,None,,,,,,,,,,,0,142,142,267,382.6864497080096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.68196558300406,382.6864497080096,383.42646995800897,383.42646995800897,383.42646995800897,383.498943707993,383.498943707993,383.498943707993,384.3869260410138,z,1.6972680409962777,None,384.38707154101576,384.38712591599324,None,,,,,,,,,,,,21040105,2,2026-03-02_11h49.46.560,tilt_mocs,2024.2.4,None,2026-03-02 11h50.24.079999 -0500,
-4,-15.0,,143,143,0,,,,,100,0,,,,,c-4,negs,0.5,period,1.3219199579907581,None,None,,,,,,,,,,,0,143,143,338,384.39817629099707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.38942904100986,384.39817629099707,384.8829300829966,384.8829300829966,384.8829300829966,384.9550178750069,384.9550178750069,384.9550178750069,385.72380395801156,period,1.3219199579907581,None,385.7239041659923,385.7239462909929,None,,,,,,,,,,,,21040105,2,2026-03-02_11h49.46.560,tilt_mocs,2024.2.4,None,2026-03-02 11h50.24.079999 -0500,
-8,-15.0,,144,144,0,,,,,100,0,,,,,c-8,negs,1.0,z,1.5291698749933857,None,None,,,,,,,,,,,0,144,144,278,385.73490208300063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.7259380000178,385.73490208300063,386.726342665992,386.726342665992,386.726342665992,386.80017266600044,386.80017266600044,386.80017266600044,387.2695253750135,z,1.5291698749933857,None,387.2696682079986,387.2697268750053,None,,,,,,,,,,,,21040105,2,2026-03-02_11h49.46.560,tilt_mocs,2024.2.4,None,2026-03-02 11h50.24.079999 -0500,
-4,-15.0,,145,145,0,,,,,100,0,,,,,c-4,negs,1.0,z,2.2068399589916226,None,None,,,,,,,,,,,0,145,145,364,387.28103899999405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.27197554099257,387.28103899999405,388.26546816600603,388.26546816600603,388.26546816600603,388.33862770799897,388.33862770799897,388.33862770799897,389.4924949580163,z,2.2068399589916226,None,389.49262229099986,389.4926784580166,None,,,,,,,,,,,,21040105,2,2026-03-02_11h49.46.560,tilt_mocs,2024.2.4,None,2026-03-02 11h50.24.079999 -0500,
2,0.0,,146,146,0,,,,,0,100,,,,,c+2,noss,1.0,period,1.5870800409757067,None,None,,,,,,,,,,,0,146,146,653,389.50345170800574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.49523195801885,389.50345170800574,390.492803000001,390.492803000001,390.492803000001,390.5672207500029,390.5672207500029,390.5672207500029,391.10160562500823,period,1.5870800409757067,None,391.10170466601267,391.1017465000041,None,,,,,,,,,,,,21040105,2,2026-03-02_11h49.46.560,tilt_mocs,2024.2.4,None,2026-03-02 11h50.24.079999 -0500,
-2,15.0,,147,147,0,,,,,100,0,,,,,c-2,poss,1.25,z,1.7957687089801766,None,None,,,,,,,,,,,0,147,147,36,391.1126461249951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.10368341600406,391.1126461249951,392.34998054101015,392.34998054101015,392.34998054101015,392.42206137499306,392.42206137499306,392.42206137499306,392.9201086660032,z,1.7957687089801766,None,392.9202488330193,392.92030575001263,None,,,,,,,,,,,,21040105,2,2026-03-02_11h49.46.560,tilt_mocs,2024.2.4,None,2026-03-02 11h50.24.079999 -0500,
-2,-15.0,,148,148,0,,,,,100,0,,,,,c-2,negs,1.25,period,1.9449391669768374,None,None,,,,,,,,,,,0,148,148,414,392.9321659159905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.9229671249923,392.9321659159905,394.1666255829914,394.1666255829914,394.1666255829914,394.23863400000846,394.23863400000846,394.23863400000846,394.88499212500756,period,1.9449391669768374,None,394.88511012500385,394.8851629580022,None,,,,,,,,,,,,21040105,2,2026-03-02_11h49.46.560,tilt_mocs,2024.2.4,None,2026-03-02 11h50.24.079999 -0500,
-2,-15.0,,149,149,0,,,,,100,0,,,,,c-2,negs,0.75,period,1.4976626250136178,None,None,,,,,,,,,,,0,149,149,395,394.8963901660172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.8874546250154,394.8963901660172,395.6334219580167,395.6334219580167,395.6334219580167,395.7055415000068,395.7055415000068,395.7055415000068,396.4032909999951,period,1.4976626250136178,None,396.4034355409967,396.4034946660104,None,,,,,,,,,,,,21040105,2,2026-03-02_11h49.46.560,tilt_mocs,2024.2.4,None,2026-03-02 11h50.24.079999 -0500,
-2,15.0,,150,150,0,,,,,100,0,,,,,c-2,poss,0.5,z,1.0281429169990588,None,space,62.69610379097867,None,,,,,,,,,0,150,150,4,396.41455483299796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.4059295410116,396.41455483299796,396.9000972910144,396.9000972910144,396.9000972910144,396.9728953750164,396.9728953750164,396.9728953750164,397.4530155000102,z,1.0281429169990588,None,397.45327050000196,460.17156625000644,space,397.4640688750078,397.4640688750078,62.69610379097867,None,,,,,,,,21040105,2,2026-03-02_11h49.46.560,tilt_mocs,2024.2.4,None,2026-03-02 11h50.24.079999 -0500,
-4,-15.0,,151,151,0,,,,,100,0,,,,,c-4,negs,1.25,period,2.0615125419863034,None,None,,,,,,,,,,,0,151,151,371,460.1827141660033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460.17391237500124,460.1827141660033,461.4190180830192,461.4190180830192,461.4190180830192,461.4912584160047,461.4912584160047,461.4912584160047,462.25552679100656,period,2.0615125419863034,None,462.25570545799565,462.25576595799066,None,,,,,,,,,,,,21040105,2,2026-03-02_11h49.46.560,tilt_mocs,2024.2.4,None,2026-03-02 11h50.24.079999 -0500,
-6,-15.0,,152,152,0,,,,,100,0,,,,,c-6,negs,0.75,z,1.7191512499994133,None,None,,,,,,,,,,,0,152,152,313,462.26747912500286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462.2586132500146,462.26747912500286,463.00231054099277,463.00231054099277,463.00231054099277,463.0757250000024,463.0757250000024,463.0757250000024,463.9892421660188,z,1.7191512499994133,None,463.98938345801434,463.9894384579966,None,,,,,,,,,,,,21040105,2,2026-03-02_11h49.46.560,tilt_mocs,2024.2.4,None,2026-03-02 11h50.24.079999 -0500,
-4,0.0,,153,153,0,,,,,0,100,,,,,c-4,noss,0.5,z,1.6278352919907775,None,None,,,,,,,,,,,0,153,153,512,464.00058300001547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463.9916949160106,464.00058300001547,464.48521804099437,464.48521804099437,464.48521804099437,464.5582846250036,464.5582846250036,464.5582846250036,465.6385613750026,z,1.6278352919907775,None,465.638718333008,465.6387755830074,None,,,,,,,,,,,,21040105,2,2026-03-02_11h49.46.560,tilt_mocs,2024.2.4,None,2026-03-02 11h50.24.079999 -0500,
-2,0.0,,154,154,0,,,,,0,100,,,,,c-2,noss,0.5,z,1.203626875008922,None,None,,,,,,,,,,,0,154,154,556,465.6507644999947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465.6417147500033,465.6507644999947,466.1357666249969,466.1357666249969,466.1357666249969,466.2082126660098,466.2082126660098,466.2082126660098,466.8610342910106,z,1.203626875008922,None,466.8611562080041,466.86120858299546,None,,,,,,,,,,,,21040105,2,2026-03-02_11h49.46.560,tilt_mocs,2024.2.4,None,2026-03-02 11h50.24.079999 -0500,
-8,-15.0,,155,155,0,,,,,100,0,,,,,c-8,negs,1.0,z,1.6029222500219475,None,None,,,,,,,,,,,0,155,155,280,466.8719987499935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466.8633675829915,466.8719987499935,467.8624271659937,467.8624271659937,467.8624271659937,467.93601833301364,467.93601833301364,467.93601833301364,468.47756416600896,z,1.6029222500219475,None,468.4776897499978,468.4777422500192,None,,,,,,,,,,,,21040105,2,2026-03-02_11h49.46.560,tilt_mocs,2024.2.4,None,2026-03-02 11h50.24.079999 -0500,
8,15.0,,156,156,0,,,,,100,0,,,,,c+8,poss,0.5,z,2.233381083002314,None,None,,,,,,,,,,,0,156,156,213,468.4886070410139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468.4797835829959,468.4886070410139,468.9783722909924,468.9783722909924,468.9783722909924,469.0531305000186,469.0531305000186,469.0531305000186,470.72878150001634,z,2.233381083002314,None,470.72892175000743,470.7289749580086,None,,,,,,,,,,,,21040105,2,2026-03-02_11h49.46.560,tilt_mocs,2024.2.4,None,2026-03-02 11h50.24.079999 -0500,
-2,15.0,,157,157,0,,,,,100,0,,,,,c-2,poss,1.25,z,1.8142201250011567,None,None,,,,,,,,,,,0,157,157,34,470.73973070801003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470.73130325000966,470.73973070801003,471.9794218330062,471.9794218330062,471.9794218330062,472.0533628750127,472.0533628750127,472.0533628750127,472.55727754099644,z,1.8142201250011567,None,472.557428250002,472.5574854160077,None,,,,,,,,,,,,21040105,2,2026-03-02_11h49.46.560,tilt_mocs,2024.2.4,None,2026-03-02 11h50.24.079999 -0500,
6,15.0,,158,158,0,,,,,100,0,,,,,c+6,poss,1.25,z,2.0176295829878654,None,None,,,,,,,,,,,0,158,158,209,472.56890825001756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.5601152500021,472.56890825001756,473.80268708299263,473.80268708299263,473.80268708299263,473.87514479100355,473.87514479100355,473.87514479100355,474.5891728330171,z,2.0176295829878654,None,474.58931720801047,474.5893765829969,None,,,,,,,,,,,,21040105,2,2026-03-02_11h49.46.560,tilt_mocs,2024.2.4,None,2026-03-02 11h50.24.079999 -0500,
4,0.0,,159,159,0,,,,,0,100,,,,,c+4,noss,1.25,period,2.002237500011688,None,None,,,,,,,,,,,0,159,159,713,474.600610124995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474.5916672500025,474.600610124995,475.83621845801827,475.83621845801827,475.83621845801827,475.9086613749969,475.9086613749969,475.9086613749969,476.60589629100286,period,2.002237500011688,None,476.606040750019,476.60609454099904,None,,,,,,,,,,,,21040105,2,2026-03-02_11h49.46.560,tilt_mocs,2024.2.4,None,2026-03-02 11h50.24.079999 -0500,
4,0.0,,160,160,0,,,,,0,100,,,,,c+4,noss,1.0,period,1.7740264579770155,None,None,,,,,,,,,,,0,160,160,702,476.6175800829951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476.6082674160134,476.6175800829951,477.6028179159912,477.6028179159912,477.6028179159912,477.67430254101055,477.67430254101055,477.67430254101055,478.39551570799085,period,1.7740264579770155,None,478.3956403330085,478.3956942910154,None,,,,,,,,,,,,21040105,2,2026-03-02_11h49.46.560,tilt_mocs,2024.2.4,None,2026-03-02 11h50.24.079999 -0500,
2,0.0,,161,161,0,,,,,0,100,,,,,c+2,noss,0.5,period,1.3809975830081385,None,None,,,,,,,,,,,0,161,161,640,478.4065608330129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.39818687501247,478.4065608330129,478.89617087499937,478.89617087499937,478.89617087499937,478.9698315830028,478.9698315830028,478.9698315830028,479.7988302500162,period,1.3809975830081385,None,479.7989309160039,479.79897316600545,None,,,,,,,,,,,,21040105,2,2026-03-02_11h49.46.560,tilt_mocs,2024.2.4,None,2026-03-02 11h50.24.079999 -0500,
4,0.0,,162,162,0,,,,,0,100,,,,,c+4,noss,0.75,period,1.694787707994692,None,None,,,,,,,,,,,0,162,162,685,479.80561775001115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.8009237080114,479.80561775001115,480.5462058749981,480.5462058749981,480.5462058749981,480.6201752079942,480.6201752079942,480.6201752079942,481.50624233300914,period,1.694787707994692,None,481.50641404101043,481.5064744580013,None,,,,,,,,,,,,21040105,2,2026-03-02_11h49.46.560,tilt_mocs,2024.2.4,None,2026-03-02 11h50.24.079999 -0500,
-2,-15.0,,163,163,0,,,,,100,0,,,,,c-2,negs,0.75,period,1.5494983330136165,None,None,,,,,,,,,,,0,163,163,394,481.5174509159988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.5085411250184,481.5174509159988,482.253257208009,482.253257208009,482.253257208009,482.32528854100383,482.32528854100383,482.32528854100383,483.07298324999283,period,1.5494983330136165,None,483.073120999994,483.07317625000724,None,,,,,,,,,,,,21040105,2,2026-03-02_11h49.46.560,tilt_mocs,2024.2.4,None,2026-03-02 11h50.24.079999 -0500,
